trial_id,density,nback,window,window_duration_s,window_reaches_handback,brake_channel_peaks__prominence15,brake_channel_peaks__prominence30,brake_channel_peaks__prominence5,steering_channel_hysteresis_reversals__gap1deg_lowpass2Hz,steering_channel_hysteresis_reversals__gap1deg_raw,steering_channel_hysteresis_reversals__gap2deg_lowpass2Hz,steering_channel_hysteresis_reversals__gap2deg_raw,steering_channel_hysteresis_reversals__gap3deg_lowpass2Hz,steering_channel_hysteresis_reversals__gap3deg_raw,steering_channel_hysteresis_reversals__gap5deg_lowpass2Hz,steering_channel_hysteresis_reversals__gap5deg_raw
density_0_nback_2_id_17,0,2,POST_TOR_MANUAL,12.650000095367432,False,1,0,1,5,5,5,5,5,5,4,4
density_0_nback_2_id_18,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,4,4,4,4,4,4,4,4
density_0_nback_2_id_18,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,44.5,True,1,0,2,15,15,15,15,15,15,12,12
density_0_nback_2_id_18,0,2,POST_BUTTON_MANUAL,13.400000095367432,False,0,0,0,7,7,7,7,7,7,7,7
density_0_nback_2_id_18,0,2,POST_TOR_MANUAL,14.350000143051147,False,0,0,0,7,7,7,7,7,7,7,7
density_0_nback_2_id_19,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,4,4,3,3,1,1,0,0
density_0_nback_2_id_19,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.25,True,1,0,3,25,53,17,45,13,39,9,35
density_0_nback_2_id_19,0,2,POST_BUTTON_MANUAL,13.400000095367432,False,0,0,0,11,11,7,9,2,2,0,0
density_0_nback_2_id_19,0,2,POST_TOR_MANUAL,15.150000095367432,False,0,0,1,11,11,7,9,2,2,0,0
density_0_nback_2_id_2,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,3,3,3,3,3,3,1,1
density_0_nback_2_id_2,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.85000014305115,True,3,1,4,16,16,11,11,11,11,9,9
density_0_nback_2_id_2,0,2,POST_BUTTON_MANUAL,14.75,False,0,0,0,5,5,5,5,5,5,3,3
density_0_nback_2_id_2,0,2,POST_TOR_MANUAL,16.700000047683716,False,1,0,1,5,5,5,5,5,5,3,3
density_0_nback_2_id_20,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_20,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,63.0,True,6,3,8,24,24,17,17,11,11,11,11
density_0_nback_2_id_20,0,2,POST_BUTTON_MANUAL,30.899999856948853,False,0,0,1,15,15,9,9,4,4,4,4
density_0_nback_2_id_20,0,2,POST_TOR_MANUAL,32.799999952316284,False,1,0,1,15,15,9,9,4,4,4,4
density_0_nback_2_id_21,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,3,3,2,3,2,2,1,1
density_0_nback_2_id_21,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.65000009536743,True,2,1,7,14,16,13,13,11,11,9,9
density_0_nback_2_id_21,0,2,POST_BUTTON_MANUAL,14.25,False,0,0,1,6,8,5,5,5,5,3,3
density_0_nback_2_id_21,0,2,POST_TOR_MANUAL,15.549999952316284,False,0,0,1,6,8,5,5,5,5,3,3
density_0_nback_2_id_22,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,3,3,2,3,2,2,2,2
density_0_nback_2_id_22,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,40.5,True,2,0,3,11,11,11,11,10,10,8,8
density_0_nback_2_id_22,0,2,POST_BUTTON_MANUAL,8.299999952316284,False,0,0,1,5,5,4,4,4,4,2,2
density_0_nback_2_id_22,0,2,POST_TOR_MANUAL,10.349999904632568,False,1,0,1,5,5,4,4,4,4,2,2
density_0_nback_2_id_23,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,3,3,1,1,1,1,1,1
density_0_nback_2_id_23,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,41.90000009536743,True,3,1,4,13,13,7,7,7,7,6,6
density_0_nback_2_id_23,0,2,POST_BUTTON_MANUAL,9.5,False,0,0,0,6,6,2,2,2,2,2,2
density_0_nback_2_id_23,0,2,POST_TOR_MANUAL,11.75,False,1,0,1,6,6,2,2,2,2,2,2
density_0_nback_2_id_24,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,6,4,2,2,2,2,2,2
density_0_nback_2_id_24,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,49.299999952316284,True,2,0,3,15,13,11,11,9,9,6,6
density_0_nback_2_id_24,0,2,POST_BUTTON_MANUAL,17.450000047683716,False,0,0,1,10,8,5,5,5,5,5,5
density_0_nback_2_id_24,0,2,POST_TOR_MANUAL,19.200000047683716,False,1,0,1,10,8,5,5,5,5,5,5
density_0_nback_2_id_25,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,2,2,2,2,2,2,1,1
density_0_nback_2_id_25,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,44.0,True,2,0,4,15,25,15,25,13,23,9,17
density_0_nback_2_id_25,0,2,POST_BUTTON_MANUAL,12.799999952316284,False,0,0,0,6,6,6,6,5,5,2,2
density_0_nback_2_id_25,0,2,POST_TOR_MANUAL,13.849999904632568,False,0,0,0,6,6,6,6,5,5,2,2
density_0_nback_2_id_26,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_26,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,41.10000014305115,True,3,1,6,17,19,13,15,13,15,12,14
density_0_nback_2_id_26,0,2,POST_BUTTON_MANUAL,9.450000047683716,False,0,0,1,4,4,2,2,2,2,2,2
density_0_nback_2_id_26,0,2,POST_TOR_MANUAL,11.050000190734863,False,1,0,1,4,4,2,2,2,2,2,2
density_0_nback_2_id_27,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_27,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,43.84999990463257,True,4,2,6,13,13,13,13,13,13,11,11
density_0_nback_2_id_27,0,2,POST_BUTTON_MANUAL,11.950000047683716,False,1,1,1,6,6,6,6,5,5,5,5
density_0_nback_2_id_27,0,2,POST_TOR_MANUAL,13.700000047683716,False,1,1,1,6,6,6,6,5,5,5,5
density_0_nback_2_id_28,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,3,3,2,2,2,2,2,2
density_0_nback_2_id_28,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,43.40000009536743,True,2,1,7,17,21,13,15,11,15,10,12
density_0_nback_2_id_28,0,2,POST_BUTTON_MANUAL,11.549999952316284,False,0,0,1,7,7,5,5,5,5,5,5
density_0_nback_2_id_28,0,2,POST_TOR_MANUAL,13.25,False,0,0,1,7,7,5,5,5,5,5,5
density_0_nback_2_id_29,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,True,1,1,1,3,3,3,3,3,3,3,3
density_0_nback_2_id_29,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,34.700000047683716,True,1,1,1,22,48,20,48,20,46,18,44
density_0_nback_2_id_29,0,2,POST_BUTTON_MANUAL,1.4500000476837158,False,1,1,1,1,1,0,1,0,1,0,0
density_0_nback_2_id_29,0,2,POST_TOR_MANUAL,4.549999952316284,False,1,1,1,1,1,0,1,0,1,0,0
density_0_nback_2_id_30,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_30,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.549999952316284,True,1,0,3,11,11,7,7,7,7,5,5
density_0_nback_2_id_30,0,2,POST_BUTTON_MANUAL,13.700000047683716,False,0,0,1,5,5,3,3,3,3,2,2
density_0_nback_2_id_30,0,2,POST_TOR_MANUAL,15.400000095367432,False,0,0,1,5,5,3,3,3,3,2,2
density_0_nback_2_id_31,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_31,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.60000014305115,True,2,0,3,11,11,9,9,9,9,8,8
density_0_nback_2_id_31,0,2,POST_BUTTON_MANUAL,16.299999952316284,False,1,0,1,5,5,5,5,4,4,4,4
density_0_nback_2_id_31,0,2,POST_TOR_MANUAL,17.5,False,1,0,1,5,5,5,5,4,4,4,4
density_0_nback_2_id_32,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,3,3,1,1,1,1,1,1
density_0_nback_2_id_32,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,41.200000047683716,True,3,2,5,9,9,7,7,7,7,7,7
density_0_nback_2_id_32,0,2,POST_BUTTON_MANUAL,9.650000095367432,False,0,0,1,4,4,2,2,2,2,2,2
density_0_nback_2_id_32,0,2,POST_TOR_MANUAL,11.050000190734863,False,0,0,1,4,4,2,2,2,2,2,2
density_0_nback_2_id_33,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_33,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.90000009536743,True,2,1,4,13,19,11,17,11,17,9,13
density_0_nback_2_id_33,0,2,POST_BUTTON_MANUAL,15.450000047683716,False,0,0,1,3,3,3,3,3,3,3,3
density_0_nback_2_id_33,0,2,POST_TOR_MANUAL,16.75,False,0,0,1,3,3,3,3,3,3,3,3
density_0_nback_2_id_34,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_34,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,44.75,True,1,0,3,13,13,11,11,9,9,8,8
density_0_nback_2_id_34,0,2,POST_BUTTON_MANUAL,13.0,False,0,0,0,5,5,4,4,4,4,4,4
density_0_nback_2_id_34,0,2,POST_TOR_MANUAL,14.650000095367432,False,0,0,1,5,5,4,4,4,4,4,4
density_0_nback_2_id_35,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_35,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.450000047683716,True,4,0,5,13,13,11,11,11,11,9,9
density_0_nback_2_id_35,0,2,POST_BUTTON_MANUAL,13.349999904632568,False,0,0,0,5,5,5,5,5,5,3,3
density_0_nback_2_id_35,0,2,POST_TOR_MANUAL,15.299999952316284,False,1,0,1,5,5,5,5,5,5,3,3
density_0_nback_2_id_36,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,2,2,2,2,1,1,1,1
density_0_nback_2_id_36,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,54.15000009536743,True,2,0,3,18,20,13,15,11,13,8,10
density_0_nback_2_id_36,0,2,POST_BUTTON_MANUAL,21.649999856948853,False,0,0,0,7,7,6,6,4,4,4,4
density_0_nback_2_id_36,0,2,POST_TOR_MANUAL,24.049999952316284,False,1,0,1,7,7,6,6,4,4,4,4
density_0_nback_2_id_37,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,2,1,1,1,1,1,1,0,0
density_0_nback_2_id_37,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.85000014305115,True,2,0,4,15,51,15,51,13,49,9,43
density_0_nback_2_id_37,0,2,POST_BUTTON_MANUAL,15.099999904632568,False,0,0,1,5,5,5,5,5,5,2,2
density_0_nback_2_id_37,0,2,POST_TOR_MANUAL,17.75,False,1,0,2,5,5,5,5,5,5,2,2
density_0_nback_2_id_38,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,2,2,1,1,1,1,1,1
density_0_nback_2_id_38,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.799999952316284,True,1,0,2,11,11,7,7,5,5,4,4
density_0_nback_2_id_38,0,2,POST_BUTTON_MANUAL,16.049999952316284,False,0,0,0,5,5,3,3,3,3,3,3
density_0_nback_2_id_38,0,2,POST_TOR_MANUAL,16.700000047683716,False,0,0,0,5,5,3,3,3,3,3,3
density_0_nback_2_id_39,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,2,2,4,2,2,2,2,2,2
density_0_nback_2_id_39,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,43.75,True,3,2,5,16,20,9,9,9,9,9,9
density_0_nback_2_id_39,0,2,POST_BUTTON_MANUAL,12.549999952316284,False,1,1,2,9,13,5,5,5,5,5,5
density_0_nback_2_id_39,0,2,POST_TOR_MANUAL,13.650000095367432,False,1,1,2,9,13,5,5,5,5,5,5
density_0_nback_2_id_4,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,3,3,3,3,2,2,1,1
density_0_nback_2_id_4,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.35000014305115,True,1,0,3,17,17,13,15,13,13,8,8
density_0_nback_2_id_4,0,2,POST_BUTTON_MANUAL,16.84999990463257,False,0,0,0,10,10,7,9,7,7,4,4
density_0_nback_2_id_4,0,2,POST_TOR_MANUAL,17.200000047683716,False,0,0,0,10,10,7,9,7,7,4,4
density_0_nback_2_id_40,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,2,3,3,3,3,3,3,3,3
density_0_nback_2_id_40,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,43.450000047683716,True,2,0,3,12,12,10,10,10,10,8,8
density_0_nback_2_id_40,0,2,POST_BUTTON_MANUAL,11.400000095367432,False,0,0,2,6,6,6,6,6,5,5,5
density_0_nback_2_id_40,0,2,POST_TOR_MANUAL,13.350000143051147,False,1,0,3,6,6,6,6,6,5,5,5
density_0_nback_2_id_41,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,3,3,2,2,2,2,2,2
density_0_nback_2_id_41,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,64.40000009536743,True,3,1,5,19,19,13,13,11,11,7,7
density_0_nback_2_id_41,0,2,POST_BUTTON_MANUAL,32.75,False,1,0,2,13,13,9,9,8,8,5,5
density_0_nback_2_id_41,0,2,POST_TOR_MANUAL,34.299999952316284,False,1,0,2,13,13,9,9,8,8,5,5
density_0_nback_2_id_42,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_42,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,50.34999990463257,True,1,1,2,27,103,23,101,21,101,20,100
density_0_nback_2_id_42,0,2,POST_BUTTON_MANUAL,17.949999809265137,False,1,1,1,10,10,9,9,9,9,9,9
density_0_nback_2_id_42,0,2,POST_TOR_MANUAL,20.149999856948853,False,1,1,1,10,10,9,9,9,9,9,9
density_0_nback_2_id_43,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_43,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,55.0,True,3,1,6,17,17,13,15,11,9,7,7
density_0_nback_2_id_43,0,2,POST_BUTTON_MANUAL,23.450000047683716,False,0,0,1,13,13,9,11,9,7,5,5
density_0_nback_2_id_43,0,2,POST_TOR_MANUAL,24.799999952316284,False,0,0,1,13,13,9,11,9,7,5,5
density_0_nback_2_id_44,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,1,4,4,3,3,3,3,3,3
density_0_nback_2_id_44,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.5,True,2,1,3,20,24,17,23,11,17,11,13
density_0_nback_2_id_44,0,2,POST_BUTTON_MANUAL,16.0,False,1,1,1,10,10,9,9,5,5,4,5
density_0_nback_2_id_44,0,2,POST_TOR_MANUAL,17.350000143051147,False,1,1,1,10,10,9,9,5,5,4,5
density_0_nback_2_id_45,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,3,3,2,2,1,1,1,1
density_0_nback_2_id_45,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.200000047683716,True,2,2,2,14,18,10,10,9,9,7,7
density_0_nback_2_id_45,0,2,POST_BUTTON_MANUAL,15.349999904632568,False,0,0,0,6,6,4,4,4,4,1,1
density_0_nback_2_id_45,0,2,POST_TOR_MANUAL,16.0,False,0,0,0,6,6,4,4,4,4,1,1
density_0_nback_2_id_46,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,2,0,2,3,3,3,3,3,3,3,3
density_0_nback_2_id_46,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.0,True,3,0,4,15,15,11,11,11,11,8,8
density_0_nback_2_id_46,0,2,POST_BUTTON_MANUAL,14.850000143051147,False,1,0,2,9,9,7,7,6,6,4,4
density_0_nback_2_id_46,0,2,POST_TOR_MANUAL,15.850000143051147,False,2,0,2,9,9,7,7,6,6,4,4
density_0_nback_2_id_47,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,4,4,3,3,2,2,1,1
density_0_nback_2_id_47,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.90000009536743,True,2,0,3,17,21,15,19,13,15,10,14
density_0_nback_2_id_47,0,2,POST_BUTTON_MANUAL,16.25,False,1,0,1,7,7,7,7,5,5,5,5
density_0_nback_2_id_47,0,2,POST_TOR_MANUAL,17.800000190734863,False,1,0,1,7,7,7,7,5,5,5,5
density_0_nback_2_id_48,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,2,1,1,1,1,1,1,1,1
density_0_nback_2_id_48,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,57.450000047683716,True,1,1,2,19,45,13,39,13,39,10,36
density_0_nback_2_id_48,0,2,POST_BUTTON_MANUAL,26.549999952316284,False,1,1,2,10,10,4,4,4,4,3,3
density_0_nback_2_id_48,0,2,POST_TOR_MANUAL,27.350000143051147,False,1,1,2,10,10,4,4,4,4,3,3
density_0_nback_2_id_49,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,3,3,2,2,2,2,2,2
density_0_nback_2_id_49,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,56.55000019073486,True,1,0,1,26,44,23,41,23,39,19,35
density_0_nback_2_id_49,0,2,POST_BUTTON_MANUAL,24.5,False,0,0,0,13,13,13,13,13,13,8,8
density_0_nback_2_id_49,0,2,POST_TOR_MANUAL,26.5,False,1,0,1,13,13,13,13,13,13,8,8
density_0_nback_2_id_5,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,2,1,2,2,2,2,2,2,2,2,2
density_0_nback_2_id_5,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,55.15000009536743,True,5,2,6,15,15,15,15,15,15,11,11
density_0_nback_2_id_5,0,2,POST_BUTTON_MANUAL,23.200000047683716,False,2,1,2,9,9,9,9,9,9,6,6
density_0_nback_2_id_5,0,2,POST_TOR_MANUAL,25.0,False,2,1,2,9,9,9,9,9,9,6,6
density_0_nback_2_id_50,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,2,2,2,2,2,1,2,1,1
density_0_nback_2_id_50,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,54.60000014305115,True,1,1,2,17,17,13,13,11,11,10,10
density_0_nback_2_id_50,0,2,POST_BUTTON_MANUAL,22.59999990463257,False,1,1,2,10,10,7,7,5,5,5,5
density_0_nback_2_id_50,0,2,POST_TOR_MANUAL,24.450000047683716,False,1,1,2,10,10,7,7,5,5,5,5
density_0_nback_2_id_51,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,2,2,2,2,2,2,1,2
density_0_nback_2_id_51,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,44.950000047683716,True,2,0,3,17,43,17,43,17,43,14,40
density_0_nback_2_id_51,0,2,POST_BUTTON_MANUAL,12.650000095367432,False,0,0,0,5,5,5,5,5,5,5,5
density_0_nback_2_id_51,0,2,POST_TOR_MANUAL,14.75,False,1,0,1,5,5,5,5,5,5,5,5
density_0_nback_2_id_52,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,3,2,4,1,1,1,1,1,1,1,1
density_0_nback_2_id_52,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,60.40000009536743,True,3,2,4,19,19,19,19,19,19,16,16
density_0_nback_2_id_52,0,2,POST_BUTTON_MANUAL,28.59999990463257,False,3,2,4,11,11,11,11,11,11,11,11
density_0_nback_2_id_52,0,2,POST_TOR_MANUAL,30.200000047683716,False,3,2,4,11,11,11,11,11,11,11,11
density_0_nback_2_id_53,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,3,3,3,3,3,3,3,3
density_0_nback_2_id_53,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.34999990463257,True,1,0,3,19,49,17,45,17,45,14,43
density_0_nback_2_id_53,0,2,POST_BUTTON_MANUAL,13.799999952316284,False,0,0,1,7,7,5,5,5,5,5,5
density_0_nback_2_id_53,0,2,POST_TOR_MANUAL,15.200000047683716,False,0,0,1,7,7,5,5,5,5,5,5
density_0_nback_2_id_54,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,3,3,3,3,2,2,2,2
density_0_nback_2_id_54,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,42.40000009536743,True,1,0,2,9,11,9,9,7,7,6,6
density_0_nback_2_id_54,0,2,POST_BUTTON_MANUAL,11.25,False,0,0,0,5,5,5,5,4,4,4,4
density_0_nback_2_id_54,0,2,POST_TOR_MANUAL,12.25,False,0,0,0,5,5,5,5,4,4,4,4
density_0_nback_2_id_55,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,1,1,1,1,1,1,1,1,1
density_0_nback_2_id_55,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,50.450000047683716,True,2,1,4,17,19,15,17,9,11,8,10
density_0_nback_2_id_55,0,2,POST_BUTTON_MANUAL,18.299999952316284,False,1,1,1,8,8,6,6,3,3,3,3
density_0_nback_2_id_55,0,2,POST_TOR_MANUAL,20.299999952316284,False,1,1,1,8,8,6,6,3,3,3,3
density_0_nback_2_id_56,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,1,1,2,2,2,2,2,2,2,2
density_0_nback_2_id_56,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,45.35000014305115,True,4,3,6,11,11,11,11,11,11,11,11
density_0_nback_2_id_56,0,2,POST_BUTTON_MANUAL,14.25,False,1,1,1,5,5,5,5,5,5,5,5
density_0_nback_2_id_56,0,2,POST_TOR_MANUAL,15.200000047683716,False,1,1,1,5,5,5,5,5,5,5,5
density_0_nback_2_id_57,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,5,5,5,5,5,5,2,2
density_0_nback_2_id_57,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,43.60000014305115,True,1,0,3,15,15,13,13,13,13,10,10
density_0_nback_2_id_57,0,2,POST_BUTTON_MANUAL,11.949999809265137,False,0,0,1,7,7,7,7,7,7,5,5
density_0_nback_2_id_57,0,2,POST_TOR_MANUAL,13.5,False,0,0,1,7,7,7,7,7,7,5,5
density_0_nback_2_id_6,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,6,6,3,3,3,3,2,2
density_0_nback_2_id_6,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,41.84999990463257,True,3,2,4,15,15,9,9,9,9,7,7
density_0_nback_2_id_6,0,2,POST_BUTTON_MANUAL,10.550000190734863,False,0,0,1,8,8,4,4,4,4,2,2
density_0_nback_2_id_6,0,2,POST_TOR_MANUAL,11.700000047683716,False,0,0,1,8,8,4,4,4,4,2,2
density_0_nback_2_id_7,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,1,0,1,2,4,1,1,1,1,1,1
density_0_nback_2_id_7,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,46.450000047683716,True,2,0,3,13,25,13,23,13,23,10,20
density_0_nback_2_id_7,0,2,POST_BUTTON_MANUAL,13.849999904632568,False,0,0,0,5,7,5,5,5,5,5,5
density_0_nback_2_id_7,0,2,POST_TOR_MANUAL,16.299999952316284,False,1,0,1,5,7,5,5,5,5,5,5
density_0_nback_2_id_8,0,2,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,1,5,5,3,3,3,3,2,2
density_0_nback_2_id_8,0,2,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,51.40000009536743,True,2,0,5,19,22,17,17,15,15,9,9
density_0_nback_2_id_8,0,2,POST_BUTTON_MANUAL,19.700000047683716,False,0,0,1,13,13,11,11,11,11,5,5
density_0_nback_2_id_8,0,2,POST_TOR_MANUAL,21.25,False,0,0,1,13,13,11,11,11,11,5,5
density_10_nback_0_id_1,10,0,HISTORICAL_ACUTE_8S_POST_TOR,7.949999809265137,False,2,2,2,5,5,5,5,3,3,3,3
density_10_nback_0_id_1,10,0,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,54.75,True,3,3,5,18,18,18,18,12,12,10,10
density_10_nback_0_id_1,10,0,POST_BUTTON_MANUAL,23.700000047683716,False,2,2,2,12,12,12,12,7,7,5,5
density_10_nback_0_id_1,10,0,POST_TOR_MANUAL,24.59999990463257,False,2,2,2,12,12,12,12,7,7,5,5
density_10_nback_0_id_10,10,0,HISTORICAL_ACUTE_8S_POST_TOR,7.949999809265137,False,3,3,5,2,2,0,0,0,0,0,0
density_10_nback_0_id_10,10,0,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,54.94999980926514,True,10,6,12,20,20,16,16,16,16,14,14
density_10_nback_0_id_10,10,0,POST_BUTTON_MANUAL,23.350000143051147,False,3,3,4,13,13,11,11,11,11,8,8
density_10_nback_0_id_10,10,0,POST_TOR_MANUAL,24.75,False,3,3,5,13,13,11,11,11,11,8,8
density_10_nback_0_id_11,10,0,HISTORICAL_ACUTE_8S_POST_TOR,7.949999809265137,False,1,0,2,3,3,1,3,1,1,1,1
density_10_nback_0_id_11,10,0,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,47.09999990463257,True,7,5,9,16,16,14,16,14,14,10,10
density_10_nback_0_id_11,10,0,POST_BUTTON_MANUAL,15.199999809265137,False,1,0,1,10,10,10,10,8,8,5,5
density_10_nback_0_id_11,10,0,POST_TOR_MANUAL,16.949999809265137,False,1,0,2,10,10,8,10,8,8,5,5
density_10_nback_0_id_12,10,0,HISTORICAL_ACUTE_8S_POST_TOR,7.950000047683716,False,0,0,0,7,7,4,4,3,3,3,3
density_10_nback_0_id_12,10,0,HISTORICAL_FULL_RECORD_POST_TOR_INVALID,49.65000009536743,True,5,4,6,25,25,20,20,18,18,12,12
