trial_id,participant_id,density,nback,RAW,TOR_PRESENT,TOR_ANCHORED,OWNER_WINDOW_ELIGIBLE,LANE_CHANGE_ANCHORED,MANUAL_WINDOW_ELIGIBLE,OWNER_ANALYSIS_SET,tor_state,lane_change_state,handback_state,t_tor,t_manual_start,t_lane_change,t_handback,excluded_from_TOR_PRESENT,excluded_from_TOR_ANCHORED,excluded_from_OWNER_WINDOW_ELIGIBLE,excluded_from_LANE_CHANGE_ANCHORED,excluded_from_MANUAL_WINDOW_ELIGIBLE
density_0_nback_2_id_38,38,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7501010895,32.4002113342,36.2496833801,48.5002555847,,,,,
density_0_nback_2_id_39,39,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8002967834,32.90026474,37.8502120972,45.500087738,,,,,
density_0_nback_2_id_3,3,0,2,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,30.5995292664,34.1990356445,45.3500137329,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_0_nback_2_id_40,40,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8006496429,33.7505569458,37.7004547119,45.2000617981,,,,,
density_0_nback_2_id_41,41,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7503643036,33.3004341125,36.7997741699,66.1000900269,,,,,
density_0_nback_2_id_42,42,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.6994171143,33.8993873596,40.0502510071,51.8997650146,,,,,
density_0_nback_2_id_43,43,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7493095398,33.0998268127,36.4996147156,56.5997886658,,,,,
density_0_nback_2_id_44,44,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7993106842,33.1495628357,37.6493988037,49.1995697021,,,,,
density_0_nback_2_id_45,45,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7498531342,32.3991317749,35.6493682861,47.7997055054,,,,,
density_0_nback_2_id_46,46,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,32.0999221802,33.0997543335,35.6497116089,47.9998054504,,,,,
density_0_nback_2_id_47,47,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8004894257,33.3505783081,36.5504646301,49.6504364014,,,,,
density_0_nback_2_id_48,48,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8001613617,32.6001319885,41.2501220703,59.2496948242,,,,,
density_0_nback_2_id_49,49,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8000564575,33.8499717712,37.7000236511,58.3501091003,,,,,
density_0_nback_2_id_4,4,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7500667572,32.1499061584,35.650062561,49.0496368408,,,,,
density_0_nback_2_id_50,50,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8003520966,33.6996574402,38.8004837036,56.3004608154,,,,,
density_0_nback_2_id_51,51,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.749174118,33.8495559692,38.049697876,46.5497207642,,,,,
density_0_nback_2_id_52,52,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8000011444,33.4496994019,39.2492713928,62.0996322632,,,,,
density_0_nback_2_id_53,53,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7498092651,33.1490631104,36.6498298645,46.9991569519,,,,,
density_0_nback_2_id_54,54,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8002281189,32.800819397,36.7002067566,44.1003990173,,,,,
density_0_nback_2_id_55,55,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7501049042,33.7500762939,39.7002220154,52.100227356,,,,,
density_0_nback_2_id_56,56,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7991924286,32.7494621277,36.8993186951,47.0488319397,,,,,
density_0_nback_2_id_57,57,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.8001346588,33.3501014709,36.0497817993,45.3997001648,,,,,
density_0_nback_2_id_5,5,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7998714447,33.5998802185,38.4500389099,56.8498802185,,,,,
density_0_nback_2_id_6,6,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.6995048523,32.8003044128,35.8503227234,43.4493789673,,,,,
density_0_nback_2_id_7,7,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7496109009,34.1500968933,38.2501907349,48.0998954773,,,,,
density_0_nback_2_id_8,8,0,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,31.7995948792,33.3004722595,35.8503761292,53.0502586365,,,,,
density_0_nback_2_id_9,9,0,2,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,31.5500507355,35.0001220703,45.2000045776,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_10_nback_0_id_10,10,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1004562378,22.500202179,30.650396347,45.9496269226,,,,,
density_10_nback_0_id_11,11,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1001262665,22.8506965637,27.550245285,38.1001701355,,,,,
density_10_nback_0_id_12,12,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.099521637,21.6993141174,25.899061203,40.6491088867,,,,,
density_10_nback_0_id_13,13,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1491680145,22.9496307373,27.0998306274,36.5498847961,,,,,
density_10_nback_0_id_14,14,10,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,20.6501750946,21.7500705719,29.3001804352,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_10_nback_0_id_15,15,10,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,20.6996173859,31.3500423431,37.7492332458,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_10_nback_0_id_16,16,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1497879028,22.4498920441,27.3003253937,49.9503746033,,,,,
density_10_nback_0_id_17,17,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1001434326,21.6501579285,24.6998519897,36.3002891541,,,,,
density_10_nback_0_id_18,18,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1005496979,22.0002174377,25.5505199432,35.8001365662,,,,,
density_10_nback_0_id_19,19,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.2001686096,24.200012207,28.4006404877,40.6505317688,,,,,
density_10_nback_0_id_1,1,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1491756439,22.0001220703,25.5491752625,45.750213623,,,,,
density_10_nback_0_id_20,20,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1501674652,22.5002746582,27.1001377106,41.8502578735,,,,,
density_10_nback_0_id_21,21,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1998977661,23.5508308411,26.9001350403,36.2504920959,,,,,
density_10_nback_0_id_22,22,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1496982574,21.6497306824,26.9998664856,32.5999031067,,,,,
density_10_nback_0_id_23,23,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,21.0999946594,23.6500205994,29.9502162933,35.9999809265,,,,,
density_10_nback_0_id_24,24,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.0995349884,23.1498165131,26.2496433258,39.9999580383,,,,,
density_10_nback_0_id_25,25,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1003818512,23.249961853,26.6002826691,38.7995529175,,,,,
density_10_nback_0_id_26,26,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.149723053,22.6999511719,27.3999233246,34.6999816895,,,,,
density_10_nback_0_id_27,27,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.2003498077,23.9499320984,31.2497501373,40.7003288269,,,,,
density_10_nback_0_id_28,28,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1998329163,22.4502277374,26.6997051239,39.1496429443,,,,,
density_10_nback_0_id_29,29,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1997032166,22.4495983124,36.0496635437,44.8497924805,,,,,
density_10_nback_0_id_2,2,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1500549316,22.8507518768,26.3504753113,33.0001487732,,,,,
density_10_nback_0_id_30,30,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1505622864,22.9505138397,26.5005168915,41.5507850647,,,,,
density_10_nback_0_id_31,31,10,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,20.699388504,25.200056076,41.1492042542,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_10_nback_0_id_32,32,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1492099762,22.2500896454,25.0997829437,32.5497322083,,,,,
density_10_nback_0_id_33,33,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1002655029,22.1497554779,26.600276947,60.9501686096,,,,,
density_10_nback_0_id_34,34,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1505126953,23.4005355835,26.500459671,36.5005264282,,,,,
density_10_nback_0_id_35,35,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1496276855,23.1002883911,26.4001178741,35.6996459961,,,,,
density_10_nback_0_id_36,36,10,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,20.7000637054,24.8503742218,65.2502746582,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_10_nback_0_id_37,37,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.0997962952,21.1998462677,27.2999305725,40.9498023987,,,,,
density_10_nback_0_id_38,38,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,21.0993556976,21.3993186951,27.0491886139,66.0497741699,,,,,
density_10_nback_0_id_39,39,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1499214172,22.5494995117,36.649597168,43.0495834351,,,,,
density_10_nback_0_id_3,3,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1001586914,23.0999031067,26.4501438141,31.4999065399,,,,,
density_10_nback_0_id_40,40,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.0991516113,22.5494117737,25.599363327,34.349395752,,,,,
density_10_nback_0_id_41,41,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1493988037,22.8498783112,31.1499404907,48.2997093201,,,,,
density_10_nback_0_id_42,42,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1497745514,23.2004451752,27.6003704071,39.0005531311,,,,,
density_10_nback_0_id_43,43,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1498622894,22.7495155334,30.7997207642,43.2504272461,,,,,
density_10_nback_0_id_44,44,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1503067017,22.2998714447,26.9502811432,40.7504234314,,,,,
density_10_nback_0_id_45,45,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1502075195,21.750164032,25.8008384705,49.8500061035,,,,,
density_10_nback_0_id_46,46,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1496601105,22.3997631073,25.7996234894,31.0495834351,,,,,
density_10_nback_0_id_47,47,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,21.2001514435,22.150144577,25.9001159668,41.2500953674,,,,,
density_10_nback_0_id_48,48,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1499385834,21.7502613068,24.9997463226,43.0003128052,,,,,
density_10_nback_0_id_49,49,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.0999755859,24.1506195068,33.1004333496,58.1506881714,,,,,
density_10_nback_0_id_4,4,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1507015228,23.4501590729,26.5001392365,31.1996212006,,,,,
density_10_nback_0_id_50,50,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.100233078,22.5502643585,26.0499763489,39.1002464294,,,,,
density_10_nback_0_id_51,51,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1003036499,22.5006103516,27.6501464844,38.0502319336,,,,,
density_10_nback_0_id_52,52,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1496944427,22.3999481201,26.6995544434,49.0997695923,,,,,
density_10_nback_0_id_53,53,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1491603851,22.5491161346,25.4992389679,35.4991874695,,,,,
density_10_nback_0_id_54,54,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.0997638702,22.0498695374,26.3993148804,34.8498382568,,,,,
density_10_nback_0_id_55,55,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.2001552582,23.5504226685,26.9999980927,37.750213623,,,,,
density_10_nback_0_id_56,56,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.2003097534,22.1506843567,26.8999652863,39.3004875183,,,,,
density_10_nback_0_id_57,57,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1500587463,22.8501396179,26.3501491547,35.0504226685,,,,,
density_10_nback_0_id_5,5,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.100194931,23.3003635406,27.1997432709,42.7002258301,,,,,
density_10_nback_0_id_6,6,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,21.199848175,23.1498718262,27.2498836517,35.9498939514,,,,,
density_10_nback_0_id_7,7,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1498985291,22.7002353668,27.0002231598,37.00025177,,,,,
density_10_nback_0_id_8,8,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1500682831,22.5997028351,25.8492107391,36.8490524292,,,,,
density_10_nback_0_id_9,9,10,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,21.1500816345,22.6501502991,32.0003128052,43.0501556396,,,,,
density_10_nback_1_id_10,10,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0500030518,27.4995384216,33.1497993469,42.5492782593,,,,,
density_10_nback_1_id_11,11,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0499591827,27.4500141144,33.3499259949,42.1505393982,,,,,
density_10_nback_1_id_12,12,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0502262115,27.1500854492,34.1001434326,50.0008926392,,,,,
density_10_nback_1_id_13,13,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0502758026,29.0002346039,33.150177002,42.6502418518,,,,,
density_10_nback_1_id_14,14,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495891571,27.9996700287,31.2495994568,34.7998771667,,,,,
density_10_nback_1_id_15,15,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0996589661,27.9503726959,35.1994132996,43.8997192383,,,,,
density_10_nback_1_id_16,16,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0494499207,28.1993045807,33.9990615845,52.1493034363,,,,,
density_10_nback_1_id_17,17,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1005077362,27.4003715515,32.4003944397,40.9502944946,,,,,
density_10_nback_1_id_18,18,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1000576019,27.6501598358,33.9002304077,47.3001327515,,,,,
density_10_nback_1_id_19,19,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495491028,27.7002906799,33.4997367859,46.6998825073,,,,,
density_10_nback_1_id_1,1,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495834351,27.5499267578,32.949131012,48.5500221252,,,,,
density_10_nback_1_id_20,20,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0504207611,28.4002914429,31.0504817963,53.1003684998,,,,,
density_10_nback_1_id_21,21,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0499992371,28.5499572754,32.6000442505,45.4499969482,,,,,
density_10_nback_1_id_22,22,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1005687714,28.1001777649,33.5001373291,37.9501075745,,,,,
density_10_nback_1_id_23,23,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0494689941,27.7000675201,33.0494232178,40.6496353149,,,,,
density_10_nback_1_id_24,24,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,32.1505584717,33.950214386,39.2002754211,50.6001396179,,,,,
density_10_nback_1_id_25,25,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0999851227,27.7496509552,33.9000663757,42.199382782,,,,,
density_10_nback_1_id_26,26,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.099937439,27.5494918823,33.100063324,41.3496131897,,,,,
density_10_nback_1_id_27,27,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0992183685,28.6500148773,32.4498786926,56.1496696472,,,,,
density_10_nback_1_id_28,28,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.049823761,27.3998718262,34.3498535156,41.9499015808,,,,,
density_10_nback_1_id_29,29,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495738983,28.85014534,32.0495567322,42.549697876,,,,,
density_10_nback_1_id_2,2,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0996818542,27.9505653381,32.199672699,39.6497344971,,,,,
density_10_nback_1_id_30,30,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1007328033,28.0503234863,33.649810791,45.5004882812,,,,,
density_10_nback_1_id_31,31,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0496006012,27.6996173859,33.7003555298,48.5503425598,,,,,
density_10_nback_1_id_32,32,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0503940582,27.600227356,33.1005249023,39.2503738403,,,,,
density_10_nback_1_id_33,33,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0501346588,27.8007507324,32.3007545471,45.7007713318,,,,,
density_10_nback_1_id_34,34,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1003341675,27.7002906799,32.4503707886,44.5002822876,,,,,
density_10_nback_1_id_35,35,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495147705,27.899520874,32.7494544983,42.7997169495,,,,,
density_10_nback_1_id_36,36,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0497150421,27.699754715,33.2997283936,45.4496841431,,,,,
density_10_nback_1_id_37,37,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0998268127,30.6000919342,34.5498085022,47.6499252319,,,,,
density_10_nback_1_id_38,38,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0997180939,27.6494293213,34.1491622925,43.9993515015,,,,,
density_10_nback_1_id_39,39,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0492744446,27.8493442535,34.9999656677,46.0992698669,,,,,
density_10_nback_1_id_3,3,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0496120453,28.8998889923,32.6498756409,38.59948349,,,,,
density_10_nback_1_id_40,40,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0997428894,29.7998771667,32.7001190186,43.0494995117,,,,,
density_10_nback_1_id_41,41,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0504703522,27.0002040863,33.700138092,51.6502037048,,,,,
density_10_nback_1_id_42,42,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.099615097,28.2505912781,34.9006347656,45.2495918274,,,,,
density_10_nback_1_id_43,43,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0502796173,27.8001117706,32.7496109009,51.0502166748,,,,,
density_10_nback_1_id_44,44,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0500774384,27.6000576019,32.3998603821,44.7007484436,,,,,
density_10_nback_1_id_45,45,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0493392944,27.3492946625,33.2997016907,123.699188232,,,,,
density_10_nback_1_id_46,46,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1004543304,27.5502204895,31.4002056122,36.8500671387,,,,,
density_10_nback_1_id_47,47,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0501689911,28.6001873016,33.2500305176,48.0500984192,,,,,
density_10_nback_1_id_48,48,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0503101349,27.1001091003,52.0502090454,70.4002914429,,,,,
density_10_nback_1_id_49,49,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0501976013,28.9994449615,32.6501693726,58.8493843079,,,,,
density_10_nback_1_id_4,4,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0501880646,29.8000545502,31.9500617981,37.9000396729,,,,,
density_10_nback_1_id_50,50,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.049943924,28.3501338959,33.0998458862,47.3997383118,,,,,
density_10_nback_1_id_51,51,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0495262146,28.1997451782,35.699508667,45.1994590759,,,,,
density_10_nback_1_id_52,52,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0496902466,28.7001285553,34.0500640869,49.1493644714,,,,,
density_10_nback_1_id_53,53,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0496349335,27.5995883942,33.249710083,45.2496833801,,,,,
density_10_nback_1_id_54,54,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0508270264,27.4003925323,33.6998672485,42.6503410339,,,,,
density_10_nback_1_id_55,55,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0492458344,28.5999946594,35.1000099182,48.7991294861,,,,,
density_10_nback_1_id_56,56,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0502700806,28.7499542236,33.2994842529,44.149684906,,,,,
density_10_nback_1_id_57,57,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1000747681,27.4999847412,33.1001625061,48.0996055603,,,,,
density_10_nback_1_id_5,5,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.049654007,28.6995182037,33.7498893738,46.3000259399,,,,,
density_10_nback_1_id_6,6,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.050163269,27.7500228882,36.4998817444,46.9002037048,,,,,
density_10_nback_1_id_7,7,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.0504684448,28.6000175476,33.1498641968,43.9004859924,,,,,
density_10_nback_1_id_8,8,10,1,True,True,True,False,False,True,UNKNOWN,SINGLE,CLOCK_EXCEPTION,SINGLE,26.0997905731,28.0992355347,30.9991664886,52.1497840881,,,lane change CLOCK_EXCEPTION,lane change CLOCK_EXCEPTION,
density_10_nback_1_id_9,9,10,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.1001224518,27.9000892639,35.4000968933,49.0500221252,,,,,
density_10_nback_2_id_10,10,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8997211456,28.5495586395,35.5999107361,44.5992088318,,,,,
density_10_nback_2_id_11,11,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8996601105,28.6498336792,32.9997215271,42.2998466492,,,,,
