trial_id,density,nback,accelerator_channel_pre_tor_mean,accelerator_channel_min_0_to_0p3s,accelerator_channel_drops_to_zero_within_0p3s,brake_channel_max_0_to_0p3s,brake_channel_active_within_0p3s,steering_channel_pre_tor_range_rad,steering_channel_moving_before_tor,brake_channel_onset_after_tor_s,steering_channel_onset_after_tor_s,earliest_channel_activity_after_tor_s,earliest_channel_activity_within_0p3s,earliest_channel_activity_minus_manual_start_s,authorship,steering_channel_max_abs_in_owner_window_rad,steering_channel_max_abs_dev_in_owner_window_rad
density_0_nback_0_id_25,0,0,0.11316787049560524,0.113157942891,False,0.0,False,8.264183999999453e-05,False,1.2001538276674317,2.9001536369325684,1.2001538276674317,False,-0.049546718632569764,UNRESOLVED (B17),0.147410437465,0.0727157854526921
density_0_nback_0_id_26,0,0,0.11317182283257897,0.113134801388,False,0.0,False,6.552785640000225e-05,False,1.1996617317674314,3.7496616840837156,1.1996617317674314,False,-1.1003470421325687,UNRESOLVED (B17),0.174974992871,0.10028144452496053
density_0_nback_0_id_27,0,0,0.11316836076352633,0.113150060177,False,0.0,False,0.00010665506120000057,False,1.19967126846743,1.94967126846743,1.19967126846743,False,0.25025987626743174,UNRESOLVED (B17),0.219557657838,0.144865637841325
density_0_nback_0_id_28,0,0,0.1131713979534474,0.113119088113,False,0.0,False,7.963925600000532e-05,False,1.2008366584674306,5.350836515416283,1.2008366584674306,False,-3.1491103172325694,UNRESOLVED (B17),0.331493705511,0.25680733334852635
density_0_nback_0_id_29,0,0,0.11316952589705265,0.113139219582,False,0.0,False,0.00010917335740000256,False,1.1990513801674325,3.049051284800001,1.1990513801674325,False,-1.0509848594325675,UNRESOLVED (B17),0.247122213244,0.2556596225812487
density_0_nback_0_id_2,0,0,0.11316966088977631,0.113126650453,False,0.0,False,7.596611980000001e-05,False,1.2003121375674333,4.0003120898837174,1.2003121375674333,False,-0.6502528190325698,UNRESOLVED (B17),0.172098681331,0.09741509372498554
density_0_nback_0_id_30,0,0,0.11316812479571052,0.113162085414,False,0.0,False,8.780509240000067e-05,False,1.1999554633674308,3.8999552726325675,1.1999554633674308,False,-0.10059118273256829,UNRESOLVED (B17),0.173536837101,0.10680889749996317
density_0_nback_0_id_31,0,0,0.1131687348610263,0.113127239048,False,0.0,False,8.569657799999131e-05,False,1.1999669074674308,2.049966812099999,1.1999669074674308,False,0.2998719215674299,UNRESOLVED (B17),0.207333371043,0.1406070060635684
density_0_nback_0_id_32,0,0,0.11317187332001317,0.113130815327,False,0.0,False,7.0355832599997e-05,False,1.2500538825674319,1.9000537395162844,1.2500538825674319,False,0.2497925758674313,UNRESOLVED (B17),0.211887523532,0.13719349893700655
density_0_nback_0_id_33,0,0,0.11317067524710528,0.113149113953,False,0.0,False,7.543712849999995e-05,False,1.199253559067433,6.299253463700001,1.199253559067433,False,-0.35037183763256863,UNRESOLVED (B17),0.0874874964356,0.04233483136875396
density_0_nback_0_id_34,0,0,0.11316758139352634,0.113146670163,False,0.0,False,9.705871339998895e-05,False,0.950241565667433,3.500241517983717,0.950241565667433,False,-1.650006771132567,UNRESOLVED (B17),0.297936856747,0.22324387846841579
density_0_nback_0_id_35,0,0,0.11316933080947371,0.113154023886,False,0.0,False,6.071478119999696e-05,False,1.1998906135674332,3.64989042283257,1.1998906135674332,False,-0.1492342949325689,UNRESOLVED (B17),0.19510909915,0.12041574942075657
density_0_nback_0_id_36,0,0,0.11316843419096052,0.11313174665,False,0.0,False,9.167194370000853e-05,False,1.1996617317674314,4.149661541032568,1.1996617317674314,False,0.09991121296743088,UNRESOLVED (B17),0.153642416,0.0789525945128079
density_0_nback_0_id_37,0,0,0.11316788176955263,0.113106928766,False,0.0,False,0.00010368227960000365,False,1.2498879432674315,2.699887752532568,1.2498879432674315,False,-0.05048513413256828,UNRESOLVED (B17),0.159634709358,0.08494609006119605
density_0_nback_0_id_38,0,0,0.11316809224844737,0.113123521209,False,0.0,False,8.873641489999529e-05,False,1.2493965625837156,4.449396610267431,1.2493965625837156,False,0.4999287128837153,UNRESOLVED (B17),0.122961871326,0.056237409283471054
density_0_nback_0_id_39,0,0,0.11316952187761843,0.11311172694,False,0.0,False,7.207691669999794e-05,False,1.199970722167432,2.0999705791162846,1.199970722167432,False,-0.10057210923256932,UNRESOLVED (B17),0.354504108429,0.27981426625664607
density_0_nback_0_id_3,0,0,0.11316814283393425,0.113113678992,False,0.0,False,8.576363330001224e-05,False,1.3002529144000015,2.700253009767433,1.3002529144000015,False,0.6999626160000005,UNRESOLVED (B17),0.165866702795,0.10369561994939472
density_0_nback_0_id_40,0,0,0.11316888161794736,0.113092713058,False,0.0,False,5.690008400000002e-05,False,1.2000737190674329,2.1000735760162854,1.2000737190674329,False,0.10033655166743216,UNRESOLVED (B17),0.31159928441,0.23690389312363816
density_0_nback_0_id_41,0,0,0.11316979294146054,0.11313405633,False,0.0,False,9.149312969999879e-05,False,1.200014591167431,2.9000144004325676,1.200014591167431,False,0.149708271067432,UNRESOLVED (B17),0.172098681331,0.09741686363001185
density_0_nback_0_id_42,0,0,0.113168330275,0.113126158714,False,0.0,False,0.00011577457189999862,False,1.200169086467433,3.3001689911000014,1.200169086467433,False,0.14932298656743015,UNRESOLVED (B17),0.205655530095,0.16193426135735922
density_0_nback_0_id_43,0,0,0.11316624852386842,0.113128505647,False,0.0,False,7.230788470000138e-05,False,1.19930887226743,3.7993087768999985,1.19930887226743,False,0.40011644366743226,UNRESOLVED (B17),0.196547240019,0.12185713697828816
density_0_nback_0_id_44,0,0,0.11316770785735526,0.113113284111,False,0.0,False,6.275624029999927e-05,False,1.1992154121674332,3.449215412167433,1.1992154121674332,False,0.09949731826743147,UNRESOLVED (B17),0.139740303159,0.06504982033473682
density_0_nback_0_id_45,0,0,0.11316735571935527,0.113140046597,False,0.0,False,9.480863810000517e-05,False,1.2001423835674316,2.8001422882,1.2001423835674316,False,-0.29927968983257003,UNRESOLVED (B17),0.173536837101,0.09884603978382238
density_0_nback_0_id_46,0,0,0.11316877564311839,0.113139152527,False,0.0,False,8.523464210000165e-05,False,1.2991619109999988,1.4991619586837146,1.2991619109999988,False,0.6501216887999988,UNRESOLVED (B17),0.211887523532,0.13719311199698553
density_0_nback_0_id_47,0,0,0.11316972843509214,0.113120310009,False,0.0,False,9.598582979999937e-05,False,1.25006723406743,3.7000670433325666,1.25006723406743,False,-0.00030851363256800823,UNRESOLVED (B17),0.167304843664,0.0926090311257342
density_0_nback_0_id_48,0,0,0.11316876348700002,0.113106191158,False,0.0,False,6.897747509999885e-05,False,1.3496456146,4.699645519232568,1.3496456146,False,0.6997947692999986,UNRESOLVED (B17),0.11672988534,0.08835502856070396
density_0_nback_0_id_49,0,0,0.11316716984696056,0.113147310913,False,0.0,False,8.086860179999655e-05,False,1.200375080067431,3.900374889332568,1.200375080067431,False,-0.24972867963256817,UNRESOLVED (B17),0.139740303159,0.06504610867116972
density_0_nback_0_id_4,0,0,0.11317148579184212,0.113140329719,False,0.0,False,6.558746099999402e-05,False,1.2501633166837145,2.100163221316283,1.2501633166837145,False,0.3505012988837173,UNRESOLVED (B17),0.172098681331,0.09740955137532106
density_0_nback_0_id_50,0,0,0.11316885142343422,0.113127939403,False,0.0,False,8.164346219999286e-05,False,1.2001614570674306,4.400161266332567,1.2001614570674306,False,-1.1505846977325689,UNRESOLVED (B17),0.130632013083,0.08691992380312631
density_0_nback_0_id_51,0,0,0.11317039526214474,0.113101780415,False,0.0,False,8.70749354e-05,False,1.1993622779674311,5.099362134916284,1.1993622779674311,False,0.09957742686743032,UNRESOLVED (B17),0.107621602714,0.06390758554795921
density_0_nback_0_id_52,0,0,0.11317059034976318,0.11311635375,False,0.0,False,6.907433269999486e-05,False,1.200891971567433,2.7508919238837173,1.200891971567433,False,0.0008397102674315704,UNRESOLVED (B17),0.374638229609,0.2999439145393987
density_0_nback_0_id_53,0,0,0.11316694760399998,0.11313675344,False,0.0,False,7.404386999999846e-05,False,1.2509357928837161,2.8009357452000003,1.2509357928837161,False,0.5003616809837155,UNRESOLVED (B17),0.330055564642,0.2553592457583579
density_0_nback_0_id_54,0,0,0.11316822567264477,0.113134950399,False,0.0,False,6.847083569999635e-05,False,1.1995701789674307,2.349570035916283,1.1995701789674307,False,-0.20048093793256783,UNRESOLVED (B17),0.155080571771,0.08379817572667816
density_0_nback_0_id_55,0,0,0.11317026742586837,0.113085374236,False,0.0,False,8.09654593000031e-05,False,1.199970722167432,5.0499706268,1.199970722167432,False,-0.4004244804325694,UNRESOLVED (B17),0.185761108994,0.11106741614591577
density_0_nback_0_id_56,0,0,0.11316750277023684,0.113140746951,False,0.0,False,7.785856729999874e-05,False,1.2494766711837144,3.2494766711837144,1.2494766711837144,False,0.599154710783715,UNRESOLVED (B17),0.19510909915,0.12042188291516841
density_0_nback_0_id_57,0,0,0.11316724925452626,0.113146945834,False,0.0,False,8.547306059999982e-05,False,1.199736118267431,2.2997360228999995,1.199736118267431,False,-0.200026989032569,UNRESOLVED (B17),0.43144518137,0.35674675181529736
density_0_nback_0_id_5,0,0,0.11316804450590792,0.113111265004,False,0.0,False,7.498264309999114e-05,False,1.2001004218674325,3.100100278816285,1.2001004218674325,False,-0.749867916132569,UNRESOLVED (B17),0.273248612881,0.19854605354789606
density_0_nback_0_id_6,0,0,0.11316715778878945,0.113172955811,False,0.0,False,8.029490710000087e-05,False,1.2000546455674304,3.650054454832567,1.2000546455674304,False,-0.9999766349325689,UNRESOLVED (B17),0.374638229609,0.29995146727137767
density_0_nback_0_id_7,0,0,0.1131704380049737,0.113139793277,False,0.0,False,7.106363779998959e-05,False,1.2490849494674308,3.3990848064162833,1.2490849494674308,False,0.3492493629674307,UNRESOLVED (B17),0.145972281694,0.07128479861073816
density_0_nback_0_id_8,0,0,0.11316790010189473,0.113155193627,False,0.0,False,9.778141980000543e-05,False,1.200235843667432,2.3002357483000004,1.200235843667432,False,-0.40030622483256906,UNRESOLVED (B17),0.307045161724,0.23235766226906968
density_0_nback_0_id_9,0,0,0.1131691596421842,0.113120093942,False,0.0,False,9.619444609999805e-05,False,1.1999802589674324,4.099980115916285,1.1999802589674324,False,-1.099948406232567,UNRESOLVED (B17),0.308483302593,0.23378924427433156
density_0_nback_1_id_10,0,1,0.03535830542195989,0.0,True,4.47267961502,False,0.045170262455,True,,1.1006941795325673,1.1006941795325673,False,-0.5999169349674318,UNRESOLVED (B17),0.170420840383,0.19689052297088946
density_0_nback_1_id_11,0,1,0.03477622451454774,0.0,True,4.67671918869,False,0.047292143107,True,,1.1491751671325687,1.1491751671325687,False,-0.4500336646674299,UNRESOLVED (B17),0.191993102431,0.21827744849419997
density_0_nback_1_id_12,0,1,0.036786798789096055,0.0,True,4.62109851837,False,0.04431840777399998,True,,1.1505858898162842,1.1505858898162842,False,-0.1995117664837167,UNRESOLVED (B17),0.185761108994,0.0957137603116921
density_0_nback_1_id_13,0,1,0.03792690997828372,0.0,True,4.59157133102,False,0.04149608314,True,,1.1004531383162828,1.1004531383162828,False,-0.6995766162837143,UNRESOLVED (B17),0.190315261483,0.15935122692275
density_0_nback_1_id_14,0,1,0.04392107737887342,0.0,True,4.80860042572,False,0.03588056564299999,True,,1.1498427391325663,1.1498427391325663,False,-1.2503037452674306,UNRESOLVED (B17),0.29170486331,0.14379971150900264
density_0_nback_1_id_15,0,1,0.035261322609732706,0.0,True,4.57473325729,False,0.047384396194999984,True,3.1000373363162836,1.1000373363162836,1.1000373363162836,False,-1.6997864246837153,UNRESOLVED (B17),0.142856284976,0.19757833273002104
density_0_nback_1_id_16,0,1,0.036141247905968746,0.0,True,4.74328565598,False,0.04352831840499999,True,19.90060567853257,1.100605726216287,1.100605726216287,False,-0.2495834827837129,UNRESOLVED (B17),0.322385430336,0.19291958801058684
density_0_nback_1_id_17,0,1,0.03465656826493407,0.0,True,5.09218168259,True,0.04569238424300001,True,13.549530029300001,1.0995299816162856,1.0995299816162856,False,-0.4005692004837158,UNRESOLVED (B17),0.199663236737,0.19073163717980784
density_0_nback_1_id_18,0,1,0.03479792939029769,0.0,True,4.62552165985,False,0.044035732746000006,True,,1.1499800682325656,1.1499800682325656,False,-0.49985361096743475,UNRESOLVED (B17),0.182645127177,0.1646836425030516
density_0_nback_1_id_19,0,1,0.034274367829456906,0.0,True,4.68707990646,False,0.04602843523,True,,1.0998466015162833,1.0998466015162833,False,-0.40006947518371305,UNRESOLVED (B17),0.133508309722,0.1723242931950368
density_0_nback_1_id_1,0,1,0.0360267591521896,0.0,True,4.56942653656,False,0.043574258685000006,True,3.0005905627837137,1.100590467416282,1.100590467416282,False,-0.5501244067837163,UNRESOLVED (B17),0.159634709358,0.16989926979151576
density_0_nback_1_id_20,0,1,0.034931206886159714,0.0,True,4.53429889679,False,0.04492554068599999,True,,1.1000945568162876,1.1000945568162876,False,-0.7497627734837167,UNRESOLVED (B17),0.239452064037,0.18817378011977368
density_0_nback_1_id_21,0,1,0.03416717798129838,0.0,True,4.65918159485,False,0.04488994181099998,True,,1.0992102623325692,1.0992102623325692,False,-0.9006562232674327,UNRESOLVED (B17),0.201101392508,0.27768176068626316
density_0_nback_1_id_22,0,1,0.04266066221814395,0.0,True,4.59409475327,False,0.042303174734,True,,1.1500639915325692,1.1500639915325692,False,-0.5497384071674318,UNRESOLVED (B17),0.139740303159,0.17453259048290787
density_0_nback_1_id_23,0,1,0.035495049451418945,0.0,True,4.59794473648,False,0.044872939586,True,,1.10014486313257,1.10014486313257,False,-1.8497605323674335,UNRESOLVED (B17),0.173536837101,0.1568060148458837
density_0_nback_1_id_24,0,1,0.03443336475940209,0.0,True,4.76031827927,False,0.046598345040999994,True,,1.0998740196325656,1.0998740196325656,False,-1.6992707252674322,UNRESOLVED (B17),0.299374997616,0.1838767942237658
density_0_nback_1_id_25,0,1,0.036941978772551703,0.0,True,4.74595022202,False,0.038390010594999996,True,,1.199175357867432,1.199175357867432,False,-0.5507979393325684,UNRESOLVED (B17),0.173536837101,0.10594028077627896
density_0_nback_1_id_26,0,1,0.035046223397857235,0.0,True,4.71372175217,False,0.048945873975,True,,1.1499810218674327,1.1499810218674327,False,-0.800076961532568,UNRESOLVED (B17),0.170420840383,0.14386132800664736
density_0_nback_1_id_27,0,1,0.03973671654239355,0.0,True,4.47303676605,False,0.040555283427000016,True,,1.1002242565162845,1.1002242565162845,False,-1.6000168323837158,UNRESOLVED (B17),0.159634709358,0.23898831460818684
density_0_nback_1_id_28,0,1,0.03543282645191009,0.0,True,4.56997013092,False,0.04624094069000001,True,,1.1001327038162856,1.1001327038162856,False,-0.8497269153837124,UNRESOLVED (B17),0.245684057474,0.15910468426972368
density_0_nback_1_id_29,0,1,0.034828184923082366,0.0,True,4.70941591263,False,0.04675051569900002,True,,1.1000182628162847,1.1000182628162847,False,-3.100035905883715,UNRESOLVED (B17),0.29170486331,0.2105477883627263
density_0_nback_1_id_2,0,1,0.0383370655686829,0.0,True,4.76437711716,False,0.039052784443000005,True,,1.1492621898162838,1.1492621898162838,False,-0.4000198840837186,UNRESOLVED (B17),0.225789636374,0.19830477061237367
density_0_nback_1_id_30,0,1,0.03551584196975776,0.0,True,4.75667619705,False,0.04717165231700002,True,,1.1007308960000017,1.1007308960000017,False,-0.8493804932000018,UNRESOLVED (B17),0.172098681331,0.2588873652642921
density_0_nback_1_id_31,0,1,0.03486510840134829,0.0,True,4.73840618134,False,0.046798303723000007,True,3.4498207568837174,1.09982061383257,1.09982061383257,False,-1.3003182411674317,UNRESOLVED (B17),0.161312550306,0.17919829732887105
density_0_nback_1_id_32,0,1,0.03519684365260747,0.0,True,4.46971416473,False,0.04403738677500002,True,,1.1001784801162842,1.1001784801162842,False,-0.44989705088371323,UNRESOLVED (B17),0.179768815637,0.16381522442066632
density_0_nback_1_id_33,0,1,0.03419163635618766,0.0,True,4.70916175842,False,0.045071035624,True,,1.0999693870325657,1.0999693870325657,False,-0.10006570816743476,UNRESOLVED (B17),0.126245826483,0.14260674052330793
density_0_nback_1_id_34,0,1,0.03527769799295092,0.0,True,4.69383955002,False,0.048346295952999996,True,,1.100517988216282,1.100517988216282,False,-0.4494583606837139,UNRESOLVED (B17),0.210449367762,0.11949514538836581
density_0_nback_1_id_35,0,1,0.03733164850181803,0.0,True,4.9180393219,False,0.039421007036999994,True,,1.1496825218325668,1.1496825218325668,False,-1.5506310462674335,UNRESOLVED (B17),0.150526434183,0.13356017223327632
density_0_nback_1_id_36,0,1,0.035047150998591105,0.0,True,4.7828745842,False,0.046016618609,True,,1.0997405052325675,1.0997405052325675,False,-0.8002953529674315,UNRESOLVED (B17),0.150526434183,0.17148169703595792
density_0_nback_1_id_37,0,1,0.03533300212706645,0.0,True,4.69700956345,False,0.04867757856800001,True,,1.0993812084162826,1.0993812084162826,False,-2.1002876758837132,UNRESOLVED (B17),0.128217086196,0.22136877986946846
density_0_nback_1_id_38,0,1,0.043723319522346184,0.0,True,4.84906005859,False,0.03570832312200001,True,7.200979709667429,1.1509795189325658,1.1509795189325658,False,-0.9992814063674302,UNRESOLVED (B17),0.127957522869,0.14260380636700526
density_0_nback_1_id_39,0,1,0.03525954138144434,0.0,True,4.8081612587,False,0.04730126261700002,True,3.2496674060837165,1.149667263032569,1.149667263032569,False,-0.24988794326743147,UNRESOLVED (B17),0.511022865772,0.3526249923985921
density_0_nback_1_id_3,0,1,0.03817822797971934,0.0,True,4.55723810196,False,0.042532294987999986,True,,1.101002454716287,1.101002454716287,False,-1.1500351428837163,UNRESOLVED (B17),0.215003505349,0.15521107143473525
density_0_nback_1_id_40,0,1,0.03713876888267683,0.0,True,4.63959884644,False,0.042806103825,True,4.94984292986743,1.0998427868162821,1.0998427868162821,False,-0.5496971606837135,UNRESOLVED (B17),0.500476419926,0.3416285659924474
density_0_nback_1_id_41,0,1,0.037132519385762806,0.0,True,4.71894931793,False,0.04269894957499998,True,7.499243974683715,1.0992438793162833,1.0992438793162833,False,-3.350093126283717,UNRESOLVED (B17),0.181206971407,0.20174840955359208
density_0_nback_1_id_42,0,1,0.03513849280946079,0.0,True,4.73002624512,False,0.048051655292000006,True,3.499900102583716,1.1999001502674318,1.1999001502674318,False,-1.3503508567325682,UNRESOLVED (B17),0.230343788862,0.21982981637120527
density_0_nback_1_id_43,0,1,0.03503310301427066,0.0,True,4.74394607544,False,0.04541349411000001,True,9.050441741900002,1.1004416942162862,1.1004416942162862,False,-2.049556016883713,UNRESOLVED (B17),0.155080571771,0.18827904035390527
density_0_nback_1_id_44,0,1,0.03457706892789131,0.0,True,4.78601551056,False,0.044557392597000006,True,2.8496787548162814,1.1496787071325656,1.1496787071325656,False,-0.300508975967432,UNRESOLVED (B17),0.176652833819,0.13018921096072109
density_0_nback_1_id_45,0,1,0.03604062450559066,0.0,True,4.75304889679,False,0.042621284723,True,,1.3492782116162871,1.3492782116162871,False,0.49994349481628575,UNRESOLVED (B17),0.176652833819,0.18076034409828684
density_0_nback_1_id_46,0,1,0.03585134172144972,0.0,True,4.63471508026,False,0.043734967708000005,True,3.3998427391325663,1.0998427868162821,1.0998427868162821,False,-0.8000786304837177,UNRESOLVED (B17),0.239452064037,0.22304538382512895
density_0_nback_1_id_47,0,1,0.03446698082150799,0.0,True,4.65093231201,False,0.045274451375,True,3.249697923683719,1.0996978283162875,1.0996978283162875,False,-1.2002899646837193,UNRESOLVED (B17),0.228665947914,0.18942390176415788
density_0_nback_1_id_48,0,1,0.034965918697322663,0.0,True,4.75983810425,False,0.04546014964599998,True,3.649586439116284,1.149586439116284,1.149586439116284,False,-0.9003975391837145,UNRESOLVED (B17),0.127842441201,0.2488829105307842
density_0_nback_1_id_49,0,1,0.03529768998697842,0.0,True,4.75480985641,False,0.04627434909299999,True,,1.1000716686162875,1.1000716686162875,False,-1.4999039172837172,UNRESOLVED (B17),0.316153436899,0.2589534854418579
density_0_nback_1_id_4,0,1,0.03525595019738071,0.0,True,4.63016796112,False,0.04631507396699999,True,,1.1004798412162842,1.1004798412162842,False,-1.999564409283714,UNRESOLVED (B17),0.188877105713,0.17458532510426317
density_0_nback_1_id_50,0,1,0.03513196082578711,0.0,True,4.55399799347,False,0.04409693181499999,True,,1.1002051830162856,1.1002051830162856,False,-1.5997154712837158,UNRESOLVED (B17),0.196547240019,0.21894043782039738
density_0_nback_1_id_51,0,1,0.03513489369499053,0.0,True,4.49871921539,False,0.04809050262,True,,1.1006705761162863,1.1006705761162863,False,-0.7993462085837137,UNRESOLVED (B17),0.142856284976,0.22190992965507367
density_0_nback_1_id_52,0,1,0.035760155255521134,0.0,True,4.56735515594,False,0.046726226806,True,3.4509346484837167,1.1009345054325692,1.1009345054325692,False,-1.2500252723674308,UNRESOLVED (B17),0.196547240019,0.21082348121617367
density_0_nback_1_id_53,0,1,0.03830172152772974,0.0,True,4.53160715103,False,0.041672348976,True,,1.1501777172162875,1.1501777172162875,False,-0.5503456592837139,UNRESOLVED (B17),0.337725698948,0.28738124688157896
density_0_nback_1_id_54,0,1,0.035439015915178965,0.0,True,4.66341543198,False,0.045430555939,True,,1.1494774818674287,1.1494774818674287,False,-0.6501631736325706,UNRESOLVED (B17),0.197985395789,0.15311671438085578
density_0_nback_1_id_55,0,1,0.034962416060524,0.0,True,4.56591463089,False,0.044786721468,True,3.7506401538837153,1.1006400585162837,1.1006400585162837,False,-1.9493057727837169,UNRESOLVED (B17),0.224111795425,0.14526722531180528
density_0_nback_1_id_56,0,1,0.034986619673107,0.0,True,4.74390220642,False,0.04540897905799998,True,,1.1005980968162845,1.1005980968162845,False,-0.3995354175837136,UNRESOLVED (B17),0.251676350832,0.33113665447434215
density_0_nback_1_id_57,0,1,0.04251721741839486,0.0,True,4.61574029922,False,0.038581416011000014,True,,1.1499533653325713,1.1499533653325713,False,-1.600203037267434,UNRESOLVED (B17),0.337725698948,0.21426717544860002
density_0_nback_1_id_5,0,1,0.035004889443559326,0.0,True,4.68520545959,False,0.04544453322900002,True,,1.1007354259162838,1.1007354259162838,False,-1.2993156909837182,UNRESOLVED (B17),0.128353342414,0.18996121979464473
density_0_nback_1_id_6,0,1,0.03960102319903351,0.0,True,4.50503015518,False,0.04037055373199999,True,3.4006896019325694,1.1006896496162852,1.1006896496162852,False,-2.000109910983717,UNRESOLVED (B17),0.363852083683,0.31116592040925006
density_0_nback_1_id_7,0,1,0.03880714012560895,0.0,True,4.61003255844,False,0.04161149263400002,True,,1.1002852917162826,1.1002852917162826,False,-1.8004028796837162,UNRESOLVED (B17),0.138302147388,0.13782257586724472
density_0_nback_1_id_8,0,1,0.03768496680085921,0.0,True,4.75240945816,False,0.04209691286100001,True,,1.19935846326743,1.19935846326743,False,-0.6007666588325691,UNRESOLVED (B17),0.379192382097,0.3163294856876842
density_0_nback_1_id_9,0,1,0.034751926805834686,0.0,True,4.72388887405,False,0.04653863608799999,True,,1.1498885154325649,1.1498885154325649,False,-0.5499901771674303,UNRESOLVED (B17),0.218119502068,0.1739582577720395
density_0_nback_2_id_10,0,2,0.02415604565880263,0.0,True,1.93146634102,False,8.66355658218e-05,False,1.8004183769325692,4.800418376932569,1.8004183769325692,False,-0.44947671886743024,UNRESOLVED (B17),0.121044337749,0.12104526753031916
density_0_nback_2_id_11,0,2,0.0211942893404,0.0,True,1.94019174576,False,6.83704201946e-05,False,1.9998252392162854,3.349825382267433,1.9998252392162854,False,0.6497046947162843,UNRESOLVED (B17),0.227227792144,0.22722517909311032
density_0_nback_2_id_12,0,2,0.031501509298225,0.0,True,4.14915132523,False,6.81130222801e-05,False,,2.9507477283837176,2.9507477283837176,False,2.2507889270837182,UNRESOLVED (B17),0.151964575052,0.15196442512776923
