trial_id,density,nback,OWNER_WINDOW_ELIGIBLE,LANE_CHANGE_ANCHORED,t_button_s,t_handback,vehicle_speed_at_tor_mps,hazard_station_crossing_after_tor_s,hazard_station_crossing_after_handback,owner_window_excluded_reason,manual_window_excluded_reason,owner_window_start,owner_window_end,owner_tor_to_lane_change_s,owner_min_ttc_approach_domain_s,owner_n_ttc_samples_outside_domain,owner_vehicle_stopped_in_window,owner_vehicle_max_longitudinal_accel_mps2,owner_vehicle_max_longitudinal_decel_mps2,manual_window_start,manual_window_end,manual_tor_to_lane_change_s,manual_min_ttc_approach_domain_s,manual_n_ttc_samples_outside_domain,manual_vehicle_stopped_in_window,manual_vehicle_max_longitudinal_accel_mps2,manual_vehicle_max_longitudinal_decel_mps2
density_0_nback_0_id_1,0,0,True,True,1.2991638182999985,44.30078125,27.7777824402,8.69940614696743,False,,,29.4505939484,34.4999809265,5.049386978099999,3.58629107475,0.0,False,0.189552724361,8.33090019226,29.4505939484,34.4999809265,5.049386978099999,3.58629107475,0.0,False,0.189552724361,8.33090019226
density_0_nback_0_id_20,0,0,True,True,1.8499317168999987,43.3002891541,27.7777709961,7.649592876432568,False,,,29.4504070282,34.9002723694,5.449865341199999,2.12152600288,0.0,False,0.2159216851,2.18620228767,29.4504070282,34.9002723694,5.449865341199999,2.12152600288,0.0,False,0.2159216851,2.18620228767
density_0_nback_0_id_21,0,0,True,True,1.4501113892,46.1498985291,27.7777500153,7.599779844316284,False,,,29.450220108,34.000087738,4.549867629999998,2.95001602173,0.0,False,0.24338875711,2.16479325294,29.450220108,34.000087738,4.549867629999998,2.95001602173,0.0,False,0.24338875711,2.16479325294
density_0_nback_0_id_22,0,0,True,True,0.4998340606999996,40.0501098633,27.7777824402,7.399812221532567,False,,,29.4501876831,33.9502906799,4.500102996799999,2.79932308197,0.0,False,0.215192899108,0.785985350609,29.4501876831,33.9502906799,4.500102996799999,2.79932308197,0.0,False,0.215192899108,0.785985350609
density_0_nback_0_id_23,0,0,True,True,2.3001174927,41.7999725342,27.7777843475,7.849779844316284,False,,,29.450220108,35.6000366211,6.149816513100003,1.65057098866,0.0,False,0.235594719648,2.13866233826,29.450220108,35.6000366211,6.149816513100003,1.65057098866,0.0,False,0.235594719648,2.13866233826
density_0_nback_0_id_24,0,0,True,True,1.0999794006000023,43.0003623962,27.7777843475,7.450123310067433,False,,,29.4498767853,33.1999397278,3.7500629425000014,3.68460202217,0.0,False,0.190844044089,1.82227468491,29.4498767853,33.1999397278,3.7500629425000014,3.68460202217,0.0,False,0.190844044089,1.82227468491
density_0_nback_0_id_25,0,0,True,True,1.2497005463000015,45.7998580933,27.7777709961,7.6501536369325684,False,,,29.4498462677,34.2500152588,4.800168991099998,2.72515797615,0.0,False,0.23498480022,2.06226444244,29.4498462677,34.2500152588,4.800168991099998,2.72515797615,0.0,False,0.23498480022,2.06226444244
density_0_nback_0_id_26,0,0,True,True,2.3000087739,42.1004104614,27.7777824402,7.699661731767431,False,,,29.4503383636,35.0504837036,5.600145340000001,2.11077690125,0.0,False,0.670286297798,2.16788959503,29.4503383636,35.0504837036,5.600145340000001,2.11077690125,0.0,False,0.670286297798,2.16788959503
density_0_nback_0_id_27,0,0,True,True,0.9494113921999983,55.7997436523,27.7777748108,7.399671077732567,False,,,29.4503288269,33.6000366211,4.149707794200001,3.21122193336,0.0,False,0.264479190111,1.68520438671,29.4503288269,33.6000366211,4.149707794200001,3.21122193336,0.0,False,0.264479190111,1.68520438671
density_0_nback_0_id_28,0,0,True,True,4.3499469757,44.5996589661,27.7777614594,8.70083665846743,False,,,29.4491634369,36.449546814,7.0003833771,1.7028529644,0.0,False,0.169711485505,2.66761565208,29.4491634369,36.449546814,7.0003833771,1.7028529644,0.0,False,0.169711485505,2.66761565208
density_0_nback_0_id_29,0,0,True,True,2.2500362396,44.1002082825,27.7777748108,7.9490513801674325,False,,,29.4509487152,34.2009773254,4.750028610199998,3.07468104362,0.0,False,0.163061231375,2.20284414291,29.4509487152,34.2009773254,4.750028610199998,3.07468104362,0.0,False,0.163061231375,2.20284414291
density_0_nback_0_id_2,0,0,True,True,1.850564956600003,36.7997779846,27.7777729034,8.350311994516286,True,,,29.4496879578,35.3997192383,5.950031280500003,2.36789894104,0.0,False,0.145696535707,2.7688639164,29.4496879578,35.3997192383,5.950031280500003,2.36789894104,0.0,False,0.145696535707,2.7688639164
density_0_nback_0_id_30,0,0,True,True,1.300546646099999,43.5505218506,27.7777557373,7.549955367999999,False,,,29.450044632,35.5508613586,6.1008167266000015,1.41940903664,0.0,False,0.224820077419,2.169444561,29.450044632,35.5508613586,6.1008167266000015,1.41940903664,0.0,False,0.224820077419,2.169444561
density_0_nback_0_id_31,0,0,True,True,0.9000949859000009,48.9005203247,27.777797699,8.44996690746743,False,,,29.4500331879,35.4002494812,5.950216293299999,2.48671197891,0.0,False,0.210849091411,4.25042963028,29.4500331879,35.4002494812,5.950216293299999,2.48671197891,0.0,False,0.210849091411,4.25042963028
density_0_nback_0_id_32,0,0,True,True,1.0002613067000006,38.0501785278,27.7777614594,7.000053882567432,False,,,29.3999462128,33.0502853394,3.6503391265999987,3.45138692856,0.0,False,1.13358068466,1.5808609724,29.3999462128,33.0502853394,3.6503391265999987,3.45138692856,0.0,False,1.13358068466,1.5808609724
density_0_nback_0_id_33,0,0,True,True,1.5496253967000015,46.550491333,27.7777881622,7.549253463700001,False,,,29.4507465363,35.6501808167,6.199434280400002,1.32482397556,0.0,False,0.260293215513,2.16991639137,29.4507465363,35.6501808167,6.199434280400002,1.32482397556,0.0,False,0.260293215513,2.16991639137
density_0_nback_0_id_34,0,0,True,True,2.6002483368,42.1001167297,27.7777729034,8.200241565667433,False,,,29.4497585297,34.5503959656,5.100637435900005,2.99731707573,0.0,False,0.249694481492,2.19663047791,29.4497585297,34.5503959656,5.100637435900005,2.99731707573,0.0,False,0.249694481492,2.19663047791
density_0_nback_0_id_35,0,0,True,True,1.349124908500002,43.5995597839,27.7777748108,7.39989042283257,False,,,29.4501094818,34.6998100281,5.249700546300005,2.19155597687,0.0,False,0.405380249023,2.21953439713,29.4501094818,34.6998100281,5.249700546300005,2.19155597687,0.0,False,0.405380249023,2.21953439713
density_0_nback_0_id_36,0,0,True,True,1.0997505188000005,75.2002487183,27.777759552,7.449661731767431,False,,,29.4503383636,35.7503089905,6.299970626900002,1.09628105164,0.0,False,0.14035692811,1.89969539642,29.4503383636,35.7503089905,6.299970626900002,1.09628105164,0.0,False,0.14035692811,1.89969539642
density_0_nback_0_id_37,0,0,True,True,1.3003730773999997,48.8501167297,27.7777709961,8.8498878479,False,,,29.4001121521,37.0500946045,7.649982452400003,1.16561305523,0.0,False,0.451516985893,5.21773290634,29.4001121521,37.0500946045,7.649982452400003,1.16561305523,0.0,False,0.451516985893,5.21773290634
density_0_nback_0_id_38,0,0,True,True,0.7494678497000002,44.1499023438,27.7777347565,7.349396467216284,False,,,29.4506034851,34.7004699707,5.249866485599998,2.06254410744,0.0,False,0.421761006117,1.40576589108,29.4506034851,34.7004699707,5.249866485599998,2.06254410744,0.0,False,0.421761006117,1.40576589108
density_0_nback_0_id_39,0,0,True,True,1.3005428314000014,42.4009132385,27.7777404785,8.949970722167432,False,,,29.4500293732,35.1503486633,5.700319290100001,4.49297618866,0.0,False,2.35761332512,9.10375118256,29.4500293732,35.1503486633,5.700319290100001,4.49297618866,0.0,False,2.35761332512,9.10375118256
density_0_nback_0_id_3,0,0,True,True,0.6002902984000009,38.4494438171,27.7777519226,7.450253009767433,False,,,29.4497470856,34.3491439819,4.899396896300001,2.49278998375,0.0,False,0.250836014748,1.06800448895,29.4497470856,34.3491439819,4.899396896300001,2.49278998375,0.0,False,0.250836014748,1.06800448895
density_0_nback_0_id_40,0,0,True,True,1.0997371674000007,43.449848175,27.7777805328,7.600073576016285,False,,,29.4499263763,33.4503517151,4.0004253387999995,3.46561598778,0.0,False,0.220783099532,1.83969306946,29.4499263763,33.4503517151,4.0004253387999995,3.46561598778,0.0,False,0.220783099532,1.83969306946
density_0_nback_0_id_41,0,0,True,True,1.050306320099999,46.7502784729,27.777765274,7.750014543483715,False,,,29.4499855042,34.2993965149,4.849411010700003,2.78068494797,0.0,False,0.185797214508,1.84946262836,29.4499855042,34.2993965149,4.849411010700003,2.78068494797,0.0,False,0.185797214508,1.84946262836
density_0_nback_0_id_42,0,0,True,True,1.0508460999000029,45.5998001099,27.7777709961,7.550168991100001,False,,,29.4498310089,34.550693512,5.100862503100004,2.37476611137,0.0,False,0.236160948873,1.80352222919,29.4498310089,34.550693512,5.100862503100004,2.37476611137,0.0,False,0.236160948873,1.80352222919
density_0_nback_0_id_43,0,0,True,True,0.7991924285999978,56.9005393982,27.7777919769,7.749308824583714,False,,,29.4506912231,35.1504898071,5.699798584,1.95315098763,0.0,False,0.222336620092,3.15919971466,29.4506912231,35.1504898071,5.699798584,1.95315098763,0.0,False,0.222336620092,3.15919971466
density_0_nback_0_id_44,0,0,True,True,1.0997180939000017,45.1005210876,27.777759552,7.499215364483717,False,,,29.4507846832,34.4501876831,4.999402999899999,2.44648194313,0.0,False,0.240181729198,1.84929466248,29.4507846832,34.4501876831,4.999402999899999,2.44648194313,0.0,False,0.240181729198,1.84929466248
density_0_nback_0_id_45,0,0,True,True,1.4994220734000017,89.7990951538,27.7777729034,7.750142335883716,False,,,29.4498577118,34.349571228,4.899713516200002,2.80517911911,0.0,False,0.217709079385,2.1417632103,29.4498577118,34.349571228,4.899713516200002,2.80517911911,0.0,False,0.217709079385,2.1417632103
density_0_nback_0_id_46,0,0,True,True,0.6490402222,43.3005065918,27.777765274,7.69916200636743,False,,,29.450838089,33.0498847961,3.599046707100001,3.85303401947,0.0,False,0.214864164591,1.46054017544,29.450838089,33.0498847961,3.599046707100001,3.85303401947,0.0,False,0.214864164591,1.46054017544
density_0_nback_0_id_47,0,0,True,True,1.250375747699998,48.050201416,27.7777557373,8.25006723406743,False,,,29.3999328613,34.9499168396,5.5499839782999985,2.59413003922,0.0,False,0.18721960485,2.04122710228,29.3999328613,34.9499168396,5.5499839782999985,2.59413003922,0.0,False,0.18721960485,2.04122710228
density_0_nback_0_id_48,0,0,True,True,0.6498508453000014,63.3997573853,27.7777805328,8.249645709967432,False,,,29.4003543854,34.4004096985,5.000055313099999,3.0918340683,0.0,False,0.121364340186,5.91382265091,29.4003543854,34.4004096985,5.000055313099999,3.0918340683,0.0,False,0.121364340186,5.91382265091
density_0_nback_0_id_49,0,0,True,True,1.4501037596999993,57.2493972778,27.7777690887,7.650374889332568,False,,,29.4496250153,35.4992752075,6.049650192199998,1.59715294838,0.0,False,0.15017054975,2.17196989059,29.4496250153,35.4992752075,6.049650192199998,1.59715294838,0.0,False,0.15017054975,2.17196989059
density_0_nback_0_id_4,0,0,True,True,0.8996620177999972,41.7004318237,27.7777614594,7.550163268999999,False,,,29.449836731,33.5498657227,4.100028991699997,3.34053993225,0.0,False,0.179009959102,1.64345860481,29.449836731,33.5498657227,4.100028991699997,3.34053993225,0.0,False,0.179009959102,1.64345860481
density_0_nback_0_id_50,0,0,True,True,2.3507461547999995,51.9501800537,27.7778015137,9.150161266332567,False,,,29.4498386383,36.6501464844,7.200307846099996,1.8774780035,0.0,False,0.200692221522,3.87002801895,29.4498386383,36.6501464844,7.200307846099996,1.8774780035,0.0,False,0.200692221522,3.87002801895
density_0_nback_0_id_51,0,0,True,True,1.0997848511000008,48.8006668091,27.7777938843,8.149362087232568,False,,,29.4506378174,35.2508087158,5.8001708983999976,2.10916304588,0.0,False,0.630278229713,4.127846241,29.4506378174,35.2508087158,5.8001708983999976,2.10916304588,0.0,False,0.630278229713,4.127846241
density_0_nback_0_id_52,0,0,True,True,1.2000522613000015,43.9493522644,27.7777500153,7.65089178083257,False,,,29.4491081238,33.5492019653,4.1000938415000014,3.42684292793,0.0,False,0.160874396563,2.02108025551,29.4491081238,33.5492019653,4.1000938415000014,3.42684292793,0.0,False,0.160874396563,2.02108025551
density_0_nback_0_id_53,0,0,True,True,0.7505741119000007,48.6991767883,27.7777881622,7.500935792883716,False,,,29.4490642548,33.7996482849,4.350584030100002,3.06952905655,0.0,False,0.215426176786,1.36171984673,29.4490642548,33.7996482849,4.350584030100002,3.06952905655,0.0,False,0.215426176786,1.36171984673
density_0_nback_0_id_54,0,0,True,True,1.4000511168999985,43.200050354,27.7777671814,7.549570083599999,False,,,29.4504299164,34.2005157471,4.750085830699998,2.73172688484,0.0,False,0.114465653896,2.16604948044,29.4504299164,34.2005157471,4.750085830699998,2.73172688484,0.0,False,0.114465653896,2.16604948044
density_0_nback_0_id_55,0,0,True,True,1.6003952026000015,45.9500656128,27.7777805328,9.399970531432569,False,,,29.4500293732,36.5001487732,7.050119400000003,2.37139701843,0.0,False,0.165589913726,5.86534643173,29.4500293732,36.5001487732,7.050119400000003,2.37139701843,0.0,False,0.165589913726,5.86534643173
density_0_nback_0_id_56,0,0,True,True,0.6503219603999995,43.2502059937,27.7777957916,7.749476671183714,False,,,29.4505233765,34.9000396729,5.449516296399999,2.27426409721,0.0,False,0.282029300928,2.07005906105,29.4505233765,34.9000396729,5.449516296399999,2.27426409721,0.0,False,0.282029300928,2.07005906105
density_0_nback_0_id_57,0,0,True,True,1.3997631073,41.9501266479,27.7777805328,7.699736118267431,False,,,29.4502639771,33.0500183105,3.5997543334,3.91020894051,0.0,False,0.154433742166,2.2448387146,29.4502639771,33.0500183105,3.5997543334,3.91020894051,0.0,False,0.154433742166,2.2448387146
density_0_nback_0_id_5,0,0,True,True,1.9499683380000015,35.7499809265,27.7777633667,7.7001004218674325,True,,,29.4498996735,34.1999778748,4.750078201299999,2.96734499931,0.0,False,0.256751924753,2.19825577736,29.4498996735,34.1999778748,4.750078201299999,2.96734499931,0.0,False,0.256751924753,2.19825577736
density_0_nback_0_id_6,0,0,True,True,2.2000312804999993,42.1501617432,27.7777709961,7.600054502516283,False,,,29.4499454498,36.7500419617,7.300096511899998,0.278250992298,0.0,False,0.625244498253,2.22925424576,29.4499454498,36.7500419617,7.300096511899998,0.278250992298,0.0,False,0.625244498253,2.22925424576
density_0_nback_0_id_7,0,0,True,True,0.8998355865000001,46.2506828308,27.7777690887,7.4490847587325675,False,,,29.4009151459,34.3508758545,4.949960708600003,2.43168091774,0.0,False,0.241175383329,1.5951513052,29.4009151459,34.3508758545,4.949960708600003,2.43168091774,0.0,False,0.241175383329,1.5951513052
density_0_nback_0_id_8,0,0,True,True,1.6005420685000011,53.650592804,27.7777462006,7.600235700616285,False,,,29.4497642517,33.4005775452,3.9508132935000013,3.56219100952,0.0,False,0.184128090739,2.14173316956,29.4497642517,33.4005775452,3.9508132935000013,3.56219100952,0.0,False,0.184128090739,2.14173316956
density_0_nback_0_id_9,0,0,True,True,2.2999286651999995,44.2500495911,27.7777881622,8.14998006823257,False,,,29.4500198364,35.1502151489,5.7001953125000036,2.36370801926,0.0,False,0.162728771567,2.21270608902,29.4500198364,35.1502151489,5.7001953125000036,2.36370801926,0.0,False,0.162728771567,2.21270608902
density_0_nback_1_id_10,0,1,True,True,1.7006111144999991,63.4492340088,19.2491416931,11.350694179532567,False,,,34.2493057251,43.5499000549,9.3005943298,1.23777401447,0.0,False,1.39625060558,1.24341487885,34.2493057251,43.5499000549,9.3005943298,1.23777401447,0.0,False,1.39625060558,1.24341487885
density_0_nback_1_id_11,0,1,True,True,1.5992088317999986,58.9009590149,19.2451057434,11.249175310183716,False,,,34.2008247375,41.1509399414,6.950115203899998,2.71602511406,0.0,False,1.03137433529,1.26684617996,34.2008247375,41.1509399414,6.950115203899998,2.71602511406,0.0,False,1.03137433529,1.26684617996
density_0_nback_1_id_12,0,1,True,True,1.350097656300001,62.4999198914,19.286359787,11.650585889816284,False,,,34.1494140625,39.999458313,5.850044250499998,3.61847996712,0.0,False,0.256557136774,0.550329327583,34.1494140625,39.999458313,5.850044250499998,3.61847996712,0.0,False,0.256557136774,0.550329327583
density_0_nback_1_id_13,0,1,True,True,1.800029754599997,55.3491973877,19.2600212097,12.100453138316283,False,,,34.199546814,41.7990989685,7.599552154499996,2.7480700016,0.0,False,0.101040065289,0.542761683464,34.199546814,41.7990989685,7.599552154499996,2.7480700016,0.0,False,0.101040065289,0.542761683464
density_0_nback_1_id_14,0,1,True,True,2.400146484399997,45.25025177,19.2415409088,12.799842834499998,True,,,34.2001571655,39.5503044128,5.350147247300001,4.15416002274,0.0,False,-0.293693512678,0.545668005943,34.2001571655,39.5503044128,5.350147247300001,4.15416002274,0.0,False,-0.293693512678,0.545668005943
density_0_nback_1_id_15,0,1,True,True,2.799823760999999,51.5498466492,19.269985199,11.850037336316284,False,,,34.199962616,42.6002006531,8.400238037100003,2.41052889824,0.0,False,1.80707120895,2.53450345993,34.199962616,42.6002006531,8.400238037100003,2.41052889824,0.0,False,1.80707120895,2.53450345993
density_0_nback_1_id_16,0,1,True,True,1.3501892089999998,55.1501274109,19.2604579926,11.350605726216287,False,,,34.1993942261,40.0495223999,5.850128173800002,3.49585008621,0.0,False,0.220270931721,0.54129076004,34.1993942261,40.0495223999,5.850128173800002,3.49585008621,0.0,False,0.220270931721,0.54129076004
density_0_nback_1_id_17,0,1,True,True,1.5000991821000014,49.6505622864,19.2463054657,10.349529981616286,False,,,34.2004699707,40.0506820679,5.8502120972,2.92452192307,0.0,False,1.90242362022,1.23708403111,34.2004699707,40.0506820679,5.8502120972,2.92452192307,0.0,False,1.90242362022,1.23708403111
density_0_nback_1_id_18,0,1,True,True,1.6498336792000003,53.4000358582,19.2412490845,11.599980115916281,False,,,34.2000198364,40.7002983093,6.5002784729,3.09189009666,0.0,False,0.134006559849,0.546002209187,34.2000198364,40.7002983093,6.5002784729,3.09189009666,0.0,False,0.134006559849,0.546002209187
density_0_nback_1_id_19,0,1,True,True,1.4999160766999964,52.15076828,19.2426776886,10.849846601516283,False,,,34.2001533508,41.2001686096,7.000015258799998,2.37813711166,0.0,False,1.16935014725,1.27046704292,34.2001533508,41.2001686096,7.000015258799998,2.37813711166,0.0,False,1.16935014725,1.27046704292
density_0_nback_1_id_1,0,1,True,True,1.6507148741999984,55.1498794556,19.2601604462,15.45059061046743,False,,,34.1994094849,45.0000305176,10.8006210327,3.37400507927,0.0,False,4.74715805054,8.43417167664,34.1994094849,45.0000305176,10.8006210327,3.37400507927,0.0,False,4.74715805054,8.43417167664
density_0_nback_1_id_20,0,1,True,True,1.8498573303000043,59.700378418,19.27094841,11.00009465218372,False,,,34.1999053955,41.0000267029,6.800121307400005,2.63913488388,0.0,False,0.828359901905,1.32807075977,34.1999053955,41.0000267029,6.800121307400005,2.63913488388,0.0,False,0.828359901905,1.32807075977
density_0_nback_1_id_21,0,1,True,True,1.999866485600002,52.4506187439,19.2171974182,11.299210310016285,False,,,34.2507896423,40.7501068115,6.499317169199998,3.04580903053,0.0,False,0.5294495821,0.539502620697,34.2507896423,40.7501068115,6.499317169199998,3.04580903053,0.0,False,0.5294495821,0.539502620697
density_0_nback_1_id_22,0,1,True,True,1.699802398700001,46.4996604919,19.2735843658,11.500064134583717,False,,,34.1999359131,41.3997459412,7.1998100281000035,2.65341305733,0.0,False,0.36249256134,0.538283586502,34.1999359131,41.3997459412,7.1998100281000035,2.65341305733,0.0,False,0.36249256134,0.538283586502
density_0_nback_1_id_23,0,1,True,True,2.9499053955000036,49.4996299744,19.2502040863,11.60014486313257,False,,,34.2498550415,41.349811554,7.0999565125,2.83670210838,0.0,False,2.19596648216,0.542684078217,34.2498550415,41.349811554,7.0999565125,2.83670210838,0.0,False,2.19596648216,0.542684078217
density_0_nback_1_id_24,0,1,True,True,2.7991447448999978,56.4996757507,19.2186870575,11.199874162683713,False,,,34.250125885,40.1997566223,5.949630737299998,3.43964004517,0.0,False,0.618347346783,0.53969669342,34.250125885,40.1997566223,5.949630737299998,3.43964004517,0.0,False,0.618347346783,0.53969669342
density_0_nback_1_id_25,0,1,True,True,1.7499732972000004,54.7008171082,19.2465381622,11.2991752625,False,,,34.2008247375,40.0499954224,5.8491706849000025,3.60758399963,0.0,False,0.532560586929,0.548352599144,34.2008247375,40.0499954224,5.8491706849000025,3.60758399963,0.0,False,0.532560586929,0.548352599144
density_0_nback_1_id_26,0,1,True,True,1.9500579834000007,48.8000640869,19.2245464325,10.299980878816285,False,,,34.2500190735,41.0003356934,6.750316619899998,2.19303202629,0.0,False,1.58447706699,1.57667303085,34.2500190735,41.0003356934,6.750316619899998,2.19303202629,0.0,False,1.58447706699,1.57667303085
density_0_nback_1_id_27,0,1,True,True,2.7002410889000004,59.3503570557,19.2578544617,11.750224351883716,False,,,34.1997756958,42.0499343872,7.850158691399997,2.67790293694,0.0,False,0.125500306487,0.538607656956,34.1997756958,42.0499343872,7.850158691399997,2.67790293694,0.0,False,0.125500306487,0.538607656956
density_0_nback_1_id_28,0,1,True,True,1.949859619199998,49.9996833801,19.2712860107,11.600132703816286,False,,,34.1998672485,39.6500740051,5.450206756600004,4.04991292953,0.0,False,0.0702277496457,0.542285919189,34.1998672485,39.6500740051,5.450206756600004,4.04991292953,0.0,False,0.0702277496457,0.542285919189
density_0_nback_1_id_29,0,1,True,True,4.2000541686999995,52.5507888794,19.2593173981,12.650018215132569,False,,,34.1999816895,41.8499450684,7.649963378899997,2.83022999763,0.0,False,-0.000107984153146,0.550652444363,34.1999816895,41.8499450684,7.649963378899997,2.83022999763,0.0,False,-0.000107984153146,0.550652444363
density_0_nback_1_id_2,0,1,True,True,1.5492820739000024,41.1505966187,19.2682647705,12.399262189816284,True,,,34.1507377625,40.45054245,6.2998046875,3.19144010544,0.0,False,0.32598015666,0.548921585083,34.1507377625,40.45054245,6.2998046875,3.19144010544,0.0,False,0.32598015666,0.548921585083
density_0_nback_1_id_30,0,1,True,True,1.9501113892000035,55.8995361328,19.279302597,12.250730991367433,False,,,34.149269104,42.0997047424,7.950435638400002,2.60416698456,0.0,False,0.117265507579,0.541027545929,34.149269104,42.0997047424,7.950435638400002,2.60416698456,0.0,False,0.117265507579,0.541027545929
density_0_nback_1_id_31,0,1,True,True,2.4001388550000016,59.0002326965,19.2216815948,11.699820756883717,False,,,34.2501792908,42.3003311157,8.050151824899999,2.32917809486,0.0,False,1.04692840576,1.84223914146,34.2501792908,42.3003311157,8.050151824899999,2.32917809486,0.0,False,1.04692840576,1.84223914146
density_0_nback_1_id_32,0,1,True,True,1.5500755309999974,47.3498725891,19.267539978,10.250178575483716,False,,,34.1998214722,39.2498931885,5.050071716300003,3.42431998253,0.0,False,1.63311064243,1.33928406239,34.1998214722,39.2498931885,5.050071716300003,3.42431998253,0.0,False,1.63311064243,1.33928406239
density_0_nback_1_id_33,0,1,True,True,1.2000350952000005,50.3996887207,19.2134628296,10.949969530083713,False,,,34.2500305176,42.5000724792,8.250041961599997,1.6358319521,0.0,False,1.41967630386,1.32292592525,34.2500305176,42.5000724792,8.250041961599997,1.6358319521,0.0,False,1.41967630386,1.32292592525
density_0_nback_1_id_34,0,1,True,True,1.549976348899996,53.6497879028,19.2726345062,11.45051813126743,False,,,34.1994819641,39.4494934082,5.2500114440999965,4.26101016998,0.0,False,-0.311342954636,0.542209327221,34.1994819641,39.4494934082,5.2500114440999965,4.26101016998,0.0,False,-0.311342954636,0.542209327221
density_0_nback_1_id_35,0,1,True,True,2.7003135681000003,52.2500495911,19.24700737,10.899682521832567,False,,,34.2003173828,41.050201416,6.849884033199999,2.52406311035,0.0,False,1.19818019867,1.31159281731,34.2003173828,41.050201416,6.849884033199999,2.52406311035,0.0,False,1.19818019867,1.31159281731
density_0_nback_1_id_36,0,1,True,True,1.900035858199999,60.4501571655,19.224395752,12.099740505232568,False,,,34.2502593994,42.2501831055,7.999923706099999,2.49460911751,0.0,False,0.121870838106,0.540536701679,34.2502593994,42.2501831055,7.999923706099999,2.49460911751,0.0,False,0.121870838106,0.540536701679
