trial_id,density,nback,OWNER_WINDOW_ELIGIBLE,LANE_CHANGE_ANCHORED,t_button_s,t_handback,vehicle_speed_at_tor_mps,hazard_station_crossing_after_tor_s,hazard_station_crossing_after_handback,owner_window_excluded_reason,manual_window_excluded_reason,owner_window_start,owner_window_end,owner_tor_to_lane_change_s,owner_min_ttc_approach_domain_s,owner_n_ttc_samples_outside_domain,owner_vehicle_stopped_in_window,owner_vehicle_max_longitudinal_accel_mps2,owner_vehicle_max_longitudinal_decel_mps2,manual_window_start,manual_window_end,manual_tor_to_lane_change_s,manual_min_ttc_approach_domain_s,manual_n_ttc_samples_outside_domain,manual_vehicle_stopped_in_window,manual_vehicle_max_longitudinal_accel_mps2,manual_vehicle_max_longitudinal_decel_mps2
density_0_nback_1_id_37,0,1,True,True,3.199668884299996,64.6998443604,19.251789093,11.549381256099998,False,,,34.2006187439,43.7501564026,9.549537658699997,1.16444694996,0.0,False,1.2935256958,1.2313747406,34.2006187439,43.7501564026,9.549537658699997,1.16444694996,0.0,False,1.2935256958,1.2313747406
density_0_nback_1_id_38,0,1,True,True,2.150260925299996,53.3493156433,19.2648506165,13.100979566616282,False,,,34.1990203857,42.2496681213,8.050647735599995,2.86269307137,0.0,False,-0.302516132593,1.41151165962,34.1990203857,42.2496681213,8.050647735599995,2.86269307137,0.0,False,-0.302516132593,1.41151165962
density_0_nback_1_id_39,0,1,True,True,1.3995552063000005,49.6001777649,19.2488918304,11.649667263032569,False,,,34.2003326416,41.3001289368,7.099796295200001,4.0281867981,0.0,False,3.36567425728,8.25031471252,34.2003326416,41.3001289368,7.099796295200001,4.0281867981,0.0,False,3.36567425728,8.25031471252
density_0_nback_1_id_3,0,1,True,True,2.2510375976000034,48.7999954224,19.2713069916,12.801002502400003,False,,,34.1989974976,41.099861145,6.900863647400001,3.33133006096,0.0,False,-0.0970422998071,0.545880615711,34.1989974976,41.099861145,6.900863647400001,3.33133006096,0.0,False,-0.0970422998071,0.545880615711
density_0_nback_1_id_40,0,1,True,True,1.6495399474999957,73.4998703003,19.2339668274,17.399842739132566,False,,,34.2001571655,42.3994598389,8.199302673399998,4.20124483109,0.0,False,-0.317011833191,2.69520640373,34.2001571655,42.3994598389,8.199302673399998,4.20124483109,0.0,False,-0.317011833191,2.69520640373
density_0_nback_1_id_41,0,1,True,True,4.4493370056,76.4999542236,19.2347621918,13.349243879316283,False,,,34.200756073,43.0006752014,8.7999191284,2.51261305809,0.0,False,-0.00874397531152,0.971467375755,34.200756073,43.0006752014,8.7999191284,2.51261305809,0.0,False,-0.00874397531152,0.971467375755
density_0_nback_1_id_42,0,1,True,True,2.550251007,53.9001541138,19.2493743896,11.2999000549,False,,,34.2000999451,41.8506126404,7.6505126953000016,2.49212193489,0.0,False,1.50832557678,1.22457814217,34.2000999451,41.8506126404,7.6505126953000016,2.49212193489,0.0,False,1.50832557678,1.22457814217
density_0_nback_1_id_43,0,1,True,True,3.1499977110999993,63.2496070862,19.2653942108,13.200441837267434,False,,,34.1995582581,42.1995925903,8.000034332200002,2.7118499279,0.0,False,-0.23457968235,0.539189875126,34.1995582581,42.1995925903,8.000034332200002,2.7118499279,0.0,False,-0.23457968235,0.539189875126
density_0_nback_1_id_44,0,1,True,True,1.4501876830999976,54.7501487732,19.2325210571,12.199678897867429,False,,,34.2003211975,41.150554657,6.950233459499998,3.39416694641,0.0,False,0.7079179883,1.67353153229,34.2003211975,41.150554657,6.950233459499998,3.39416694641,0.0,False,0.7079179883,1.67353153229
density_0_nback_1_id_45,0,1,True,True,0.8493347168000014,50.5500526428,19.2400112152,11.049278259300003,False,,,34.2007217407,42.3501281738,8.149406433100005,1.82162499428,0.0,False,1.07112300396,0.911776781082,34.2007217407,42.3501281738,8.149406433100005,1.82162499428,0.0,False,1.07112300396,0.911776781082
density_0_nback_1_id_46,0,1,True,True,1.8999214172999999,55.0502700806,19.2321453094,12.499842882183714,False,,,34.2001571655,42.0502929688,7.850135803299999,4.91842317581,0.0,False,4.33207178116,6.39770126343,34.2001571655,42.0502929688,7.850135803299999,4.91842317581,0.0,False,4.33207178116,6.39770126343
density_0_nback_1_id_47,0,1,True,True,2.2999877930000068,57.3003616333,19.2382049561,12.199697971367435,False,,,34.200302124,39.9502830505,5.749980926500001,4.17121505737,0.0,False,-0.0296292081475,1.38818085194,34.200302124,39.9502830505,5.749980926500001,4.17121505737,0.0,False,-0.0296292081475,1.38818085194
density_0_nback_1_id_48,0,1,True,True,2.0499839782999985,66.550239563,19.256942749,17.799586534483716,False,,,34.1504135132,48.5500869751,14.3996734619,2.01794290543,0.0,False,6.41057443619,5.12086868286,34.1504135132,48.5500869751,14.3996734619,2.01794290543,0.0,False,6.41057443619,5.12086868286
density_0_nback_1_id_49,0,1,True,True,2.5999755859000047,78.9998855591,19.26537323,12.750071763983719,False,,,34.1999282837,42.4998512268,8.2999229431,2.55186700821,0.0,False,-0.275634765625,0.545645296574,34.1999282837,42.4998512268,8.2999229431,2.55186700821,0.0,False,-0.275634765625,0.545645296574
density_0_nback_1_id_4,0,1,True,True,3.100044250499998,49.5995483398,19.2654590607,12.750479936583716,False,,,34.1995201111,41.1491508484,6.949630737299998,3.27011609077,0.0,False,-0.0045305644162,0.550861775875,34.1995201111,41.1491508484,6.949630737299998,3.27011609077,0.0,False,-0.0045305644162,0.550861775875
density_0_nback_1_id_50,0,1,True,True,2.6999206543000014,60.2499275208,19.265871048,12.700205326067433,False,,,34.1997947693,43.7498092651,9.5500144958,1.81494700909,0.0,False,-0.00514028128237,0.537213146687,34.1997947693,43.7498092651,9.5500144958,1.81494700909,0.0,False,-0.00514028128237,0.537213146687
density_0_nback_1_id_51,0,1,True,True,1.9000167847,54.6494140625,19.2711009979,12.250670671483718,False,,,34.1993293762,43.0002174377,8.800888061500004,2.1124560833,0.0,False,0.294676333666,0.541256129742,34.1993293762,43.0002174377,8.800888061500004,2.1124560833,0.0,False,0.294676333666,0.541256129742
density_0_nback_1_id_52,0,1,True,True,2.3509597778,66.4999389648,19.2758960724,18.800934553116285,False,,,34.2490653992,44.7491226196,10.500057220400002,5.07382106781,0.0,False,-0.0632109194994,3.29173874855,34.2490653992,44.7491226196,10.500057220400002,5.07382106781,0.0,False,-0.0632109194994,3.29173874855
density_0_nback_1_id_53,0,1,True,True,1.7005233765000014,50.6503448486,19.3122138977,11.05017781258372,False,,,34.1498222351,39.8996315002,5.749809265100005,3.53106999397,0.0,False,1.36276400089,1.31884098053,34.1498222351,39.8996315002,5.749809265100005,3.53106999397,0.0,False,1.36276400089,1.31884098053
density_0_nback_1_id_54,0,1,True,True,1.7996406554999993,51.900177002,19.2280025482,12.149477481867429,False,,,34.2505226135,43.0003547668,8.749832153299998,2.04884195328,0.0,False,0.24251241982,0.538102149963,34.2505226135,43.0003547668,8.749832153299998,2.04884195328,0.0,False,0.24251241982,0.538102149963
density_0_nback_1_id_55,0,1,True,True,3.0499458313000005,62.2993011475,19.2678852081,13.250640153883715,False,,,34.1993598938,44.6492080688,10.449848175,1.72927200794,0.0,False,0.42060303688,1.80481791496,34.1993598938,44.6492080688,10.449848175,1.72927200794,0.0,False,0.42060303688,1.80481791496
density_0_nback_1_id_56,0,1,True,True,1.500133514399998,52.249256134,19.2627868652,11.250598192183716,False,,,34.1994018555,40.9999351501,6.800533294600001,2.97827196121,0.0,False,0.945964217186,1.27442359924,34.1994018555,40.9999351501,6.800533294600001,2.97827196121,0.0,False,0.945964217186,1.27442359924
density_0_nback_1_id_57,0,1,True,True,2.7501564026000054,56.1502342224,19.2358264923,12.799953460700003,False,,,34.2000465393,40.2500991821,6.050052642800004,3.77204704285,0.0,False,-0.267156392336,0.546810150146,34.2000465393,40.2500991821,6.050052642800004,3.77204704285,0.0,False,-0.267156392336,0.546810150146
density_0_nback_1_id_5,0,1,True,True,2.400051116900002,54.5498008728,19.2647285461,11.350735425916284,False,,,34.1992645264,41.7497711182,7.550506591800001,2.50110697746,0.0,False,0.940197408199,0.871745228767,34.1992645264,41.7497711182,7.550506591800001,2.50110697746,0.0,False,0.940197408199,0.871745228767
density_0_nback_1_id_6,0,1,True,True,3.1007995606000023,56.3001213074,19.2550830841,14.300689697300001,False,,,34.1993103027,43.7001075745,9.500797271800003,3.78737711906,0.0,False,6.56461000443,10.6031847,34.1993103027,43.7001075745,9.500797271800003,3.78737711906,0.0,False,6.56461000443,10.6031847
density_0_nback_1_id_7,0,1,True,True,2.900688171399999,55.4003067017,19.256811142,11.650285244032567,False,,,34.1997146606,41.5503845215,7.350669860899998,2.73172307014,0.0,False,0.817001998425,1.03025627136,34.1997146606,41.5503845215,7.350669860899998,2.73172307014,0.0,False,0.817001998425,1.03025627136
density_0_nback_1_id_8,0,1,True,True,1.800125122099999,58.2508926392,19.2309360504,10.899358272532567,False,,,34.2006416321,39.0498657227,4.849224090599996,4.05991220474,0.0,False,1.37235021591,1.27801263332,34.2006416321,39.0498657227,4.849224090599996,4.05991220474,0.0,False,1.37235021591,1.27801263332
density_0_nback_1_id_9,0,1,True,True,1.6998786925999951,51.9004173279,19.24518013,12.84988856311628,False,,,34.2001113892,41.5500793457,7.349967956499995,3.07851099968,0.0,False,-0.316616117954,0.540995419025,34.2001113892,41.5500793457,7.349967956499995,3.07851099968,0.0,False,-0.316616117954,0.540995419025
density_0_nback_2_id_10,0,2,True,True,2.2498950957999995,54.7506217957,24.3643512726,9.4504184723,False,,,31.7995815277,39.3995361328,7.599954605100002,1.97269594669,0.0,False,1.2272772789,9.96734905243,31.7995815277,39.3995361328,7.599954605100002,1.97269594669,0.0,False,1.2272772789,9.96734905243
density_0_nback_2_id_11,0,2,True,True,1.350120544500001,52.050163269,24.3519172668,7.499825239216285,False,,,31.8001747131,37.1000175476,5.299842834499998,2.2550868988,0.0,False,0.74654507637,1.429718256,31.8001747131,37.1000175476,5.299842834499998,2.2550868988,0.0,False,0.74654507637,1.429718256
density_0_nback_2_id_12,0,2,True,True,0.6999588012999993,45.5492744446,24.4802932739,7.250747680700002,False,,,31.7492523193,36.699306488,4.9500541686999995,2.36382198334,0.0,False,0.0786345675588,0.667201459408,31.7492523193,36.699306488,4.9500541686999995,2.36382198334,0.0,False,0.0786345675588,0.667201459408
density_0_nback_2_id_13,0,2,True,True,1.8998985290999997,46.8494987488,24.4142513275,7.55064153673257,False,,,31.7993583679,37.6493377686,5.8499794007000006,1.73520100117,0.0,False,-0.108601905406,1.00383901596,31.7993583679,37.6493377686,5.8499794007000006,1.73520100117,0.0,False,-0.108601905406,1.00383901596
density_0_nback_2_id_14,0,2,True,True,0.7508983612000009,39.7501945496,24.3918304443,7.449982881583715,False,,,31.7500171661,35.1001853943,3.3501682281999976,3.95763897896,0.0,False,-0.166235566139,0.414272904396,31.7500171661,35.1001853943,3.3501682281999976,3.95763897896,0.0,False,-0.166235566139,0.414272904396
density_0_nback_2_id_15,0,2,True,True,0.6995887755999988,48.0500869751,24.3309020996,9.499436140016286,False,,,31.8005638123,38.0500526428,6.249488830499999,3.63831710815,0.0,False,1.20588779449,4.44313907623,31.8005638123,38.0500526428,6.249488830499999,3.63831710815,0.0,False,1.20588779449,4.44313907623
density_0_nback_2_id_16,0,2,True,True,1.1999645233000003,50.0508804321,24.3473987579,7.399869203583716,False,,,31.8001308441,37.6000442505,5.799913406399998,1.54896605015,0.0,False,-0.0435940101743,0.662938594818,31.8001308441,37.6000442505,5.799913406399998,1.54896605015,0.0,False,-0.0435940101743,0.662938594818
density_0_nback_2_id_17,0,2,True,True,1.7001018523999996,44.5003395081,24.3928050995,7.0998654365674305,False,,,31.8001346588,36.6501617432,4.850027084400001,2.25652098656,0.0,False,2.9085586071,1.60264968872,31.8001346588,36.6501617432,4.850027084400001,2.25652098656,0.0,False,2.9085586071,1.60264968872
density_0_nback_2_id_18,0,2,True,True,0.9997596741000017,46.2497444153,24.3728027344,7.399813890483717,False,,,31.8001861572,36.65001297,4.8498268128,2.47981405258,0.0,False,-0.159219920635,0.436098217964,31.8001861572,36.65001297,4.8498268128,2.47981405258,0.0,False,-0.159219920635,0.436098217964
density_0_nback_2_id_19,0,2,True,True,1.750553131100002,46.9501075745,24.3899154663,7.499984741199999,False,,,31.7500152588,37.4498901367,5.6998748778999975,1.84424197674,0.0,False,-0.00605236319825,0.925813615322,31.7500152588,37.4498901367,5.6998748778999975,1.84424197674,0.0,False,-0.00605236319825,0.925813615322
density_0_nback_2_id_1,0,2,False,False,,49.0499191284,,,,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),,,,,,,,,,,,,,,,
density_0_nback_2_id_20,0,2,True,True,1.9000320434999978,64.5995864868,24.4164810181,7.500576019299999,False,,,31.7494239807,36.8994865417,5.150062560999999,2.37672805786,0.0,False,0.617746949196,1.28651666641,31.7494239807,36.8994865417,5.150062560999999,2.37672805786,0.0,False,0.617746949196,1.28651666641
density_0_nback_2_id_21,0,2,True,True,1.3000202178999984,47.3500175476,24.4137115479,7.399967670467433,False,,,31.7500324249,36.5498809814,4.799848556500002,2.62993407249,0.0,False,0.110904768109,0.668233692646,31.7500324249,36.5498809814,4.799848556500002,2.62993407249,0.0,False,0.110904768109,0.668233692646
density_0_nback_2_id_22,0,2,True,True,2.0498771667,42.1494483948,24.4102134705,7.60040044783257,False,,,31.7495994568,37.299785614,5.550186157200002,2.0477540493,0.0,False,-0.0652467831969,1.09855163097,31.7495994568,37.299785614,5.550186157200002,2.0477540493,0.0,False,-0.0652467831969,1.09855163097
density_0_nback_2_id_23,0,2,True,True,2.2500247955,43.550075531,24.4306926727,7.4999294281,False,,,31.7500705719,37.3997650146,5.6496944426999995,1.97355794907,0.0,False,0.479712843895,1.19978713989,31.7500705719,37.3997650146,5.6496944426999995,1.97355794907,0.0,False,0.479712843895,1.19978713989
density_0_nback_2_id_24,0,2,True,True,1.7506103515000042,51.0002174377,24.410741806,7.399832248667433,False,,,31.7501678467,36.3501853943,4.6000175476,2.80616688728,0.0,False,0.0644417405128,0.948602735996,31.7501678467,36.3501853943,4.6000175476,2.80616688728,0.0,False,0.0644417405128,0.948602735996
density_0_nback_2_id_25,0,2,True,True,1.049983978300002,45.6498184204,24.4134025574,7.350053310432568,False,,,31.7499465942,36.2497215271,4.499774932899999,2.89503097534,0.0,False,0.0621194280684,0.663637638092,31.7499465942,36.2497215271,4.499774932899999,2.89503097534,0.0,False,0.0621194280684,0.663637638092
density_0_nback_2_id_26,0,2,True,True,1.5998649596999996,42.9006271362,24.3909416199,7.199848175,False,,,31.800151825,37.3003044128,5.500152587800002,1.68527197838,0.0,False,0.691328763962,1.27807176113,31.800151825,37.3003044128,5.500152587800002,1.68527197838,0.0,False,0.691328763962,1.27807176113
density_0_nback_2_id_27,0,2,True,True,1.7498741150000043,45.4502563477,24.475976944,8.500049591100002,False,,,31.7499504089,37.4495048523,5.699554443400004,2.87698793411,0.0,False,-0.132222548127,4.32984733582,31.7499504089,37.4495048523,5.699554443400004,2.87698793411,0.0,False,-0.132222548127,4.32984733582
density_0_nback_2_id_28,0,2,True,True,1.7004489899,45.0506095886,24.4295463562,7.349952220932568,False,,,31.7500476837,35.4501647949,3.7001171111999973,3.72069597244,0.0,False,-0.0567822866142,0.897472679615,31.7500476837,35.4501647949,3.7001171111999973,3.72069597244,0.0,False,-0.0567822866142,0.897472679615
density_0_nback_2_id_29,0,2,True,False,3.0509014129999983,36.3497390747,24.4821147919,11.000215530399998,True,,lane change at or after handback,31.7497844696,39.9497909546,8.200006484999996,3.13515496254,0.0,False,1.8457865715,6.42892932892,,,,,,,,
density_0_nback_2_id_2,0,2,True,True,1.950458526600002,48.549987793,24.4337215424,7.449519395783717,False,,,31.7504806519,37.5504341125,5.799953460600001,1.62840497494,0.0,False,0.220004379749,1.39629483223,31.7504806519,37.5504341125,5.799953460600001,1.62840497494,0.0,False,0.220004379749,1.39629483223
density_0_nback_2_id_30,0,2,True,True,1.700008392400001,47.1992607117,24.471031189,7.500877380399999,False,,,31.7491226196,37.8996925354,6.1505699157999985,1.38371098042,0.0,False,0.0690354406834,0.8976598382,31.7491226196,37.8996925354,6.1505699157999985,1.38371098042,0.0,False,0.0690354406834,0.8976598382
density_0_nback_2_id_31,0,2,True,True,1.200157165500002,49.3501625061,24.3463611603,7.499867200816283,False,,,31.8001327515,38.0502510071,6.2501182556,1.20152294636,0.0,False,-0.149418339133,1.06396591663,31.8001327515,38.0502510071,6.2501182556,1.20152294636,0.0,False,-0.149418339133,1.06396591663
density_0_nback_2_id_32,0,2,True,True,1.4001960754999985,42.9004936218,24.346075058,7.099268436467433,False,,,31.8007316589,36.1005744934,4.299842834500005,2.89090490341,0.0,False,0.784313738346,1.07067155838,31.8007316589,36.1005744934,4.299842834500005,2.89090490341,0.0,False,0.784313738346,1.07067155838
density_0_nback_2_id_33,0,2,True,True,1.2999248504000036,48.5503158569,24.4141101837,7.399597644767432,False,,,31.7504024506,36.5002059937,4.7498035431000005,2.63168311119,0.0,False,0.0499718077481,0.660487771034,31.7504024506,36.5002059937,4.7498035431000005,2.63168311119,0.0,False,0.0499718077481,0.660487771034
density_0_nback_2_id_34,0,2,True,True,1.650465011600005,46.5004272461,24.3712615967,7.54990720753257,False,,,31.8000926971,36.3005599976,4.500467300499999,2.93944001198,0.0,False,-0.156616255641,0.874858438969,31.8000926971,36.3005599976,4.500467300499999,2.93944001198,0.0,False,-0.156616255641,0.874858438969
density_0_nback_2_id_35,0,2,True,True,1.949621200500001,47.1008338928,24.430431366,7.499464034999999,False,,,31.750535965,37.1003036499,5.349767684899998,2.14588403702,0.0,False,0.484413325787,1.02982103825,31.750535965,37.1003036499,5.349767684899998,2.14588403702,0.0,False,0.484413325787,1.02982103825
density_0_nback_2_id_36,0,2,True,True,2.400266647299997,55.8501663208,24.3877220154,7.7499256133999985,False,,,31.7500743866,37.2500953674,5.500020980799999,2.16881299019,0.0,False,-0.158494651318,1.28139078617,31.7500743866,37.2500953674,5.500020980799999,2.16881299019,0.0,False,-0.158494651318,1.28139078617
density_0_nback_2_id_37,0,2,True,True,2.6502685546999984,49.6001586914,24.369550705,7.8497986793674315,False,,,31.800201416,38.550151825,6.749950409,1.08985102177,0.0,False,-0.152212947607,1.44291687012,31.800201416,38.550151825,6.749950409,1.08985102177,0.0,False,-0.152212947607,1.44291687012
density_0_nback_2_id_38,0,2,True,True,0.6501102447000022,48.5002555847,24.4275550842,7.399899005867432,False,,,31.7501010895,36.2496833801,4.499582290600003,2.89633393288,0.0,False,-0.189788326621,0.442820370197,31.7501010895,36.2496833801,4.499582290600003,2.89633393288,0.0,False,-0.189788326621,0.442820370197
density_0_nback_2_id_39,0,2,True,True,1.099967956599997,45.500087738,24.3850708008,9.4497032166,False,,,31.8002967834,37.8502120972,6.0499153138,4.74334812164,0.0,False,2.57528543472,10.4060249329,31.8002967834,37.8502120972,6.0499153138,4.74334812164,0.0,False,2.57528543472,10.4060249329
density_0_nback_2_id_3,0,2,False,False,,45.3500137329,,,,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),,,,,,,,,,,,,,,,
density_0_nback_2_id_40,0,2,True,True,1.949907302899998,45.2000617981,24.3734378815,7.799350261732567,False,,,31.8006496429,37.7004547119,5.899805068999999,1.78623104095,0.0,False,-0.156472444534,1.28782260418,31.8006496429,37.7004547119,5.899805068999999,1.78623104095,0.0,False,-0.156472444534,1.28782260418
density_0_nback_2_id_41,0,2,True,True,1.5500698088999982,66.1000900269,24.4142951965,7.699635744083714,False,,,31.7503643036,36.7997741699,5.049409866299996,2.52025699615,0.0,False,-0.169859573245,0.788005173206,31.7503643036,36.7997741699,5.049409866299996,2.52025699615,0.0,False,-0.169859573245,0.788005173206
density_0_nback_2_id_42,0,2,True,True,2.1999702452999976,51.8997650146,24.5495052338,10.45058298106743,False,,,31.6994171143,40.0502510071,8.3508338928,2.50758099556,0.0,False,5.85190486908,10.7418165207,31.6994171143,40.0502510071,8.3508338928,2.50758099556,0.0,False,5.85190486908,10.7418165207
density_0_nback_2_id_43,0,2,True,True,1.350517272900003,56.5997886658,24.4171981812,7.500690460200001,False,,,31.7493095398,36.4996147156,4.750305175800005,2.71316099167,0.0,False,-0.160512462258,0.660001695156,31.7493095398,36.4996147156,4.750305175800005,2.71316099167,0.0,False,-0.160512462258,0.660001695156
density_0_nback_2_id_44,0,2,True,True,1.3502521515000012,49.1995697021,24.3711967468,7.650689363483714,False,,,31.7993106842,37.6493988037,5.8500881195000005,1.83674299717,0.0,False,-0.109911993146,1.82826948166,31.7993106842,37.6493988037,5.8500881195000005,1.83674299717,0.0,False,-0.109911993146,1.82826948166
density_0_nback_2_id_45,0,2,True,True,0.6492786407000004,47.7997055054,24.4151039124,7.10014677043257,False,,,31.7498531342,35.6493682861,3.899515151900001,3.34236311913,0.0,False,0.574546158314,1.13360953331,31.7498531342,35.6493682861,3.899515151900001,3.34236311913,0.0,False,0.574546158314,1.13360953331
density_0_nback_2_id_46,0,2,True,True,0.9998321533000052,47.9998054504,27.7777614594,7.550077915167435,False,,,32.0999221802,35.6497116089,3.5497894287000022,3.8701748848,0.0,False,0.184637337923,1.33702707291,32.0999221802,35.6497116089,3.5497894287000022,3.8701748848,0.0,False,0.184637337923,1.33702707291
density_0_nback_2_id_47,0,2,True,True,1.5500888823999972,49.6504364014,24.3456020355,7.599510669667431,False,,,31.8004894257,36.5504646301,4.749975204400002,2.76184296608,0.0,False,-0.154839172959,1.18931186199,31.8004894257,36.5504646301,4.749975204400002,2.76184296608,0.0,False,-0.154839172959,1.18931186199
density_0_nback_2_id_48,0,2,True,True,0.799970626800004,59.2496948242,24.3519096375,11.199838638300001,False,,,31.8001613617,41.2501220703,9.449960708600003,1.83765101433,0.0,False,1.33899962902,7.78741073608,31.8001613617,41.2501220703,9.449960708600003,1.83765101433,0.0,False,1.33899962902,7.78741073608
density_0_nback_2_id_49,0,2,True,True,2.049915313700005,58.3501091003,24.3726615906,7.599943637867433,False,,,31.8000564575,37.7000236511,5.899967193599998,1.68263697624,0.0,False,-0.166143089533,1.08637607098,31.8000564575,37.7000236511,5.899967193599998,1.68263697624,0.0,False,-0.166143089533,1.08637607098
density_0_nback_2_id_4,0,2,True,True,0.3998394012000013,49.0496368408,24.4257564545,7.449933290483717,False,,,31.7500667572,35.650062561,3.8999958037999995,3.44573903084,0.0,False,-0.217752099037,0.435666888952,31.7500667572,35.650062561,3.8999958037999995,3.44573903084,0.0,False,-0.217752099037,0.435666888952
density_0_nback_2_id_50,0,2,True,True,1.8993053435999983,56.3004608154,24.3475914001,10.399647951083715,False,,,31.8003520966,38.8004837036,7.000131607,3.68377304077,0.0,False,0.195715725422,7.83938646317,31.8003520966,38.8004837036,7.000131607,3.68377304077,0.0,False,0.195715725422,7.83938646317
density_0_nback_2_id_51,0,2,True,True,2.100381851199998,46.5497207642,24.4067058563,7.6508259773674325,False,,,31.749174118,38.049697876,6.300523758000004,1.35388505459,0.0,False,-0.150773599744,1.12327885628,31.749174118,38.049697876,6.300523758000004,1.35388505459,0.0,False,-0.150773599744,1.12327885628
density_0_nback_2_id_52,0,2,True,True,1.649698257499999,62.0996322632,24.3676338196,8.349998950967432,False,,,31.8000011444,39.2492713928,7.449270248399998,0.867138981819,0.0,False,-0.15770059824,3.66749429703,31.8000011444,39.2492713928,7.449270248399998,0.867138981819,0.0,False,-0.15770059824,3.66749429703
density_0_nback_2_id_53,0,2,True,True,1.3992538452999987,46.9991569519,24.4481906891,7.2501907348999985,False,,,31.7498092651,36.6498298645,4.900020599399998,2.41813802719,0.0,False,1.07818031311,0.694115877151,31.7498092651,36.6498298645,4.900020599399998,2.41813802719,0.0,False,1.07818031311,0.694115877151
density_0_nback_2_id_54,0,2,True,True,1.0005912780999964,44.1003990173,24.3442153931,7.34977197646743,False,,,31.8002281189,36.7002067566,4.899978637699995,2.38810610771,0.0,False,0.432217359543,0.681840837002,31.8002281189,36.7002067566,4.899978637699995,2.38810610771,0.0,False,0.432217359543,0.681840837002
density_0_nback_2_id_55,0,2,True,True,1.9999713897000007,52.100227356,24.4077625275,9.599895000432568,False,,,31.7501049042,39.7002220154,7.950117111200001,1.59111201763,0.0,False,-0.162194892764,6.93888139725,31.7501049042,39.7002220154,7.950117111200001,1.59111201763,0.0,False,-0.162194892764,6.93888139725
density_0_nback_2_id_56,0,2,True,True,0.9502696990999979,47.0488319397,24.3858947754,7.450807571399999,False,,,31.7991924286,36.8993186951,5.1001262664999985,2.42563700676,0.0,False,0.455210268497,1.74297940731,31.7991924286,36.8993186951,5.1001262664999985,2.42563700676,0.0,False,0.455210268497,1.74297940731
density_0_nback_2_id_57,0,2,True,True,1.5499668120999992,45.3997001648,24.3648490906,7.449865341199999,False,,,31.8001346588,36.0497817993,4.249647140499999,3.17234396935,0.0,False,-0.155406594276,0.811752557755,31.8001346588,36.0497817993,4.249647140499999,3.17234396935,0.0,False,-0.155406594276,0.811752557755
density_0_nback_2_id_5,0,2,True,True,1.8000087737999984,56.8498802185,24.3879547119,10.100128650667433,False,,,31.7998714447,38.4500389099,6.650167465200003,3.85477209091,0.0,False,0.446146398783,5.31436729431,31.7998714447,38.4500389099,6.650167465200003,3.85477209091,0.0,False,0.446146398783,5.31436729431
density_0_nback_2_id_6,0,2,True,True,1.100799560500004,43.4493789673,24.501909256,6.8504951000162855,False,,,31.6995048523,35.8503227234,4.150817871099999,2.85495591164,0.0,False,1.69269156456,1.65233027935,31.6995048523,35.8503227234,4.150817871099999,2.85495591164,0.0,False,1.69269156456,1.65233027935
density_0_nback_2_id_7,0,2,True,True,2.4004859924000037,48.0998954773,24.4508361816,7.750389099100001,False,,,31.7496109009,38.2501907349,6.500579834000003,1.1987169981,0.0,False,-0.160007283092,1.28036952019,31.7496109009,38.2501907349,6.500579834000003,1.1987169981,0.0,False,-0.160007283092,1.28036952019
density_0_nback_2_id_8,0,2,True,True,1.5008773802999968,53.0502586365,24.4089546204,7.450405120799999,False,,,31.7995948792,35.8503761292,4.05078125,3.33497405052,0.0,False,-0.15637652576,0.78949713707,31.7995948792,35.8503761292,4.05078125,3.33497405052,0.0,False,-0.15637652576,0.78949713707
density_0_nback_2_id_9,0,2,False,False,,45.2000045776,,,,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),,,,,,,,,,,,,,,,
density_10_nback_0_id_10,10,0,True,True,1.399745941199999,45.9496269226,26.9778289795,9.849543809883716,False,,,21.1004562378,30.650396347,9.549940109200001,0.282546013594,0.0,False,1.21696960926,4.27691602707,21.1004562378,30.650396347,9.549940109200001,0.282546013594,0.0,False,1.21696960926,4.27691602707
density_10_nback_0_id_11,10,0,True,True,1.750570297200003,38.1001701355,26.9061508179,7.8998737335000015,False,,,21.1001262665,27.550245285,6.450119018500001,1.47202503681,0.0,False,1.60336947441,1.81938946247,21.1001262665,27.550245285,6.450119018500001,1.47202503681,0.0,False,1.60336947441,1.81938946247
density_10_nback_0_id_12,10,0,True,True,0.5997924804000014,40.6491088867,26.99858284,7.600478410683717,False,,,21.099521637,25.899061203,4.799539566,2.81544303894,0.0,False,0.0438756532967,0.998590528965,21.099521637,25.899061203,4.799539566,2.81544303894,0.0,False,0.0438756532967,0.998590528965
density_10_nback_0_id_13,10,0,True,True,1.8004627228000025,36.5498847961,26.8616924286,7.850831985500001,False,,,21.1491680145,27.0998306274,5.9506626129,1.91169905663,0.0,False,0.204356133938,1.37137079239,21.1491680145,27.0998306274,5.9506626129,1.91169905663,0.0,False,0.204356133938,1.37137079239
density_10_nback_0_id_14,10,0,False,False,,29.3001804352,,,,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),,,,,,,,,,,,,,,,
