brake_thresh_N,steer_thresh_rad,steer_thresh_deg,t_first_median_s,t_first_iqr_s,pct_brake_first,pct_steer_first,pct_simultaneous,pct_input_before_manual_start
5.0,0.02,1.1459155902616465,0.44961822032557386,1.1006384491697823,60.040160642570285,29.116465863453815,10.843373493975903,87.95180722891565
5.0,0.03,1.7188733853924696,0.44961822032557386,1.1005932688616378,60.24096385542169,29.116465863453815,10.642570281124499,87.95180722891565
5.0,0.05,2.8647889756541165,0.5502058267918581,0.7994050383703533,86.54618473895582,13.253012048192772,0.2008032128514056,87.34939759036145
5.0,0.07,4.010704565915763,0.9495421647744244,0.8006023764203558,94.97991967871486,5.020080321285141,0.0,77.71084337349397
10.0,0.02,1.1459155902616465,0.7993183136000006,1.1504161357587153,58.835341365461844,30.32128514056225,10.843373493975903,85.34136546184739
10.0,0.03,1.7188733853924696,0.7993183136000006,1.1503658890296427,59.036144578313255,30.32128514056225,10.642570281124499,85.34136546184739
10.0,0.05,2.8647889756541165,0.9996764660162825,0.8006814122133576,75.30120481927712,24.096385542168676,0.6024096385542169,84.53815261044177
10.0,0.07,4.010704565915763,1.199438691141859,1.049614429457569,84.33734939759037,15.461847389558233,0.2008032128514056,68.27309236947792
15.0,0.02,1.1459155902616465,1.0495227575081394,1.200013101045358,55.82329317269076,41.76706827309237,2.4096385542168677,81.72690763052208
15.0,0.03,1.7188733853924696,1.0496287345825657,1.2000029683034965,56.22489959839358,41.76706827309237,2.0080321285140563,81.72690763052208
15.0,0.05,2.8647889756541165,1.125088810924428,0.8500754832511497,62.85140562248996,32.1285140562249,5.020080321285141,80.72289156626506
15.0,0.07,4.010704565915763,1.2003700732837164,1.1491869688157133,81.52610441767068,18.27309236947791,0.2008032128514056,64.05622489959839
20.0,0.02,1.1459155902616465,1.0498328208825676,1.3503544926459297,51.40562248995983,47.59036144578313,1.0040160642570282,77.71084337349397
20.0,0.03,1.7188733853924696,1.0499224662325695,1.350369572591858,52.40963855421686,47.389558232931726,0.2008032128514056,77.71084337349397
20.0,0.05,2.8647889756541165,1.1495319604918564,1.0003357529296455,59.036144578313255,40.963855421686745,0.0,76.70682730923694
20.0,0.07,4.010704565915763,1.3993571996581444,0.9999471307046468,75.70281124497991,23.895582329317268,0.4016064257028112,56.42570281124498
30.0,0.02,1.1459155902616465,1.0999226569674327,1.4010046720081428,41.365461847389554,57.63052208835341,1.0040160642570282,71.4859437751004
30.0,0.03,1.7188733853924696,1.0999226569674327,1.4876240491407104,47.59036144578313,52.40963855421686,0.0,69.27710843373494
30.0,0.05,2.8647889756541165,1.149952292458142,1.1500403881162846,55.020080321285135,44.97991967871486,0.0,68.27309236947792
30.0,0.07,4.010704565915763,1.9994766712337153,1.3876918553831432,66.66666666666666,32.730923694779115,0.6024096385542169,42.168674698795186
