metric,n_participants,density_20_minus_0_mean_diff,density_std_error,density_95_ci_lower,density_95_ci_upper,density_paired_t_stat,density_paired_t_pval,density_wilcoxon_pval,density_friedman_pval,density_effect_supported,density_association_supported,nback_2_minus_0_mean_diff,nback_std_error,nback_95_ci_lower,nback_95_ci_upper,nback_paired_t_stat,nback_paired_t_pval,nback_wilcoxon_pval,nback_friedman_pval,nback_effect_supported,nback_association_supported,density_holm_pval,nback_holm_pval
delta_T_manual_start,57,-0.01893636357631606,0.0787109239888922,-0.17661329152900468,0.13874056437637255,-0.24058113685704394,0.8107583647080401,0.3343731497453104,0.07585380812713546,False,False,0.40145559537321435,0.07869060371680002,0.24375610150068783,0.5591550892457409,5.101696726308198,4.306543541926784e-06,7.24379015868647e-06,3.3414172043284905e-08,True,True,0.8728713450027907,8.613087083853568e-06
dt_req_to_first,57,-0.9181276524969462,0.038428311302722194,-0.9951088104551211,-0.8411464945387712,-23.891959375063863,4.727716466156963e-31,5.425366758242546e-11,2.0241789182383567e-21,True,True,0.7861742164409335,0.04709459611833148,0.6917945367688821,0.880553896112985,16.693512233666166,3.4358835336080486e-23,1.162909226400205e-10,2.3967574632799646e-19,True,True,1.8910865864627853e-30,1.0307650600824145e-22
peak_bf,57,109.63566674164564,4.464719058096663,100.69175972625028,118.57957375704099,24.556005722873856,1.1615008668424863e-31,5.143753751233157e-11,1.2115091250355997e-24,True,True,1.914063810214062,2.734034740745987,-3.5650642493092253,7.393191869737349,0.7000875964333233,0.4868234686896139,0.32363910077406965,1.0752121699173471e-17,False,False,5.807504334212432e-31,0.4868234686896139
peak_st_deg,57,-0.12467371715299673,0.1590546286476526,-0.44329842578120165,0.19395099147520817,-0.7838421189815322,0.43643567250139537,0.3756764270391211,2.220194513386764e-14,False,False,-1.9717169517691555,0.10046705792394568,-2.173057435094047,-1.7703764684442638,-19.625507031984156,1.653319555474557e-26,1.2271181135184272e-10,5.073935589580253e-19,True,True,0.8728713450027907,8.266597777372785e-26
is_brake_first,57,0.19005847953216376,0.027810735405874865,0.13434688194601102,0.2457700771183165,6.83399689934179,6.506258448883232e-09,6.00030880870337e-07,3.520773431727802e-12,True,True,0.4940476190476191,0.028793777672494827,0.4363435991118684,0.5517516389833699,17.1581382848405,9.640520451514103e-24,8.31860086944872e-11,1.3725932857905658e-20,True,True,1.9518775346649695e-08,3.8562081806056414e-23
