trial_id,participant_id,scenario_id,density,nback,brake_extrema_count,brake_reapplication_count,brake_derivative_sign_changes,steering_reversals_count,steering_rate_sign_changes
density_10_nback_1_id_39,39,density_10_nback_1,10,1,3,3,10,87,172
density_10_nback_2_id_39,39,density_10_nback_2,10,2,7,6,19,77,101
density_20_nback_0_id_39,39,density_20_nback_0,20,0,5,3,33,227,240
density_20_nback_1_id_39,39,density_20_nback_1,20,1,10,12,94,53,104
density_20_nback_2_id_39,39,density_20_nback_2,20,2,19,8,124,78,289
density_0_nback_0_id_40,40,density_0_nback_0,0,0,1,0,1,80,96
density_0_nback_1_id_40,40,density_0_nback_1,0,1,2,0,13,122,123
density_0_nback_2_id_40,40,density_0_nback_2,0,2,2,0,41,112,143
density_10_nback_0_id_40,40,density_10_nback_0,10,0,2,1,41,25,41
density_10_nback_1_id_40,40,density_10_nback_1,10,1,3,1,22,39,214
density_10_nback_2_id_40,40,density_10_nback_2,10,2,2,0,21,46,52
density_20_nback_0_id_40,40,density_20_nback_0,20,0,2,1,17,219,222
density_20_nback_1_id_40,40,density_20_nback_1,20,1,3,2,24,12,46
density_20_nback_2_id_40,40,density_20_nback_2,20,2,2,1,14,21,248
density_0_nback_0_id_41,41,density_0_nback_0,0,0,1,0,7,76,89
density_0_nback_1_id_41,41,density_0_nback_1,0,1,2,0,13,103,105
density_0_nback_2_id_41,41,density_0_nback_2,0,2,3,3,32,62,163
density_10_nback_0_id_41,41,density_10_nback_0,10,0,5,3,45,37,53
density_10_nback_1_id_41,41,density_10_nback_1,10,1,1,0,8,86,154
density_10_nback_2_id_41,41,density_10_nback_2,10,2,7,7,36,180,194
density_20_nback_0_id_41,41,density_20_nback_0,20,0,1,0,4,223,231
density_20_nback_1_id_41,41,density_20_nback_1,20,1,11,11,57,48,80
density_20_nback_2_id_41,41,density_20_nback_2,20,2,4,4,224,105,343
density_0_nback_0_id_42,42,density_0_nback_0,0,0,2,4,3,67,80
density_0_nback_1_id_42,42,density_0_nback_1,0,1,3,3,7,70,72
density_0_nback_2_id_42,42,density_0_nback_2,0,2,1,0,6,174,211
density_10_nback_0_id_42,42,density_10_nback_0,10,0,3,2,18,79,101
density_10_nback_1_id_42,42,density_10_nback_1,10,1,3,1,14,77,185
density_10_nback_2_id_42,42,density_10_nback_2,10,2,3,2,9,53,65
density_20_nback_0_id_42,42,density_20_nback_0,20,0,3,2,30,180,189
density_20_nback_1_id_42,42,density_20_nback_1,20,1,9,9,33,70,103
density_20_nback_2_id_42,42,density_20_nback_2,20,2,7,5,45,36,273
density_0_nback_0_id_43,43,density_0_nback_0,0,0,3,12,7,86,101
density_0_nback_1_id_43,43,density_0_nback_1,0,1,6,3,19,101,103
density_0_nback_2_id_43,43,density_0_nback_2,0,2,3,3,10,57,139
density_10_nback_0_id_43,43,density_10_nback_0,10,0,5,4,22,35,68
density_10_nback_1_id_43,43,density_10_nback_1,10,1,2,1,14,59,168
density_10_nback_2_id_43,43,density_10_nback_2,10,2,4,1,28,49,64
density_20_nback_0_id_43,43,density_20_nback_0,20,0,1,0,5,181,194
density_20_nback_1_id_43,43,density_20_nback_1,20,1,9,10,31,37,89
density_20_nback_2_id_43,43,density_20_nback_2,20,2,3,2,14,13,258
density_0_nback_0_id_44,44,density_0_nback_0,0,0,2,0,3,74,81
density_0_nback_1_id_44,44,density_0_nback_1,0,1,2,0,3,69,70
density_0_nback_2_id_44,44,density_0_nback_2,0,2,2,0,11,85,152
density_10_nback_0_id_44,44,density_10_nback_0,10,0,4,4,28,65,77
density_10_nback_1_id_44,44,density_10_nback_1,10,1,3,1,20,50,159
density_10_nback_2_id_44,44,density_10_nback_2,10,2,5,11,17,65,77
density_20_nback_0_id_44,44,density_20_nback_0,20,0,3,1,11,227,231
density_20_nback_1_id_44,44,density_20_nback_1,20,1,8,9,24,37,91
density_20_nback_2_id_44,44,density_20_nback_2,20,2,3,3,6,22,232
density_0_nback_0_id_45,45,density_0_nback_0,0,0,2,0,7,264,287
density_0_nback_1_id_45,45,density_0_nback_1,0,1,2,2,5,80,83
density_0_nback_2_id_45,45,density_0_nback_2,0,2,2,1,11,131,160
density_10_nback_0_id_45,45,density_10_nback_0,10,0,6,6,23,53,78
density_10_nback_1_id_45,45,density_10_nback_1,10,1,4,2,19,210,304
density_10_nback_2_id_45,45,density_10_nback_2,10,2,5,3,19,64,85
density_20_nback_0_id_45,45,density_20_nback_0,20,0,3,0,11,215,235
density_20_nback_1_id_45,45,density_20_nback_1,20,1,6,4,29,49,94
density_20_nback_2_id_45,45,density_20_nback_2,20,2,4,1,13,27,274
density_0_nback_0_id_46,46,density_0_nback_0,0,0,2,1,5,83,100
density_0_nback_1_id_46,46,density_0_nback_1,0,1,3,0,5,97,97
density_0_nback_2_id_46,46,density_0_nback_2,0,2,3,0,10,97,163
density_10_nback_0_id_46,46,density_10_nback_0,10,0,4,4,12,55,79
density_10_nback_1_id_46,46,density_10_nback_1,10,1,2,0,5,27,159
density_10_nback_2_id_46,46,density_10_nback_2,10,2,3,2,11,57,69
density_20_nback_0_id_46,46,density_20_nback_0,20,0,2,0,4,122,126
density_20_nback_1_id_46,46,density_20_nback_1,20,1,10,10,34,58,90
density_20_nback_2_id_46,46,density_20_nback_2,20,2,7,5,21,8,216
density_0_nback_0_id_47,47,density_0_nback_0,0,0,4,4,16,82,101
density_0_nback_1_id_47,47,density_0_nback_1,0,1,2,0,6,116,119
density_0_nback_2_id_47,47,density_0_nback_2,0,2,2,0,9,82,178
density_10_nback_0_id_47,47,density_10_nback_0,10,0,5,5,45,44,66
density_10_nback_1_id_47,47,density_10_nback_1,10,1,1,0,11,85,189
density_10_nback_2_id_47,47,density_10_nback_2,10,2,3,2,10,58,73
density_20_nback_0_id_47,47,density_20_nback_0,20,0,1,0,14,181,190
density_20_nback_1_id_47,47,density_20_nback_1,20,1,9,8,30,25,90
density_20_nback_2_id_47,47,density_20_nback_2,20,2,4,2,20,33,236
density_0_nback_0_id_48,48,density_0_nback_0,0,0,6,7,13,87,112
density_0_nback_1_id_48,48,density_0_nback_1,0,1,3,1,12,124,124
density_0_nback_2_id_48,48,density_0_nback_2,0,2,1,0,2,110,223
density_10_nback_0_id_48,48,density_10_nback_0,10,0,3,4,15,65,95
density_10_nback_1_id_48,48,density_10_nback_1,10,1,10,6,20,181,229
density_10_nback_2_id_48,48,density_10_nback_2,10,2,7,6,44,82,99
density_20_nback_0_id_48,48,density_20_nback_0,20,0,5,1,14,233,244
density_20_nback_1_id_48,48,density_20_nback_1,20,1,8,8,17,60,138
density_20_nback_2_id_48,48,density_20_nback_2,20,2,4,4,12,39,246
density_0_nback_0_id_49,49,density_0_nback_0,0,0,2,0,14,57,75
density_0_nback_1_id_49,49,density_0_nback_1,0,1,0,0,0,170,170
density_0_nback_2_id_49,49,density_0_nback_2,0,2,1,0,5,64,164
density_10_nback_0_id_49,49,density_10_nback_0,10,0,6,4,22,39,61
density_10_nback_1_id_49,49,density_10_nback_1,10,1,1,0,7,148,197
density_10_nback_2_id_49,49,density_10_nback_2,10,2,5,4,13,105,117
density_20_nback_0_id_49,49,density_20_nback_0,20,0,3,1,4,217,237
density_20_nback_1_id_49,49,density_20_nback_1,20,1,4,1,12,72,106
density_20_nback_2_id_49,49,density_20_nback_2,20,2,12,4,26,44,291
density_0_nback_0_id_50,50,density_0_nback_0,0,0,2,0,16,68,81
density_0_nback_1_id_50,50,density_0_nback_1,0,1,1,0,0,90,91
density_0_nback_2_id_50,50,density_0_nback_2,0,2,1,0,8,83,171
density_10_nback_0_id_50,50,density_10_nback_0,10,0,2,2,10,28,55
density_10_nback_1_id_50,50,density_10_nback_1,10,1,4,2,10,85,175
density_10_nback_2_id_50,50,density_10_nback_2,10,2,5,3,20,71,77
density_20_nback_0_id_50,50,density_20_nback_0,20,0,3,1,17,178,189
density_20_nback_1_id_50,50,density_20_nback_1,20,1,8,9,23,32,93
density_20_nback_2_id_50,50,density_20_nback_2,20,2,5,2,20,23,263
density_0_nback_0_id_51,51,density_0_nback_0,0,0,5,4,19,77,105
density_0_nback_1_id_51,51,density_0_nback_1,0,1,1,0,0,89,91
density_0_nback_2_id_51,51,density_0_nback_2,0,2,2,0,11,102,163
density_10_nback_0_id_51,51,density_10_nback_0,10,0,5,3,22,51,67
density_10_nback_1_id_51,51,density_10_nback_1,10,1,5,2,16,83,191
density_10_nback_2_id_51,51,density_10_nback_2,10,2,5,3,13,108,119
density_20_nback_0_id_51,51,density_20_nback_0,20,0,3,0,7,216,224
density_20_nback_1_id_51,51,density_20_nback_1,20,1,13,10,120,70,98
density_20_nback_2_id_51,51,density_20_nback_2,20,2,4,2,17,15,245
density_0_nback_0_id_52,52,density_0_nback_0,0,0,1,0,1,79,88
density_0_nback_1_id_52,52,density_0_nback_1,0,1,3,2,13,90,91
density_0_nback_2_id_52,52,density_0_nback_2,0,2,3,3,8,77,114
density_10_nback_0_id_52,52,density_10_nback_0,10,0,5,3,29,68,114
density_10_nback_1_id_52,52,density_10_nback_1,10,1,2,0,5,68,231
density_10_nback_2_id_52,52,density_10_nback_2,10,2,3,1,17,27,43
density_20_nback_0_id_52,52,density_20_nback_0,20,0,2,0,6,207,213
density_20_nback_1_id_52,52,density_20_nback_1,20,1,11,14,59,78,136
density_20_nback_2_id_52,52,density_20_nback_2,20,2,11,2,233,37,319
density_0_nback_0_id_53,53,density_0_nback_0,0,0,2,2,3,56,66
density_0_nback_1_id_53,53,density_0_nback_1,0,1,2,0,3,93,93
density_0_nback_2_id_53,53,density_0_nback_2,0,2,1,0,12,107,181
density_10_nback_0_id_53,53,density_10_nback_0,10,0,3,6,22,28,38
density_10_nback_1_id_53,53,density_10_nback_1,10,1,2,1,15,67,154
density_10_nback_2_id_53,53,density_10_nback_2,10,2,8,5,23,62,73
density_20_nback_0_id_53,53,density_20_nback_0,20,0,2,0,4,176,184
density_20_nback_1_id_53,53,density_20_nback_1,20,1,5,3,12,32,56
density_20_nback_2_id_53,53,density_20_nback_2,20,2,1,0,5,17,244
density_0_nback_0_id_54,54,density_0_nback_0,0,0,1,0,5,82,96
density_0_nback_1_id_54,54,density_0_nback_1,0,1,1,0,0,73,76
density_0_nback_2_id_54,54,density_0_nback_2,0,2,1,0,5,118,156
density_10_nback_0_id_54,54,density_10_nback_0,10,0,3,3,11,39,57
density_10_nback_1_id_54,54,density_10_nback_1,10,1,2,1,11,67,197
density_10_nback_2_id_54,54,density_10_nback_2,10,2,4,3,12,33,47
density_20_nback_0_id_54,54,density_20_nback_0,20,0,2,0,3,218,229
density_20_nback_1_id_54,54,density_20_nback_1,20,1,1,0,5,36,69
density_20_nback_2_id_54,54,density_20_nback_2,20,2,4,2,13,13,248
density_0_nback_0_id_55,55,density_0_nback_0,0,0,3,2,10,80,94
density_0_nback_1_id_55,55,density_0_nback_1,0,1,2,0,3,131,131
density_0_nback_2_id_55,55,density_0_nback_2,0,2,2,0,11,130,200
density_10_nback_0_id_55,55,density_10_nback_0,10,0,4,3,12,30,51
density_10_nback_1_id_55,55,density_10_nback_1,10,1,3,0,9,66,187
density_10_nback_2_id_55,55,density_10_nback_2,10,2,2,1,18,61,81
density_20_nback_0_id_55,55,density_20_nback_0,20,0,3,0,13,198,206
density_20_nback_1_id_55,55,density_20_nback_1,20,1,6,6,23,61,93
density_20_nback_2_id_55,55,density_20_nback_2,20,2,7,3,97,44,322
density_0_nback_0_id_56,56,density_0_nback_0,0,0,2,0,6,73,90
density_0_nback_1_id_56,56,density_0_nback_1,0,1,2,0,3,83,85
density_0_nback_2_id_56,56,density_0_nback_2,0,2,4,5,18,99,146
density_10_nback_0_id_56,56,density_10_nback_0,10,0,3,3,26,33,50
density_10_nback_1_id_56,56,density_10_nback_1,10,1,2,0,16,83,186
density_10_nback_2_id_56,56,density_10_nback_2,10,2,5,2,19,42,48
density_20_nback_0_id_56,56,density_20_nback_0,20,0,4,1,24,244,251
density_20_nback_1_id_56,56,density_20_nback_1,20,1,7,7,26,76,112
density_20_nback_2_id_56,56,density_20_nback_2,20,2,4,3,13,23,232
density_0_nback_0_id_57,57,density_0_nback_0,0,0,1,0,3,78,93
density_0_nback_1_id_57,57,density_0_nback_1,0,1,1,0,0,90,90
density_0_nback_2_id_57,57,density_0_nback_2,0,2,1,0,10,105,142
density_10_nback_0_id_57,57,density_10_nback_0,10,0,2,3,14,27,37
density_10_nback_1_id_57,57,density_10_nback_1,10,1,3,1,6,71,210
density_10_nback_2_id_57,57,density_10_nback_2,10,2,2,1,30,39,47
density_20_nback_0_id_57,57,density_20_nback_0,20,0,2,1,6,206,209
density_20_nback_1_id_57,57,density_20_nback_1,20,1,5,17,17,45,100
density_20_nback_2_id_57,57,density_20_nback_2,20,2,1,0,5,13,234
