trial_id,participant_id,scenario_id,density,nback,T_stable_candA,candA_settled,T_stable_candB,candB_settled,T_stable_candC,candC_settled,T_stable_candD,candD_settled,candB_minus_candA,candD_minus_candA
density_10_nback_0_id_23,23,density_10_nback_0,10,0,21.299999952316284,True,,False,,False,30.59999990463257,True,,9.299999952316284
density_10_nback_1_id_23,23,density_10_nback_1,10,1,41.549999952316284,True,46.84999990463257,True,43.84999990463257,True,34.59999990463257,True,5.299999952316284,-6.950000047683716
density_10_nback_2_id_23,23,density_10_nback_2,10,2,51.950000047683716,True,,False,,False,35.40000009536743,True,,-16.549999952316284
density_20_nback_0_id_23,23,density_20_nback_0,20,0,66.90000009536743,True,,False,,False,56.549999952316284,True,,-10.350000143051147
density_20_nback_1_id_23,23,density_20_nback_1,20,1,45.84999990463257,True,45.950000047683716,True,,False,32.65000009536743,True,0.10000014305114746,-13.199999809265137
density_20_nback_2_id_23,23,density_20_nback_2,20,2,52.299999952316284,True,76.65000009536743,True,,False,64.20000004768372,True,24.350000143051147,11.900000095367432
density_0_nback_0_id_24,24,density_0_nback_0,0,0,49.90000009536743,True,,False,,False,36.90000009536743,True,,-13.0
density_0_nback_1_id_24,24,density_0_nback_1,0,1,44.049999952316284,True,,False,,False,45.450000047683716,True,,1.4000000953674316
density_0_nback_2_id_24,24,density_0_nback_2,0,2,55.5,True,46.5,True,,False,39.15000009536743,True,-9.0,-16.34999990463257
density_10_nback_0_id_24,24,density_10_nback_0,10,0,21.34999990463257,True,35.25,True,,False,29.09999990463257,True,13.900000095367432,7.75
density_10_nback_1_id_24,24,density_10_nback_1,10,1,54.700000047683716,True,59.25,True,,False,41.90000009536743,True,4.549999952316284,-12.799999952316284
density_10_nback_2_id_24,24,density_10_nback_2,10,2,50.84999990463257,True,,False,,False,36.049999952316284,True,,-14.799999952316284
density_20_nback_0_id_24,24,density_20_nback_0,20,0,58.5,True,,False,,False,56.75,True,,-1.75
density_20_nback_1_id_24,24,density_20_nback_1,20,1,45.799999952316284,True,39.549999952316284,True,,False,33.299999952316284,True,-6.25,-12.5
density_20_nback_2_id_24,24,density_20_nback_2,20,2,72.25,True,73.09999990463257,True,,False,59.0,True,0.8499999046325684,-13.25
density_0_nback_0_id_25,25,density_0_nback_0,0,0,51.299999952316284,True,72.95000004768372,True,,False,37.09999990463257,True,21.65000009536743,-14.200000047683716
density_0_nback_1_id_25,25,density_0_nback_1,0,1,61.25,True,,False,,False,45.5,True,,-15.75
density_0_nback_2_id_25,25,density_0_nback_2,0,2,51.549999952316284,True,71.34999990463257,True,,False,39.09999990463257,True,19.799999952316284,-12.450000047683716
density_10_nback_0_id_25,25,density_10_nback_0,10,0,21.15000009536743,True,34.0,True,,False,29.200000047683716,True,12.849999904632568,8.049999952316284
density_10_nback_1_id_25,25,density_10_nback_1,10,1,46.34999990463257,True,46.84999990463257,True,46.40000009536743,True,34.700000047683716,True,0.5,-11.649999856948853
density_10_nback_2_id_25,25,density_10_nback_2,10,2,44.799999952316284,True,,False,,False,35.549999952316284,True,,-9.25
density_20_nback_0_id_25,25,density_20_nback_0,20,0,49.15000009536743,True,,False,,False,56.5,True,,7.349999904632568
density_20_nback_1_id_25,25,density_20_nback_1,20,1,81.59999990463257,True,52.0,True,,False,60.799999952316284,True,-29.59999990463257,-20.799999952316284
density_20_nback_2_id_25,25,density_20_nback_2,20,2,72.45000004768372,True,49.700000047683716,True,,False,53.700000047683716,True,-22.75,-18.75
density_0_nback_0_id_26,26,density_0_nback_0,0,0,47.950000047683716,True,,False,,False,37.15000009536743,True,,-10.799999952316284
density_0_nback_1_id_26,26,density_0_nback_1,0,1,54.200000047683716,True,,False,,False,44.549999952316284,True,,-9.650000095367432
density_0_nback_2_id_26,26,density_0_nback_2,0,2,51.049999952316284,True,,False,,False,39.0,True,,-12.049999952316284
density_10_nback_0_id_26,26,density_10_nback_0,10,0,21.15000009536743,True,,False,,False,29.0,True,,7.849999904632568
density_10_nback_1_id_26,26,density_10_nback_1,10,1,44.84999990463257,True,49.84999990463257,True,45.65000009536743,True,34.5,True,5.0,-10.349999904632568
density_10_nback_2_id_26,26,density_10_nback_2,10,2,27.34999990463257,True,,False,,False,35.25,True,,7.900000095367432
density_20_nback_0_id_26,26,density_20_nback_0,20,0,70.15000009536743,True,,False,,False,56.59999990463257,True,,-13.550000190734863
density_20_nback_1_id_26,26,density_20_nback_1,20,1,44.15000009536743,True,,False,,False,33.09999990463257,True,,-11.050000190734863
density_20_nback_2_id_26,26,density_20_nback_2,20,2,56.25,True,70.29999995231628,True,,False,56.200000047683716,True,14.049999952316284,-0.04999995231628418
density_0_nback_0_id_27,27,density_0_nback_0,0,0,65.04999995231628,True,,False,,False,36.84999990463257,True,,-28.200000047683716
density_0_nback_1_id_27,27,density_0_nback_1,0,1,65.20000004768372,True,,False,,False,45.950000047683716,True,,-19.25
density_0_nback_2_id_27,27,density_0_nback_2,0,2,51.90000009536743,True,72.75,True,,False,40.25,True,20.84999990463257,-11.650000095367432
density_10_nback_0_id_27,27,density_10_nback_0,10,0,22.40000009536743,True,,False,,False,32.5,True,,10.099999904632568
density_10_nback_1_id_27,27,density_10_nback_1,10,1,61.049999952316284,True,36.40000009536743,True,,False,35.15000009536743,True,-24.649999856948853,-25.899999856948853
density_10_nback_2_id_27,27,density_10_nback_2,10,2,62.59999990463257,True,79.65000009536743,True,,False,35.049999952316284,True,17.050000190734863,-27.549999952316284
density_20_nback_0_id_27,27,density_20_nback_0,20,0,72.75,True,,False,,False,56.700000047683716,True,,-16.049999952316284
density_20_nback_1_id_27,27,density_20_nback_1,20,1,30.15000009536743,True,50.65000009536743,True,,False,77.95000004768372,True,20.5,47.799999952316284
density_20_nback_2_id_27,27,density_20_nback_2,20,2,74.04999995231628,True,74.29999995231628,True,,False,54.65000009536743,True,0.25,-19.399999856948853
density_0_nback_0_id_28,28,density_0_nback_0,0,0,51.299999952316284,True,,False,,False,38.15000009536743,True,,-13.149999856948853
density_0_nback_1_id_28,28,density_0_nback_1,0,1,55.549999952316284,True,,False,,False,45.799999952316284,True,,-9.75
density_0_nback_2_id_28,28,density_0_nback_2,0,2,50.450000047683716,True,,False,,False,39.09999990463257,True,,-11.350000143051147
density_10_nback_0_id_28,28,density_10_nback_0,10,0,45.15000009536743,True,36.549999952316284,True,,False,29.0,True,-8.600000143051147,-16.15000009536743
density_10_nback_1_id_28,28,density_10_nback_1,10,1,46.950000047683716,True,46.450000047683716,True,47.0,True,34.549999952316284,True,-0.5,-12.400000095367432
density_10_nback_2_id_28,28,density_10_nback_2,10,2,50.799999952316284,True,31.5,True,,False,35.34999990463257,True,-19.299999952316284,-15.450000047683716
density_20_nback_0_id_28,28,density_20_nback_0,20,0,71.20000004768372,True,,False,,False,57.25,True,,-13.950000047683716
density_20_nback_1_id_28,28,density_20_nback_1,20,1,71.09999990463257,True,55.34999990463257,True,,False,56.200000047683716,True,-15.75,-14.899999856948853
density_20_nback_2_id_28,28,density_20_nback_2,20,2,75.0,True,85.90000009536743,True,,False,56.90000009536743,True,10.900000095367432,-18.09999990463257
density_0_nback_0_id_29,29,density_0_nback_0,0,0,50.950000047683716,True,,False,,False,37.40000009536743,True,,-13.549999952316284
density_0_nback_1_id_29,29,density_0_nback_1,0,1,58.34999990463257,True,,False,,False,46.84999990463257,True,,-11.5
density_0_nback_2_id_29,29,density_0_nback_2,0,2,60.700000047683716,True,,False,,False,42.75,True,,-17.950000047683716
density_10_nback_0_id_29,29,density_10_nback_0,10,0,54.15000009536743,True,,False,,False,36.34999990463257,True,,-17.800000190734863
density_10_nback_1_id_29,29,density_10_nback_1,10,1,48.25,True,32.299999952316284,True,48.299999952316284,True,34.84999990463257,True,-15.950000047683716,-13.400000095367432
density_10_nback_2_id_29,29,density_10_nback_2,10,2,48.299999952316284,True,,False,,False,36.0,True,,-12.299999952316284
density_20_nback_0_id_29,29,density_20_nback_0,20,0,70.79999995231628,True,,False,,False,57.5,True,,-13.299999952316284
density_20_nback_1_id_29,29,density_20_nback_1,20,1,49.09999990463257,True,40.25,True,,False,34.200000047683716,True,-8.849999904632568,-14.899999856948853
density_20_nback_2_id_29,29,density_20_nback_2,20,2,49.59999990463257,True,55.40000009536743,True,,False,56.34999990463257,True,5.800000190734863,6.75
density_0_nback_0_id_30,30,density_0_nback_0,0,0,38.700000047683716,True,70.84999990463257,True,,False,37.0,True,32.14999985694885,-1.7000000476837158
density_0_nback_1_id_30,30,density_0_nback_1,0,1,60.450000047683716,True,39.799999952316284,True,,False,46.40000009536743,True,-20.65000009536743,-14.049999952316284
density_0_nback_2_id_30,30,density_0_nback_2,0,2,46.700000047683716,True,46.09999990463257,True,,False,39.25,True,-0.6000001430511475,-7.450000047683716
density_10_nback_0_id_30,30,density_10_nback_0,10,0,21.200000047683716,True,34.75,True,,False,29.09999990463257,True,13.549999952316284,7.8999998569488525
density_10_nback_1_id_30,30,density_10_nback_1,10,1,37.65000009536743,True,51.09999990463257,True,42.84999990463257,True,35.0,True,13.449999809265137,-2.6500000953674316
density_10_nback_2_id_30,30,density_10_nback_2,10,2,27.34999990463257,True,33.049999952316284,True,,False,35.700000047683716,True,5.700000047683716,8.350000143051147
density_20_nback_0_id_30,30,density_20_nback_0,20,0,59.799999952316284,True,53.049999952316284,True,59.799999952316284,True,57.25,True,-6.75,-2.549999952316284
density_20_nback_1_id_30,30,density_20_nback_1,20,1,30.049999952316284,True,53.700000047683716,True,,False,38.59999990463257,True,23.65000009536743,8.549999952316284
density_20_nback_2_id_30,30,density_20_nback_2,20,2,47.299999952316284,True,46.59999990463257,True,,False,54.84999990463257,True,-0.7000000476837158,7.549999952316284
density_0_nback_0_id_31,31,density_0_nback_0,0,0,54.799999952316284,True,,False,,False,37.90000009536743,True,,-16.899999856948853
density_0_nback_1_id_31,31,density_0_nback_1,0,1,65.59999990463257,True,,False,,False,45.950000047683716,True,,-19.649999856948853
density_0_nback_2_id_31,31,density_0_nback_2,0,2,54.799999952316284,True,41.450000047683716,True,,False,39.299999952316284,True,-13.349999904632568,-15.5
density_10_nback_0_id_31,31,density_10_nback_0,10,0,46.200000047683716,True,66.15000009536743,True,,False,28.40000009536743,True,19.950000047683716,-17.799999952316284
density_10_nback_1_id_31,31,density_10_nback_1,10,1,53.59999990463257,True,60.40000009536743,True,,False,35.09999990463257,True,6.800000190734863,-18.5
density_10_nback_2_id_31,31,density_10_nback_2,10,2,45.700000047683716,True,,False,,False,36.09999990463257,True,,-9.600000143051147
density_20_nback_0_id_31,31,density_20_nback_0,20,0,73.5,True,,False,,False,56.59999990463257,True,,-16.90000009536743
density_20_nback_1_id_31,31,density_20_nback_1,20,1,49.40000009536743,True,38.700000047683716,True,,False,33.0,True,-10.700000047683716,-16.40000009536743
density_20_nback_2_id_31,31,density_20_nback_2,20,2,76.54999995231628,True,80.25,True,,False,61.84999990463257,True,3.700000047683716,-14.700000047683716
density_0_nback_0_id_32,32,density_0_nback_0,0,0,45.84999990463257,True,,False,,False,36.40000009536743,True,,-9.449999809265137
density_0_nback_1_id_32,32,density_0_nback_1,0,1,53.0,True,,False,,False,44.450000047683716,True,,-8.549999952316284
density_0_nback_2_id_32,32,density_0_nback_2,0,2,47.799999952316284,True,,False,,False,38.90000009536743,True,,-8.899999856948853
density_10_nback_0_id_32,32,density_10_nback_0,10,0,41.700000047683716,True,,False,,False,28.40000009536743,True,,-13.299999952316284
density_10_nback_1_id_32,32,density_10_nback_1,10,1,44.799999952316284,True,44.75,True,44.84999990463257,True,34.75,True,-0.04999995231628418,-10.049999952316284
density_10_nback_2_id_32,32,density_10_nback_2,10,2,52.700000047683716,True,,False,,False,35.549999952316284,True,,-17.15000009536743
density_20_nback_0_id_32,32,density_20_nback_0,20,0,67.59999990463257,True,,False,,False,56.549999952316284,True,,-11.049999952316284
density_20_nback_1_id_32,32,density_20_nback_1,20,1,45.40000009536743,True,45.450000047683716,True,,False,32.799999952316284,True,0.04999995231628418,-12.600000143051147
density_20_nback_2_id_32,32,density_20_nback_2,20,2,69.79999995231628,True,74.75,True,,False,58.65000009536743,True,4.950000047683716,-11.149999856948853
density_0_nback_0_id_33,33,density_0_nback_0,0,0,33.200000047683716,True,70.95000004768372,True,,False,37.0,True,37.75,3.799999952316284
density_0_nback_1_id_33,33,density_0_nback_1,0,1,56.65000009536743,True,,False,,False,45.200000047683716,True,,-11.450000047683716
density_0_nback_2_id_33,33,density_0_nback_2,0,2,41.700000047683716,True,72.90000009536743,True,,False,39.15000009536743,True,31.200000047683716,-2.549999952316284
density_10_nback_0_id_33,33,density_10_nback_0,10,0,66.95000004768372,True,23.450000047683716,True,,False,28.75,True,-43.5,-38.200000047683716
density_10_nback_1_id_33,33,density_10_nback_1,10,1,51.200000047683716,True,51.549999952316284,True,,False,34.40000009536743,True,0.34999990463256836,-16.799999952316284
density_10_nback_2_id_33,33,density_10_nback_2,10,2,37.5,True,,False,,False,35.65000009536743,True,,-1.8499999046325684
density_20_nback_0_id_33,33,density_20_nback_0,20,0,59.5,True,,False,,False,56.299999952316284,True,,-3.200000047683716
density_20_nback_1_id_33,33,density_20_nback_1,20,1,47.59999990463257,True,39.049999952316284,True,,False,32.799999952316284,True,-8.549999952316284,-14.799999952316284
density_20_nback_2_id_33,33,density_20_nback_2,20,2,72.5,True,74.04999995231628,True,,False,56.09999990463257,True,1.5499999523162842,-16.40000009536743
density_0_nback_0_id_34,34,density_0_nback_0,0,0,38.200000047683716,True,,False,,False,37.65000009536743,True,,-0.5499999523162842
density_0_nback_1_id_34,34,density_0_nback_1,0,1,42.40000009536743,True,,False,,False,45.65000009536743,True,,3.25
density_0_nback_2_id_34,34,density_0_nback_2,0,2,38.65000009536743,True,74.45000004768372,True,,False,39.34999990463257,True,35.799999952316284,0.6999998092651367
density_10_nback_0_id_34,34,density_10_nback_0,10,0,21.200000047683716,True,,False,,False,29.65000009536743,True,,8.450000047683716
density_10_nback_1_id_34,34,density_10_nback_1,10,1,35.049999952316284,True,52.5,True,,False,35.950000047683716,True,17.450000047683716,0.9000000953674316
density_10_nback_2_id_34,34,density_10_nback_2,10,2,53.299999952316284,True,67.34999990463257,True,,False,36.700000047683716,True,14.049999952316284,-16.59999990463257
density_20_nback_0_id_34,34,density_20_nback_0,20,0,49.15000009536743,True,,False,57.40000009536743,True,58.049999952316284,True,,8.899999856948853
density_20_nback_1_id_34,34,density_20_nback_1,20,1,47.450000047683716,True,,False,,False,33.950000047683716,True,,-13.5
density_20_nback_2_id_34,34,density_20_nback_2,20,2,69.45000004768372,True,70.79999995231628,True,,False,56.34999990463257,True,1.3499999046325684,-13.100000143051147
density_0_nback_0_id_35,35,density_0_nback_0,0,0,49.549999952316284,True,,False,,False,36.84999990463257,True,,-12.700000047683716
density_0_nback_1_id_35,35,density_0_nback_1,0,1,56.5,True,,False,,False,45.09999990463257,True,,-11.400000095367432
density_0_nback_2_id_35,35,density_0_nback_2,0,2,52.25,True,71.65000009536743,True,,False,39.25,True,19.40000009536743,-13.0
density_10_nback_0_id_35,35,density_10_nback_0,10,0,21.15000009536743,True,33.200000047683716,True,,False,28.84999990463257,True,12.049999952316284,7.699999809265137
density_10_nback_1_id_35,35,density_10_nback_1,10,1,47.84999990463257,True,52.65000009536743,True,,False,34.799999952316284,True,4.800000190734863,-13.049999952316284
density_10_nback_2_id_35,35,density_10_nback_2,10,2,27.34999990463257,True,,False,,False,35.549999952316284,True,,8.200000047683716
density_20_nback_0_id_35,35,density_20_nback_0,20,0,70.09999990463257,True,,False,,False,57.200000047683716,True,,-12.899999856948853
density_20_nback_1_id_35,35,density_20_nback_1,20,1,45.299999952316284,True,,False,,False,33.25,True,,-12.049999952316284
density_20_nback_2_id_35,35,density_20_nback_2,20,2,69.29999995231628,True,57.25,True,,False,56.09999990463257,True,-12.049999952316284,-13.200000047683716
density_0_nback_0_id_36,36,density_0_nback_0,0,0,85.0,True,,False,,False,36.90000009536743,True,,-48.09999990463257
density_0_nback_1_id_36,36,density_0_nback_1,0,1,66.45000004768372,True,,False,,False,46.34999990463257,True,,-20.100000143051147
density_0_nback_2_id_36,36,density_0_nback_2,0,2,64.15000009536743,True,38.90000009536743,True,,False,39.5,True,-25.25,-24.65000009536743
density_10_nback_0_id_36,36,density_10_nback_0,10,0,32.90000009536743,True,70.54999995231628,True,,False,28.299999952316284,True,37.64999985694885,-4.6000001430511475
density_10_nback_1_id_36,36,density_10_nback_1,10,1,47.450000047683716,True,52.549999952316284,True,45.84999990463257,True,35.299999952316284,True,5.099999904632568,-12.150000095367432
density_10_nback_2_id_36,36,density_10_nback_2,10,2,27.34999990463257,True,,False,,False,36.15000009536743,True,,8.800000190734863
density_20_nback_0_id_36,36,density_20_nback_0,20,0,71.45000004768372,True,,False,,False,56.75,True,,-14.700000047683716
density_20_nback_1_id_36,36,density_20_nback_1,20,1,55.450000047683716,True,69.5,True,,False,33.0,True,14.049999952316284,-22.450000047683716
density_20_nback_2_id_36,36,density_20_nback_2,20,2,65.40000009536743,True,58.09999990463257,True,,False,56.25,True,-7.300000190734863,-9.150000095367432
density_0_nback_0_id_37,37,density_0_nback_0,0,0,54.549999952316284,True,73.09999990463257,True,,False,38.25,True,18.549999952316284,-16.299999952316284
density_0_nback_1_id_37,37,density_0_nback_1,0,1,36.200000047683716,True,,False,,False,45.75,True,,9.549999952316284
density_0_nback_2_id_37,37,density_0_nback_2,0,2,40.049999952316284,True,74.70000004768372,True,,False,39.65000009536743,True,34.65000009536743,-0.39999985694885254
density_10_nback_0_id_37,37,density_10_nback_0,10,0,47.450000047683716,True,,False,,False,28.65000009536743,True,,-18.799999952316284
density_10_nback_1_id_37,37,density_10_nback_1,10,1,52.75,True,53.65000009536743,True,,False,35.5,True,0.9000000953674316,-17.25
density_10_nback_2_id_37,37,density_10_nback_2,10,2,41.049999952316284,True,,False,41.049999952316284,True,37.59999990463257,True,,-3.450000047683716
density_20_nback_0_id_37,37,density_20_nback_0,20,0,60.25,True,,False,,False,61.0,True,,0.75
density_20_nback_1_id_37,37,density_20_nback_1,20,1,30.0,True,48.40000009536743,True,,False,36.84999990463257,True,18.40000009536743,6.849999904632568
density_20_nback_2_id_37,37,density_20_nback_2,20,2,77.70000004768372,True,70.90000009536743,True,,False,56.15000009536743,True,-6.799999952316284,-21.549999952316284
density_0_nback_0_id_38,38,density_0_nback_0,0,0,37.799999952316284,True,70.95000004768372,True,,False,36.799999952316284,True,33.15000009536743,-1.0
density_0_nback_1_id_38,38,density_0_nback_1,0,1,34.700000047683716,True,,False,,False,47.299999952316284,True,,12.599999904632568
density_0_nback_2_id_38,38,density_0_nback_2,0,2,41.90000009536743,True,35.25,True,,False,39.15000009536743,True,-6.650000095367432,-2.75
density_10_nback_0_id_38,38,density_10_nback_0,10,0,70.65000009536743,True,72.15000009536743,True,,False,28.0,True,1.5,-42.65000009536743
density_10_nback_1_id_38,38,density_10_nback_1,10,1,49.450000047683716,True,52.200000047683716,True,49.549999952316284,True,36.799999952316284,True,2.75,-12.650000095367432
density_10_nback_2_id_38,38,density_10_nback_2,10,2,54.700000047683716,True,,False,,False,36.950000047683716,True,,-17.75
density_20_nback_0_id_38,38,density_20_nback_0,20,0,75.90000009536743,True,,False,,False,57.549999952316284,True,,-18.350000143051147
density_20_nback_1_id_38,38,density_20_nback_1,20,1,30.0,True,64.59999990463257,True,,False,47.450000047683716,True,34.59999990463257,17.450000047683716
density_20_nback_2_id_38,38,density_20_nback_2,20,2,65.75,True,47.799999952316284,True,,False,51.84999990463257,True,-17.950000047683716,-13.900000095367432
density_0_nback_0_id_39,39,density_0_nback_0,0,0,48.40000009536743,True,70.95000004768372,True,,False,38.40000009536743,True,22.549999952316284,-10.0
density_0_nback_1_id_39,39,density_0_nback_1,0,1,55.09999990463257,True,,False,,False,45.84999990463257,True,,-9.25
density_0_nback_2_id_39,39,density_0_nback_2,0,2,51.049999952316284,True,71.65000009536743,True,,False,41.25,True,20.600000143051147,-9.799999952316284
density_10_nback_0_id_39,39,density_10_nback_0,10,0,21.15000009536743,True,,False,,False,37.799999952316284,True,,16.649999856948853
density_10_nback_1_id_39,39,density_10_nback_1,10,1,51.25,True,56.40000009536743,True,,False,37.799999952316284,True,5.150000095367432,-13.450000047683716
density_10_nback_2_id_39,39,density_10_nback_2,10,2,66.84999990463257,True,81.20000004768372,True,,False,36.799999952316284,True,14.350000143051147,-30.049999952316284
density_20_nback_0_id_39,39,density_20_nback_0,20,0,77.79999995231628,True,,False,,False,64.90000009536743,True,,-12.899999856948853
density_20_nback_1_id_39,39,density_20_nback_1,20,1,87.25,True,38.549999952316284,True,,False,76.25,True,-48.700000047683716,-11.0
density_20_nback_2_id_39,39,density_20_nback_2,20,2,116.45000004768372,True,57.950000047683716,True,,False,102.79999995231628,True,-58.5,-13.650000095367432
density_0_nback_0_id_40,40,density_0_nback_0,0,0,35.65000009536743,True,,False,,False,37.049999952316284,True,,1.3999998569488525
density_0_nback_1_id_40,40,density_0_nback_1,0,1,54.75,True,,False,,False,51.59999990463257,True,,-3.1500000953674316
density_0_nback_2_id_40,40,density_0_nback_2,0,2,50.450000047683716,True,,False,,False,39.59999990463257,True,,-10.850000143051147
density_10_nback_0_id_40,40,density_10_nback_0,10,0,39.0,True,,False,,False,29.59999990463257,True,,-9.400000095367432
density_10_nback_1_id_40,40,density_10_nback_1,10,1,48.09999990463257,True,54.25,True,48.700000047683716,True,36.84999990463257,True,6.150000095367432,-11.25
density_10_nback_2_id_40,40,density_10_nback_2,10,2,40.40000009536743,True,,False,40.40000009536743,True,41.40000009536743,True,,1.0
density_20_nback_0_id_40,40,density_20_nback_0,20,0,68.5,True,,False,68.54999995231628,True,56.950000047683716,True,,-11.549999952316284
density_20_nback_1_id_40,40,density_20_nback_1,20,1,57.40000009536743,True,40.799999952316284,True,,False,44.40000009536743,True,-16.600000143051147,-13.0
density_20_nback_2_id_40,40,density_20_nback_2,20,2,73.75,True,85.20000004768372,True,,False,60.40000009536743,True,11.450000047683716,-13.349999904632568
density_0_nback_0_id_41,41,density_0_nback_0,0,0,54.549999952316284,True,,False,,False,37.200000047683716,True,,-17.34999990463257
density_0_nback_1_id_41,41,density_0_nback_1,0,1,81.65000009536743,True,,False,,False,47.549999952316284,True,,-34.10000014305115
density_0_nback_2_id_41,41,density_0_nback_2,0,2,70.90000009536743,True,43.0,True,,False,39.450000047683716,True,-27.90000009536743,-31.450000047683716
density_10_nback_0_id_41,41,density_10_nback_0,10,0,21.15000009536743,True,74.29999995231628,True,,False,33.299999952316284,True,53.14999985694885,12.149999856948853
density_10_nback_1_id_41,41,density_10_nback_1,10,1,56.25,True,60.40000009536743,True,,False,36.950000047683716,True,4.150000095367432,-19.299999952316284
density_10_nback_2_id_41,41,density_10_nback_2,10,2,56.15000009536743,True,,False,,False,36.65000009536743,True,,-19.5
density_20_nback_0_id_41,41,density_20_nback_0,20,0,74.5,True,,False,,False,57.950000047683716,True,,-16.549999952316284
density_20_nback_1_id_41,41,density_20_nback_1,20,1,78.59999990463257,True,55.549999952316284,True,,False,42.25,True,-23.049999952316284,-36.34999990463257
density_20_nback_2_id_41,41,density_20_nback_2,20,2,132.70000004768372,True,134.29999995231628,True,,False,122.34999990463257,True,1.5999999046325684,-10.350000143051147
density_0_nback_0_id_42,42,density_0_nback_0,0,0,37.40000009536743,True,,False,37.40000009536743,True,37.0,True,,-0.40000009536743164
density_0_nback_1_id_42,42,density_0_nback_1,0,1,59.450000047683716,True,,False,,False,45.5,True,,-13.950000047683716
density_0_nback_2_id_42,42,density_0_nback_2,0,2,60.5,True,77.04999995231628,True,,False,42.15000009536743,True,16.549999952316284,-18.34999990463257
density_10_nback_0_id_42,42,density_10_nback_0,10,0,21.25,True,65.34999990463257,True,,False,29.65000009536743,True,44.09999990463257,8.400000095367432
density_10_nback_1_id_42,42,density_10_nback_1,10,1,49.75,True,48.450000047683716,True,,False,37.09999990463257,True,-1.2999999523162842,-12.650000095367432
density_10_nback_2_id_42,42,density_10_nback_2,10,2,27.549999952316284,True,,False,,False,37.65000009536743,True,,10.100000143051147
density_20_nback_0_id_42,42,density_20_nback_0,20,0,70.70000004768372,True,,False,,False,60.75,True,,-9.950000047683716
density_20_nback_1_id_42,42,density_20_nback_1,20,1,62.09999990463257,True,61.700000047683716,True,,False,45.450000047683716,True,-0.39999985694885254,-16.649999856948853
density_20_nback_2_id_42,42,density_20_nback_2,20,2,85.45000004768372,True,60.65000009536743,True,,False,55.59999990463257,True,-24.799999952316284,-29.850000143051147
density_0_nback_0_id_43,43,density_0_nback_0,0,0,62.65000009536743,True,72.40000009536743,True,,False,37.200000047683716,True,9.75,-25.450000047683716
density_0_nback_1_id_43,43,density_0_nback_1,0,1,36.200000047683716,True,,False,,False,47.40000009536743,True,,11.200000047683716
density_0_nback_2_id_43,43,density_0_nback_2,0,2,61.5,True,38.049999952316284,True,,False,39.25,True,-23.450000047683716,-22.25
density_10_nback_0_id_43,43,density_10_nback_0,10,0,50.450000047683716,True,40.0,True,,False,31.700000047683716,True,-10.450000047683716,-18.75
density_10_nback_1_id_43,43,density_10_nback_1,10,1,55.09999990463257,True,59.90000009536743,True,,False,36.59999990463257,True,4.800000190734863,-18.5
density_10_nback_2_id_43,43,density_10_nback_2,10,2,27.65000009536743,True,,False,,False,37.15000009536743,True,,9.5
density_20_nback_0_id_43,43,density_20_nback_0,20,0,74.45000004768372,True,,False,,False,58.549999952316284,True,,-15.900000095367432
density_20_nback_1_id_43,43,density_20_nback_1,20,1,65.90000009536743,True,55.450000047683716,True,,False,43.200000047683716,True,-10.450000047683716,-22.700000047683716
density_20_nback_2_id_43,43,density_20_nback_2,20,2,75.75,True,67.90000009536743,True,,False,56.5,True,-7.849999904632568,-19.25
density_0_nback_0_id_44,44,density_0_nback_0,0,0,49.09999990463257,True,70.79999995231628,True,,False,36.950000047683716,True,21.700000047683716,-12.149999856948853
density_0_nback_1_id_44,44,density_0_nback_1,0,1,59.84999990463257,True,,False,,False,46.40000009536743,True,,-13.449999809265137
density_0_nback_2_id_44,44,density_0_nback_2,0,2,55.15000009536743,True,46.40000009536743,True,,False,39.450000047683716,True,-8.75,-15.700000047683716
density_10_nback_0_id_44,44,density_10_nback_0,10,0,21.200000047683716,True,65.45000004768372,True,,False,29.450000047683716,True,44.25,8.25
density_10_nback_1_id_44,44,density_10_nback_1,10,1,48.40000009536743,True,52.700000047683716,True,,False,35.65000009536743,True,4.299999952316284,-12.75
density_10_nback_2_id_44,44,density_10_nback_2,10,2,52.950000047683716,True,,False,,False,36.299999952316284,True,,-16.65000009536743
density_20_nback_0_id_44,44,density_20_nback_0,20,0,74.15000009536743,True,,False,,False,57.34999990463257,True,,-16.800000190734863
density_20_nback_1_id_44,44,density_20_nback_1,20,1,67.25,True,48.15000009536743,True,,False,41.75,True,-19.09999990463257,-25.5
density_20_nback_2_id_44,44,density_20_nback_2,20,2,73.79999995231628,True,77.29999995231628,True,,False,55.0,True,3.5,-18.799999952316284
density_0_nback_0_id_45,45,density_0_nback_0,0,0,47.40000009536743,True,,False,,False,37.200000047683716,True,,-10.200000047683716
density_0_nback_1_id_45,45,density_0_nback_1,0,1,55.799999952316284,True,,False,,False,45.25,True,,-10.549999952316284
density_0_nback_2_id_45,45,density_0_nback_2,0,2,53.450000047683716,True,72.54999995231628,True,,False,38.84999990463257,True,19.09999990463257,-14.600000143051147
density_10_nback_0_id_45,45,density_10_nback_0,10,0,38.200000047683716,True,36.549999952316284,True,,False,29.15000009536743,True,-1.6500000953674316,-9.049999952316284
density_10_nback_1_id_45,45,density_10_nback_1,10,1,51.450000047683716,True,42.40000009536743,True,51.450000047683716,True,35.25,True,-9.049999952316284,-16.200000047683716
