trial_id,participant_id,scenario_id,density,nback,initial_peak_brake_force_N,brake_rise_rate_N_per_s,time_to_peak_brake_s,initial_peak_steering_rad,initial_peak_steering_deg,initial_steering_rate_rad_per_s,simultaneous_brake_and_steer_flag,speed_at_T_first_m_per_s,speed_at_T_effective_m_per_s,min_speed_post_tor_m_per_s,speed_drop_m_per_s
density_20_nback_0_id_2,2,density_20_nback_0,20,0,105.482803345,46.40143647815748,1.9500000476837158,0.07032486460613235,4.029317936760326,0.0413728915155,False,25.1838302612,25.1794681549,15.3203964233,9.8634338379
density_20_nback_1_id_2,2,density_20_nback_1,20,1,325.240631104,413.6541748053333,0.75,0.10401391652210441,5.959558427342645,0.502869784832,False,25.0167713165,25.0167713165,16.8086833954,8.208087921100002
density_20_nback_2_id_2,2,density_20_nback_2,20,2,45.7247238159,17.069289200106365,1.8000001907348633,0.1782032024696041,10.210291397223605,0.4351169765,False,22.274143219,22.274143219,19.3693141937,2.9048290252999998
density_0_nback_0_id_3,3,density_0_nback_0,0,0,16.8775901794,37.55183940022474,0.04999995231628418,0.09117378657190527,5.22387317279671,0.522769212723,False,27.7578659058,27.7262802124,24.5876693726,3.1701965331999986
density_0_nback_1_id_3,3,density_0_nback_1,0,1,,,,0.08926847479055525,5.114706849068801,0.0632578358054,False,18.6936798096,18.2601966858,13.8333997726,4.860280036999999
density_0_nback_2_id_3,3,density_0_nback_2,0,2,24.009021759,90.09030350680861,0.09999990463256836,0.09995787670953458,5.7271644645453605,0.309623897076,False,25.2808227539,24.6741752625,20.1492271423,5.131595611600002
density_10_nback_0_id_3,3,density_10_nback_0,10,0,26.9884395599,6.66024349419965,1.8000001907348633,0.05295476975458605,3.034084812024803,0.0218884702772,True,26.9870262146,26.9870262146,20.9128780365,6.0741481781
density_10_nback_1_id_3,3,density_10_nback_1,10,1,263.936859131,177.81203012394528,1.4000000953674316,0.10905727176947902,6.248521397602367,0.264768004417,False,27.7557487488,27.721540451,18.945400238,8.810348510799997
density_10_nback_2_id_3,3,density_10_nback_2,10,2,226.522872925,183.93291772503483,1.1500000953674316,0.05963392139068868,3.4167720115013824,0.532045602798,False,24.8755302429,24.7086353302,10.0058612823,14.869668960599999
density_20_nback_0_id_3,3,density_20_nback_0,20,0,139.321731567,103.6014388557487,1.2000000476837158,0.08665525967160659,4.964980651793265,0.0844332873821,False,25.1831760406,25.1788539886,0.474253058434,24.708922982165998
density_20_nback_1_id_3,3,density_20_nback_1,20,1,113.070960999,217.93556125979885,0.4499998092651367,0.1129764945807129,6.473076323657467,0.472806125879,False,25.0364112854,25.0364112854,12.6532678604,12.383143425
density_20_nback_2_id_3,3,density_20_nback_2,20,2,37.7710037231,12.650557959069785,1.7999999523162842,0.22111386341298056,12.668891165395934,0.712718307972,False,22.2476444244,22.2476444244,18.5439319611,3.7037124633000005
density_0_nback_0_id_4,4,density_0_nback_0,0,0,31.7688827515,111.79265829045364,0.14999985694885254,0.09740955137532106,5.58115617806866,0.348061293364,False,27.7631015778,27.7296905518,23.1947937012,4.568307876600002
density_0_nback_1_id_4,4,density_0_nback_1,0,1,,,,0.08030094245556318,4.600905093626659,0.0166455022991,False,18.6969223022,18.2831821442,13.6240158081,5.0729064941000015
density_0_nback_2_id_4,4,density_0_nback_2,0,2,23.9846496582,89.84636805573953,0.10000014305114746,0.12583899236717155,7.210043160817911,0.63028126955,False,23.9842300415,23.9694900513,18.744430542,5.239799499499998
density_10_nback_0_id_4,4,density_10_nback_0,10,0,29.75481987,7.377409934999999,2.0,0.05170202668216118,2.962307921160606,0.015269447118,True,26.8489112854,26.8489112854,20.4581508636,6.3907604218
density_10_nback_1_id_4,4,density_10_nback_1,10,1,271.341369629,189.8825094352646,1.3499999046325684,0.42209732756349244,24.18439541313915,1.81353116035,False,27.7668819427,27.7402591705,17.7583637238,10.0085182189
density_10_nback_2_id_4,4,density_10_nback_2,10,2,64.7191009521,24.859550476050003,2.0,0.09210837583378816,5.277421193080846,0.403476238251,False,24.891620636,24.7030181885,17.6457672119,7.245853424099998
density_20_nback_0_id_4,4,density_20_nback_0,20,0,25.2325839996,102.32593758161856,0.09999990463256836,0.10290717049253552,5.8961465508554864,0.688963472843,False,25.1714191437,25.1671867371,20.4505653381,4.720853805600001
density_20_nback_1_id_4,4,density_20_nback_1,20,1,325.437072754,413.9160970053333,0.75,0.0913475453272069,5.23382881612894,0.150822103024,False,25.028175354,25.028175354,13.0768756866,11.951299667399999
density_20_nback_2_id_4,4,density_20_nback_2,20,2,43.6294822693,16.359704153885712,1.75,0.13985916071688767,8.013339635319541,0.692624151707,False,22.2531299591,22.2184524536,18.9257926941,3.3273372650000006
density_0_nback_0_id_5,5,density_0_nback_0,0,0,45.8815994263,154.40814438658154,0.19999980926513672,0.21731915913110395,12.451470625544182,0.565581262112,False,27.7673397064,27.7541656494,24.2303314209,3.5370082855000007
density_0_nback_1_id_5,5,density_0_nback_1,0,1,38.1691474915,35.644837064836054,0.6500000953674316,0.08872963546924473,5.083833630122014,0.0815158635378,False,18.6961116791,18.3016262054,17.3164577484,1.3796539306999982
density_0_nback_2_id_5,5,density_0_nback_2,0,2,121.889556885,133.61195407014307,0.7999999523162842,0.3178270960845919,18.21015122054601,0.942253470421,False,23.5774497986,23.404050827,12.0750608444,11.5023889542
density_10_nback_0_id_5,5,density_10_nback_0,10,0,28.1638240814,6.581912040700001,2.0,0.05272844802637026,3.021117532185931,0.0212345365435,True,26.9664363861,26.9664363861,17.5551071167,9.4113292694
density_10_nback_1_id_5,5,density_10_nback_1,10,1,280.941375732,196.99362556946377,1.3499999046325684,0.24256853734086087,13.89815343229284,0.801983356476,False,27.761762619,27.7497596741,13.4147672653,14.346995353699999
density_10_nback_2_id_5,5,density_10_nback_2,10,2,90.5481414795,37.77407073975,2.0,0.3206504125538908,18.37191533846661,0.853482365608,False,24.8598594666,24.6897983551,12.5932588577,12.2666006089
density_20_nback_0_id_5,5,density_20_nback_0,20,0,148.550521851,106.84041748080001,1.25,0.06722983606405027,3.8519858638264943,0.0333788134158,False,25.1824150085,25.1777591705,0.698612451553,24.483802556947
density_20_nback_1_id_5,5,density_20_nback_1,20,1,322.637695312,439.4823919369236,0.7000000476837158,0.05940419819346793,3.4036098418443816,0.32127314806,False,25.0262355804,25.0262355804,2.38160061836,22.64463496204
density_20_nback_2_id_5,5,density_20_nback_2,20,2,51.5023956299,20.279109220490714,1.7999999523162842,0.8150688555719227,46.70000543682922,1.40200543404,False,22.2742328644,22.2487621307,0.778085768223,21.496147096176998
density_0_nback_0_id_6,6,density_0_nback_0,0,0,46.8386688232,159.19349593474843,0.19999980926513672,0.12358388343922236,7.08083493690415,0.495514422655,False,27.7614650726,27.7511482239,23.0043506622,4.7571144104
density_0_nback_1_id_6,6,density_0_nback_1,0,1,328.983062744,418.64408365866666,0.75,0.08031967929315002,4.6019786353418075,0.0163439530879,False,18.6888065338,18.2775421143,0.500726938248,18.188079595552
density_0_nback_2_id_6,6,density_0_nback_2,0,2,35.8512649536,32.07887621926162,0.6499998569488525,0.1874403062315559,10.739538457707857,0.787423491478,False,24.0208282471,24.046005249,22.6903553009,1.3304729462000005
density_10_nback_0_id_6,6,density_10_nback_0,10,0,26.5300655365,9.608387565280315,1.2000000476837158,0.051757466709727896,2.9654844007562677,0.0262070409954,False,26.7343349457,26.7343349457,18.6527843475,8.0815505982
density_10_nback_1_id_6,6,density_10_nback_1,10,1,102.408416748,72.84034439558476,1.2000000476837158,0.06591994011171884,3.776934354156634,0.367644131184,False,27.7598438263,27.7189998627,7.70759296417,20.05225086213
density_10_nback_2_id_6,6,density_10_nback_2,10,2,19.8875427246,13.96441158957162,0.34999990463256836,0.08747138867283814,5.0117413991020605,0.826365768909,False,24.8613739014,24.6901741028,8.82052898407,16.04084491733
density_20_nback_0_id_6,6,density_20_nback_0,20,0,391.552490234,188.276245117,2.0,0.15964860405379472,9.147191217437603,0.46354046464,False,25.1608123779,25.1520080566,7.56881427765,17.591998100250002
density_20_nback_1_id_6,6,density_20_nback_1,20,1,269.17868042,338.90490722666664,0.75,0.09653892356748633,5.531272879153004,0.607114851475,False,25.0297031403,25.0297031403,16.4483661652,8.581336975100001
density_20_nback_2_id_6,6,density_20_nback_2,20,2,258.087799072,540.1953380135199,0.4499998092651367,0.06367238355587136,3.648158849289614,0.548168480396,False,27.7744312286,27.7308197021,3.3869497776,24.387481451
density_0_nback_0_id_7,7,density_0_nback_0,0,0,31.6274929047,83.13754380964025,0.19999980926513672,0.09290405764786185,5.3230104028625815,0.316115289927,False,27.7670955658,27.740940094,22.9977684021,4.769327163699998
density_0_nback_1_id_7,7,density_0_nback_1,0,1,15.4257488251,,0.0,0.07956754788764474,4.558884680167112,0.0164050124586,False,18.6848220825,18.2956752777,17.1673431396,1.5174789428999986
density_0_nback_2_id_7,7,density_0_nback_2,0,2,23.0701999664,17.93377580277985,0.4500000476837158,0.12296249077732066,7.045231759956783,0.463830053806,False,23.7065639496,21.7285232544,20.1968784332,3.509685516400001
density_10_nback_0_id_7,7,density_10_nback_0,10,0,23.156961441,6.797467597392906,1.2000000476837158,0.05451865928051106,3.123689081485021,0.0409058220685,True,26.8434276581,26.8434276581,18.9903945923,7.853033065800002
density_10_nback_1_id_7,7,density_10_nback_1,10,1,252.543777466,175.9583350333024,1.3500001430511475,0.10139310746124837,5.809397129245949,0.300822675228,False,27.7584171295,27.7374954224,20.3709316254,7.387485504099999
density_10_nback_2_id_7,7,density_10_nback_2,10,2,42.3975067139,14.050004817295255,1.9499998092651367,0.11822437220449607,6.773757562901385,0.29015854001,False,24.8422107697,24.6890068054,10.7366600037,14.105550765999999
density_20_nback_0_id_7,7,density_20_nback_0,20,0,105.482803345,78.68069203602128,1.1500000953674316,0.07665648159427106,4.392092867674008,0.141559496522,False,25.1822681427,25.1791706085,18.8930473328,6.2892208099000015
density_20_nback_1_id_7,7,density_20_nback_1,20,1,273.905456543,345.20727539066667,0.75,0.07593266620729848,4.350621300853851,0.213468492031,False,25.0382385254,25.0382385254,16.8882579803,8.1499805451
density_20_nback_2_id_7,7,density_20_nback_2,20,2,37.3244972229,12.402498785720683,1.7999999523162842,0.20744731325171287,11.885855520651461,0.396154642105,False,22.2624206543,22.2365608215,19.3575820923,2.904838562000002
density_0_nback_0_id_8,8,density_0_nback_0,0,0,44.2671432495,146.33585580424725,0.19999980926513672,0.23235766226906968,13.313113385543863,1.14315140247,False,27.7650718689,27.7555732727,24.9981136322,2.7669582367000025
density_0_nback_1_id_8,8,density_0_nback_1,0,1,15.4379138947,,0.0,0.1517885262633158,8.696841933398646,0.61269056797,False,18.6203708649,18.6203708649,17.9724998474,0.6478710174999982
density_0_nback_2_id_8,8,density_0_nback_2,0,2,24.1342391968,91.34247907897628,0.09999990463256836,0.28091782163549045,16.09540556972245,1.09823083878,False,23.6219215393,23.5781211853,22.4457607269,1.1761608123999991
density_10_nback_0_id_8,8,density_10_nback_0,10,0,22.3091869354,5.414211971030196,1.3500001430511475,0.0516522750626125,2.959457363336526,0.0943594947457,True,26.834859848,26.834859848,17.8791103363,8.955749511700002
density_10_nback_1_id_8,8,density_10_nback_1,10,1,177.623321533,135.51942922577504,1.2000000476837158,0.4266511826085939,24.445312087737822,1.29697084427,False,27.7569293976,27.7284145355,21.4565563202,6.3003730774
density_10_nback_2_id_8,8,density_10_nback_2,10,2,21.4348526001,12.869705200200002,0.5,0.49576473608655264,28.405227009176567,1.26628065109,False,24.9087467194,24.7833442688,14.7087907791,10.1999559403
density_20_nback_0_id_8,8,density_20_nback_0,20,0,376.930755615,380.9797236299696,0.9500000476837158,0.066690376432815,3.82107710373903,0.0662817284465,False,25.1892414093,25.1845684052,16.108833313,9.080408096299998
density_20_nback_1_id_8,8,density_20_nback_1,20,1,324.091064453,412.12141927066665,0.75,0.22434478972395192,12.854009606932365,0.6358679533,False,25.0365257263,25.0365257263,13.7461290359,11.2903966904
density_20_nback_2_id_8,8,density_20_nback_2,20,2,60.2922744751,301.9487844614673,0.14999985694885254,0.36039935159010433,20.64936178536445,1.6923135519,True,22.1887550354,22.1682052612,18.7551002502,3.433654785199998
density_0_nback_0_id_9,9,density_0_nback_0,0,0,46.900188446,159.50109434209713,0.19999980926513672,0.23378924427433156,13.395136992472246,0.657426893711,False,27.7616863251,27.720659256,22.3335609436,5.428125381500003
density_0_nback_1_id_9,9,density_0_nback_1,0,1,15.4717493057,,0.0,0.1569401421584495,8.992007781862318,0.166933164001,False,18.6705570221,18.2659626007,14.3284282684,4.342128753699999
density_0_nback_2_id_9,9,density_0_nback_2,0,2,23.6000976562,86.00105857900074,0.09999990463256836,0.18575660390319032,10.64306942033616,0.613135695457,False,23.8741893768,23.8566551208,22.977399826,0.8967895508000012
density_10_nback_0_id_9,9,density_10_nback_0,10,0,22.8905849457,5.636131720140423,1.4000000953674316,0.05199974841487763,2.9793661199145807,0.0161367729306,True,26.9123783112,26.9123783112,6.86444330215,20.04793500905
density_10_nback_1_id_9,9,density_10_nback_1,10,1,77.2836990356,31.141849517799997,2.0,0.28858925969082283,16.534946593089042,0.711730897427,False,27.7552452087,27.7410583496,5.61581945419,22.13942575451
density_10_nback_2_id_9,9,density_10_nback_2,10,2,21.9164390564,12.575339377898844,0.5500001907348633,0.24262462350457237,13.901366932762588,0.73950356245,False,24.854019165,24.705329895,13.9313840866,10.9226350784
density_20_nback_0_id_9,9,density_20_nback_0,20,0,225.912506104,421.825012208,0.5,0.06585178355146369,3.7730292709078848,0.0403282418847,False,25.1834793091,25.1789798737,14.4908227921,10.692656517000001
density_20_nback_1_id_9,9,density_20_nback_1,20,1,292.410614014,426.78549740394345,0.6500000953674316,0.15269716590146348,8.748903149762803,0.394569069147,False,21.181438446,20.7544631958,3.7203836441,17.4610548019
density_20_nback_2_id_9,9,density_20_nback_2,20,2,97.388961792,549.2602690954117,0.14999985694885254,0.09273343734090429,5.313234579374687,0.338916748762,False,26.4799194336,26.4799194336,-0.00772329978645,26.487642733386448
density_0_nback_0_id_10,10,density_0_nback_0,0,0,31.1331043243,107.5541314002794,0.14999985694885254,0.09572520548226449,5.484650267156325,0.490878045559,False,27.7677764893,27.7370891571,23.774679184,3.993097305300001
density_0_nback_1_id_10,10,density_0_nback_1,0,1,136.858642578,609.2930676232126,0.20000004768371582,0.13385158894878946,7.669131127885567,0.305323898792,False,18.6767807007,18.2915000916,17.7243461609,0.9524345397999987
density_0_nback_2_id_10,10,density_0_nback_2,0,2,304.301574707,152.2639790452502,1.9000000953674316,0.10594283198468084,6.070077142385799,0.228945851326,False,23.909576416,22.9316539764,13.6669559479,10.2426204681
density_10_nback_0_id_10,10,density_10_nback_0,10,0,21.721031189,5.600859101608523,1.2000000476837158,0.05506018046779553,3.1547159600333345,0.0654173344374,True,26.9778289795,26.9778289795,13.7470979691,13.2307310104
density_10_nback_1_id_10,10,density_10_nback_1,10,1,143.423416138,91.7310209001627,1.3999998569488525,0.1567551851759051,8.981410527371049,0.507313787937,False,27.7657699585,27.723236084,18.073677063,9.6920928955
density_10_nback_2_id_10,10,density_10_nback_2,10,2,259.482849121,148.17143655581458,1.6499998569488525,0.09055614324385,5.1884848168547295,0.226675465703,False,24.8929805756,24.7090072632,14.0763292313,10.816651344299999
density_20_nback_0_id_10,10,density_20_nback_0,20,0,63.5761604309,161.9204318234286,0.3000001907348633,0.06451867018385132,3.696647501331224,0.0752903297544,False,25.1843223572,25.179063797,19.9138889313,5.2704334258999985
density_20_nback_1_id_10,10,density_20_nback_1,20,1,277.611297607,437.6853916593375,0.6000001430511475,0.31086455315062594,17.811226895751126,0.409955739975,False,21.2112998962,20.7775478363,5.13526582718,16.07603406902
density_20_nback_2_id_10,10,density_20_nback_2,20,2,51.5925140381,38.518433896208364,0.9500000476837158,0.993348330838626,56.91466694341827,1.54187953472,False,26.5357398987,26.4977817535,6.68875217438,19.84698772432
density_0_nback_0_id_11,11,density_0_nback_0,0,0,66.9942321777,37.13874106459966,1.3999998569488525,0.26926562582219343,15.42778392756052,1.06400954723,False,27.7639522552,27.7181243896,22.0199146271,5.744037628099999
density_0_nback_1_id_11,11,density_0_nback_1,0,1,15.7220392227,,0.0,0.09555526979659998,5.474913669579087,0.110726453364,False,18.6748180389,18.3085269928,17.7382049561,0.936613082800001
density_0_nback_2_id_11,11,density_0_nback_2,0,2,27.0069141388,30.017278190323182,0.40000009536743164,0.22722517909311032,13.019043761139493,0.849342048168,False,23.6299552917,23.2126846313,19.7991161346,3.8308391571000016
density_10_nback_0_id_11,11,density_10_nback_0,10,0,24.7605075836,5.741474888132436,1.7000000476837158,0.05243905740299026,3.0045366708355976,0.0402875840664,True,26.9061508179,26.9061508179,17.1556358337,9.750514984199999
density_10_nback_1_id_11,11,density_10_nback_1,10,1,53.0796203613,42.31069601543735,0.8999998569488525,0.27491929702374357,15.751715426164001,1.09262084961,False,27.7677745819,27.7285366058,19.4856529236,8.2821216583
density_10_nback_2_id_11,11,density_10_nback_2,10,2,43.409526825,14.2047634125,2.0,0.27786025238286316,15.920219755977934,0.970169663429,False,24.8928947449,24.7080841064,15.9620246887,8.930870056200002
density_20_nback_0_id_11,11,density_20_nback_0,20,0,51.9547119141,56.85339460328889,0.6500000953674316,0.07484757838966555,4.288450348502423,0.352658689022,False,25.163936615,25.1632843018,21.3681507111,3.7957859039000006
density_20_nback_1_id_11,11,density_20_nback_1,20,1,326.374298096,415.1657307946667,0.75,0.1562648565116459,8.95331676433471,0.961948931217,False,25.0264377594,25.0264377594,16.0354766846,8.990961074800001
density_20_nback_2_id_11,11,density_20_nback_2,20,2,37.4532203674,149.68804061357346,0.15000009536743164,0.22281864143175273,12.766567750878254,0.7729819417,False,22.289604187,22.2637233734,17.827501297,4.462102889999997
density_0_nback_0_id_12,12,density_0_nback_0,0,0,18.3517913818,67.03589156640803,0.04999995231628418,0.28490353493332765,16.32377012003769,0.811008751392,False,27.7570610046,27.7101459503,22.2771987915,5.479862213100002
density_0_nback_1_id_12,12,density_0_nback_1,0,1,15.4852542877,,0.0,0.05982756202949209,3.427866802847035,0.0798065811396,False,18.6879882812,18.1627311707,17.9731445312,0.71484375
density_0_nback_2_id_12,12,density_0_nback_2,0,2,24.3174819946,93.1746866585416,0.10000014305114746,0.15196442512776923,8.706920195952973,0.388591855764,False,23.6783943176,23.6669445038,23.6564807892,0.02191352839999894
density_10_nback_0_id_12,12,density_10_nback_0,10,0,16.1399154663,11.399138356401778,0.10000014305114746,0.0694458413697987,3.9789536152244773,0.451731860638,True,26.99858284,26.99858284,15.983464241,11.015118599000001
density_10_nback_1_id_12,12,density_10_nback_1,10,1,31.6119823456,110.74665458690679,0.14999985694885254,0.07503253980142341,4.299047856768929,0.297997862101,False,27.7673130035,27.7465648651,14.1889514923,13.5783615112
density_10_nback_2_id_12,12,density_10_nback_2,10,2,31.1044654846,11.929232428229342,1.3500001430511475,0.05062632772479868,2.9006749108771115,0.248828828335,False,24.8808040619,24.7157554626,18.1896762848,6.6911277771
density_20_nback_0_id_12,12,density_20_nback_0,20,0,30.7626571655,35.028123322730934,0.4500000476837158,0.13430227819629215,7.694953719639399,0.909305095673,False,25.1856403351,25.1824245453,19.6646614075,5.520978927600002
density_20_nback_1_id_12,12,density_20_nback_1,20,1,282.130218506,381.6145718702846,0.7000000476837158,0.19302336764229952,11.059424313305822,0.819669365883,False,25.012714386,25.012714386,17.1294155121,7.883298873899999
density_20_nback_2_id_12,12,density_20_nback_2,20,2,34.6428794861,196.42898219027532,0.09999990463256836,0.20889030478391654,11.968532845319848,0.697130143642,False,22.2650241852,22.2325115204,21.3297863007,0.9352378845000011
density_0_nback_0_id_13,13,density_0_nback_0,0,0,45.6496925354,153.24860882626226,0.19999980926513672,0.11106466364655265,6.3635364799875305,0.398977816105,False,27.7654953003,27.7233448029,24.9987850189,2.766710281399998
density_0_nback_1_id_13,13,density_0_nback_1,0,1,15.5230836868,,0.0,0.12555468925524998,7.19375379240237,0.16854724288,False,18.6906394958,18.3020648956,17.3020820618,1.388557433999999
density_0_nback_2_id_13,13,density_0_nback_2,0,2,17.8025131226,9.341711893491786,0.2999999523162842,0.1383088155790977,7.924511402135547,0.348451822996,False,23.4993267059,22.5873527527,21.9596099854,1.5397167204999995
density_10_nback_0_id_13,13,density_10_nback_0,10,0,25.9514389038,9.126198723857444,1.2000000476837158,0.05220948587367499,2.9913831911094686,0.019260045141,False,26.8616924286,26.8616924286,19.3838424683,7.477849960300002
density_10_nback_1_id_13,13,density_10_nback_1,10,1,263.9269104,191.48221067512824,1.3000001907348633,0.22722622659530703,13.019103778594394,0.638879358768,False,27.7545871735,27.7191619873,18.8512935638,8.9032936097
density_10_nback_2_id_13,13,density_10_nback_2,10,2,56.6741676331,21.371370107366847,1.9499998092651367,0.2625219142555092,15.041397716535958,0.665264904499,False,24.8678703308,24.6974582672,17.1761569977,7.691713333099997
density_20_nback_0_id_13,13,density_20_nback_0,20,0,61.1828460693,23.09142303465,2.0,0.0659934195052737,3.781144413288508,0.0336295515299,False,25.1827125549,25.1778507233,19.1594867706,6.023225784299999
density_20_nback_1_id_13,13,density_20_nback_1,20,1,327.545257568,416.7270100906667,0.75,0.16647250635283511,9.538172018982237,0.494062513113,False,25.0203819275,25.0203819275,16.7819347382,8.2384471893
density_20_nback_2_id_13,13,density_20_nback_2,20,2,50.2481422424,19.582301764531618,1.7999999523162842,0.31628632180069455,18.1218713568964,1.48368263245,False,22.2690830231,22.2412624359,17.0164260864,5.252656936699999
density_0_nback_0_id_14,14,density_0_nback_0,0,0,15.5625715256,,0.0,0.13095381306963685,7.503100800035312,0.594210922718,False,27.7317733765,27.7123622894,13.784444809,13.947328567500001
density_0_nback_1_id_14,14,density_0_nback_1,0,1,32.9532814026,359.0659704839939,0.04999995231628418,0.07838087391700264,4.490893269991289,0.15826946497,False,18.6661529541,18.2556686401,15.0094261169,3.656726837199999
density_0_nback_2_id_14,14,density_0_nback_2,0,2,23.3233947754,83.23382868705299,0.10000014305114746,0.1996653892416522,11.439984118383464,0.531020283699,False,24.0011959076,23.9887752533,21.588602066,2.4125938415999997
density_10_nback_0_id_14,14,density_10_nback_0,10,0,58.5683403015,48.4092618720367,0.9000000953674316,0.17298993541813418,9.911593197699766,1.20241820812,False,27.4825801849,27.4825801849,19.6019706726,7.880609512300001
density_10_nback_1_id_14,14,density_10_nback_1,10,1,162.150970459,109.00070730838796,1.3500001430511475,0.20277944678515764,11.618406472787202,0.592883646488,False,27.759147644,27.7382774353,19.8741893768,7.884958267199998
density_10_nback_2_id_14,14,density_10_nback_2,10,2,264.365814209,277.0731709384834,0.8999998569488525,0.3621175473453263,20.747807150515964,1.26208055019,False,24.8679351807,24.6969165802,12.9987068176,11.869228363100001
density_20_nback_0_id_14,14,density_20_nback_0,20,0,120.351417542,131.68924053033837,0.8000001907348633,0.27538302393728686,15.778285021156659,0.692188322544,False,24.6061191559,24.3404026031,17.5172348022,7.088884353699999
density_20_nback_1_id_14,14,density_20_nback_1,20,1,105.149841309,225.37468387276783,0.39999985694885254,0.1589417131378561,9.106689351378183,0.770706355572,False,25.0327548981,25.0327548981,15.1792507172,9.853504180899998
density_20_nback_2_id_14,14,density_20_nback_2,20,2,37.0782356262,147.1881439282983,0.15000009536743164,0.24894008421941066,14.263216177403498,0.610973417759,False,22.2965164185,22.2747554779,18.8040275574,3.4924888611
density_0_nback_0_id_15,15,density_0_nback_0,0,0,214.925842285,111.06991532290348,1.7999999523162842,0.10507805233760263,6.020528918399405,0.331228941679,False,27.7647438049,27.7202377319,12.9066877365,14.8580560684
density_0_nback_1_id_15,15,density_0_nback_1,0,1,58.7908554077,48.6565008527272,0.9000000953674316,0.07878430501412105,4.514008169180506,0.0172650273889,False,18.6983509064,18.2867279053,14.5500545502,4.148296356200001
density_0_nback_2_id_15,15,density_0_nback_2,0,2,100.355690002,155.1921770947994,0.5499999523162842,0.14285864844238802,8.185197622692005,0.459107071161,False,23.9476299286,23.7697219849,14.1228027344,9.824827194200001
density_10_nback_0_id_15,15,density_10_nback_0,10,0,45.1185646057,27.38051565173587,1.0999999046325684,0.06522213660282764,3.7369531581677484,0.215315267444,True,27.4391269684,27.4391269684,7.33260726929,20.10651969911
