trial_id,participant_id,scenario_id,density,nback,T_request,T_manual_start,delta_T_manual_start,T_first_brake,T_first_steer,T_first_accel,T_first_ctrl,T_first_any,T_effective_dec,T_effective_lat,T_effective_any,T_stable_candA,T_stable_candB,T_stable_candC,T_stable_candD,dt_req_to_manual_start,dt_req_to_first,dt_req_to_first_any,dt_manual_start_to_first,dt_first_to_eff,dt_eff_to_stable_candA,dt_eff_to_stable_candB,dt_req_to_stable_candA,dt_req_to_stable_candB
density_20_nback_1_id_17,17,density_20_nback_1,20,1,24.1003341675,25.4505405426,1.3502063750999973,24.950000047683716,28.40000009536743,24.200000047683716,24.950000047683716,24.200000047683716,24.200000047683716,28.65000009536743,24.200000047683716,33.84999990463257,46.09999990463257,,32.700000047683716,1.3502063750999973,0.8496658801837143,0.09966588018371425,-0.500540494916283,-0.75,9.649999856948853,21.899999856948853,9.749665737132567,21.999665737132567
density_20_nback_2_id_17,17,density_20_nback_2,20,2,49.249874115,51.099281311,1.8494071960000014,51.09999990463257,52.200000047683716,49.25,51.09999990463257,49.25,49.25,52.700000047683716,49.25,70.20000004768372,78.29999995231628,,56.049999952316284,1.8494071960000014,1.8501257896325711,0.0001258850000027678,0.0007185936325697639,-1.8499999046325684,20.950000047683716,29.049999952316284,20.95012593268372,29.050125837316287
density_0_nback_0_id_18,18,density_0_nback_0,0,0,29.4499092102,30.4500293732,1.0001201629999983,30.65000009536743,32.09999990463257,30.5,30.65000009536743,30.5,30.700000047683716,32.15000009536743,30.700000047683716,43.5,,,37.75,1.0001201629999983,1.2000908851674303,1.0500907897999987,0.19997072216743206,0.04999995231628418,12.799999952316284,,14.050090789799999,
density_0_nback_1_id_18,18,density_0_nback_1,0,1,34.2000198364,35.8498535156,1.6498336792000003,77.70000004768372,35.34999990463257,,35.34999990463257,35.34999990463257,54.549999952316284,36.200000047683716,36.200000047683716,58.0,,,45.799999952316284,1.6498336792000003,1.1499800682325656,1.1499800682325656,-0.49985361096743475,0.8500001430511475,21.799999952316284,,23.799980163599997,
density_0_nback_2_id_18,18,density_0_nback_2,0,2,31.8001861572,32.7999458313,0.9997596741000017,66.70000004768372,34.34999990463257,,34.34999990463257,34.34999990463257,48.65000009536743,34.450000047683716,34.450000047683716,51.950000047683716,39.09999990463257,,39.200000047683716,0.9997596741000017,2.5498137474325695,2.5498137474325695,1.5500540733325678,0.10000014305114746,17.5,4.6499998569488525,20.149813890483717,7.2998137474325695
density_10_nback_0_id_18,18,density_10_nback_0,10,0,21.1005496979,22.0002174377,0.8996677398000017,21.299999952316284,21.299999952316284,21.15000009536743,21.299999952316284,21.15000009536743,21.15000009536743,21.200000047683716,21.15000009536743,40.15000009536743,,,28.90000009536743,0.8996677398000017,0.19945025441628417,0.04945039746743163,-0.7002174853837175,-0.14999985694885254,19.0,,19.04945039746743,
density_10_nback_1_id_18,18,density_10_nback_1,10,1,26.1000576019,27.6501598358,1.5501022338999988,27.25,31.25,27.09999990463257,27.25,27.09999990463257,27.299999952316284,31.34999990463257,27.299999952316284,52.299999952316284,,,37.84999990463257,1.5501022338999988,1.1499423980999985,0.9999423027325669,-0.40015983580000025,0.04999995231628418,25.0,,26.199942350416283,
density_10_nback_2_id_18,18,density_10_nback_2,10,2,26.9501113892,28.400056839,1.4499454498000013,28.15000009536743,31.549999952316284,27.0,28.15000009536743,27.0,27.40000009536743,31.950000047683716,27.40000009536743,67.34999990463257,,,38.450000047683716,1.4499454498000013,1.1998887061674317,0.049888610800000066,-0.2500567436325696,-0.75,39.94999980926514,,40.399888515432565,
density_20_nback_0_id_18,18,density_20_nback_0,20,0,48.650302887,49.450088501,0.799785614000001,50.15000009536743,49.049999952316284,50.5,49.049999952316284,49.049999952316284,50.15000009536743,49.15000009536743,49.15000009536743,79.45000004768372,,,63.200000047683716,0.799785614000001,0.3996970653162819,0.3996970653162819,-0.4000885486837191,0.10000014305114746,30.299999952316284,,30.799697160683714,
density_20_nback_1_id_18,18,density_20_nback_1,20,1,24.0497589111,25.0997638702,1.0500049591000007,24.90000009536743,27.15000009536743,24.200000047683716,24.90000009536743,24.200000047683716,24.200000047683716,27.700000047683716,24.200000047683716,47.950000047683716,39.65000009536743,,33.299999952316284,1.0500049591000007,0.850241184267432,0.15024113658371618,-0.19976377483256869,-0.7000000476837158,23.75,15.450000047683716,23.900241136583716,15.600241184267432
density_20_nback_2_id_18,18,density_20_nback_2,20,2,49.1494369507,49.999256134,0.8498191832999993,49.450000047683716,52.40000009536743,49.200000047683716,49.450000047683716,49.200000047683716,49.299999952316284,73.09999990463257,49.299999952316284,90.34999990463257,93.95000004768372,,76.65000009536743,0.8498191832999993,0.30056309698371564,0.05056309698371564,-0.5492560863162836,-0.15000009536743164,41.049999952316284,44.65000009536743,41.20056295393257,44.800563096983716
density_0_nback_0_id_19,19,density_0_nback_0,0,0,29.4502487183,30.4502735138,1.0000247955,30.65000009536743,31.84999990463257,30.549999952316284,30.65000009536743,30.549999952316284,30.700000047683716,31.90000009536743,30.700000047683716,51.84999990463257,,,37.0,1.0000247955,1.1997513770674324,1.099751234016285,0.1997265815674325,0.04999995231628418,21.149999856948853,,22.39975118633257,
density_0_nback_1_id_19,19,density_0_nback_1,0,1,34.2001533508,35.7000694275,1.4999160766999964,55.75,35.299999952316284,,35.299999952316284,35.299999952316284,38.15000009536743,36.34999990463257,36.34999990463257,57.59999990463257,,,45.049999952316284,1.4999160766999964,1.0998466015162833,1.0998466015162833,-0.40006947518371305,1.0499999523162842,21.25,,23.399846553832568,
density_0_nback_2_id_19,19,density_0_nback_2,0,2,31.7500152588,33.5005683899,1.750553131100002,63.34999990463257,35.0,,35.0,35.0,48.5,35.09999990463257,35.09999990463257,56.5,45.09999990463257,,39.25,1.750553131100002,3.2499847411999987,3.2499847411999987,1.4994316100999967,0.09999990463256836,21.40000009536743,10.0,24.7499847412,13.349984645832567
density_10_nback_0_id_19,19,density_10_nback_0,10,0,21.2001686096,24.200012207,2.9998435974000017,21.950000047683716,21.40000009536743,21.25,21.40000009536743,21.25,21.25,21.25,21.25,21.25,36.90000009536743,,29.450000047683716,2.9998435974000017,0.19983148576743304,0.049831390400001396,-2.8000121116325687,-0.15000009536743164,0.0,15.650000095367432,0.049831390400001396,15.699831485767433
density_10_nback_1_id_19,19,density_10_nback_1,10,1,26.0495491028,27.7002906799,1.6507415770999998,27.40000009536743,31.200000047683716,27.25,27.40000009536743,27.25,27.40000009536743,31.34999990463257,27.40000009536743,51.75,52.200000047683716,,35.25,1.6507415770999998,1.3504509925674313,1.2004508971999996,-0.3002905845325685,0.0,24.34999990463257,24.799999952316284,25.7004508972,26.150450944883715
density_10_nback_2_id_19,19,density_10_nback_2,10,2,26.9002304077,28.3003139496,1.400083541899999,28.15000009536743,30.200000047683716,26.950000047683716,28.15000009536743,26.950000047683716,27.34999990463257,30.25,27.34999990463257,27.34999990463257,,,35.34999990463257,1.400083541899999,1.2497696876674311,0.04976963998371531,-0.15031385423256793,-0.8000001907348633,0.0,,0.44976949693256785,
density_20_nback_0_id_19,19,density_20_nback_0,20,0,48.6002845764,49.4502792358,0.8499946593999965,50.90000009536743,49.0,50.40000009536743,49.0,49.0,50.799999952316284,49.09999990463257,49.09999990463257,72.40000009536743,,,56.549999952316284,0.8499946593999965,0.3997154236,0.3997154236,-0.4502792357999965,0.09999990463256836,23.300000190734863,,23.79971551896743,
density_20_nback_1_id_19,19,density_20_nback_1,20,1,24.0492706299,24.9991207123,0.9498500824000011,24.90000009536743,30.049999952316284,24.15000009536743,24.90000009536743,24.15000009536743,24.15000009536743,31.700000047683716,24.15000009536743,42.549999952316284,69.40000009536743,,33.09999990463257,0.9498500824000011,0.8507294654674311,0.10072946546743111,-0.09912061693257002,-0.75,18.399999856948853,45.25,18.500729322416284,45.35072946546743
density_20_nback_2_id_19,19,density_20_nback_2,20,2,49.2502441406,50.9005355835,1.6502914428999986,51.200000047683716,52.200000047683716,49.299999952316284,51.200000047683716,49.299999952316284,49.299999952316284,52.450000047683716,49.299999952316284,75.0,67.45000004768372,,56.40000009536743,1.6502914428999986,1.9497559070837127,0.04975581171628107,0.2994644641837141,-1.9000000953674316,25.700000047683716,18.15000009536743,25.749755859399997,18.199755907083713
density_0_nback_0_id_20,20,density_0_nback_0,0,0,29.4504070282,31.3003387451,1.8499317168999987,30.65000009536743,32.450000047683716,30.5,30.65000009536743,30.5,30.65000009536743,32.549999952316284,30.65000009536743,49.25,,,37.09999990463257,1.8499317168999987,1.1995930671674309,1.0495929717999992,-0.6503386497325678,0.0,18.59999990463257,,19.7995929718,
density_0_nback_1_id_20,20,density_0_nback_1,0,1,34.1999053955,36.0497627258,1.8498573303000043,74.54999995231628,35.299999952316284,,35.299999952316284,35.299999952316284,37.5,36.15000009536743,36.15000009536743,64.5,,,45.200000047683716,1.8498573303000043,1.1000945568162876,1.1000945568162876,-0.7497627734837167,0.8500001430511475,28.34999990463257,,30.300094604500003,
density_0_nback_2_id_20,20,density_0_nback_2,0,2,31.7494239807,33.6494560242,1.9000320434999978,34.0,35.549999952316284,,34.0,34.0,65.29999995231628,35.59999990463257,35.59999990463257,54.5,90.95000004768372,,39.25,1.9000320434999978,2.2505760192999986,2.2505760192999986,0.35054397580000085,1.5999999046325684,18.90000009536743,55.35000014305115,22.7505760193,59.200576066983714
density_10_nback_0_id_20,20,density_10_nback_0,10,0,21.1501674652,22.5002746582,1.3501071929999995,22.049999952316284,21.34999990463257,21.200000047683716,21.34999990463257,21.200000047683716,21.200000047683716,21.25,21.200000047683716,30.34999990463257,,,28.700000047683716,1.3501071929999995,0.19983243943256923,0.04983258248371669,-1.1502747535674303,-0.14999985694885254,9.149999856948853,,9.19983243943257,
density_10_nback_1_id_20,20,density_10_nback_1,10,1,26.0504207611,28.4002914429,2.349870681799999,27.299999952316284,29.34999990463257,27.15000009536743,27.299999952316284,27.15000009536743,27.299999952316284,29.40000009536743,27.299999952316284,46.450000047683716,,,34.549999952316284,2.349870681799999,1.2495791912162844,1.0995793342674318,-1.1002914905837144,0.0,19.15000009536743,,20.399579286583716,
density_10_nback_2_id_20,20,density_10_nback_2,10,2,26.9499568939,29.5504302979,2.600473403999999,28.15000009536743,30.75,26.950000047683716,28.15000009536743,26.950000047683716,27.34999990463257,30.84999990463257,27.34999990463257,27.34999990463257,,,35.40000009536743,2.600473403999999,1.2000432014674303,4.315378371444467e-05,-1.4004302025325686,-0.8000001907348633,0.0,,0.400043010732567,
density_20_nback_0_id_20,20,density_20_nback_0,20,0,48.6501426697,50.200012207,1.5498695372999975,50.549999952316284,49.049999952316284,49.700000047683716,49.049999952316284,49.049999952316284,49.65000009536743,49.15000009536743,49.15000009536743,74.15000009536743,,,56.549999952316284,1.5498695372999975,0.3998572826162814,0.3998572826162814,-1.1500122546837162,0.10000014305114746,25.0,,25.49985742566743,
density_20_nback_1_id_20,20,density_20_nback_1,20,1,28.700094223,30.7501869202,2.0500926972,29.0,34.549999952316284,28.75,29.0,28.75,29.09999990463257,40.549999952316284,29.09999990463257,65.65000009536743,49.59999990463257,,40.450000047683716,2.0500926972,0.2999057769999993,0.04990577699999932,-1.7501869202000009,0.09999990463256836,36.55000019073486,20.5,36.94990587236743,20.899905681632568
density_20_nback_2_id_20,20,density_20_nback_2,20,2,43.600353241,45.2998733521,1.6995201111,44.700000047683716,51.59999990463257,43.799999952316284,44.700000047683716,43.799999952316284,43.799999952316284,76.5,43.799999952316284,46.40000009536743,56.700000047683716,,54.799999952316284,1.6995201111,1.0996468066837153,0.19964671131628364,-0.5998733044162847,-0.9000000953674316,2.6000001430511475,12.900000095367432,2.799646854367431,13.099646806683715
density_0_nback_0_id_21,21,density_0_nback_0,0,0,29.450220108,30.9003314972,1.4501113892,30.65000009536743,31.90000009536743,30.5,30.65000009536743,30.5,30.700000047683716,31.950000047683716,30.700000047683716,52.0,72.0,,37.049999952316284,1.4501113892,1.1997799873674317,1.049779892,-0.2503314018325682,0.04999995231628418,21.299999952316284,41.299999952316284,22.549779892,42.549779892000004
density_0_nback_1_id_21,21,density_0_nback_1,0,1,34.2507896423,36.2506561279,1.999866485600002,56.049999952316284,35.34999990463257,,35.34999990463257,35.34999990463257,43.549999952316284,36.25,36.25,57.90000009536743,,,45.549999952316284,1.999866485600002,1.0992102623325692,1.0992102623325692,-0.9006562232674327,0.9000000953674316,21.65000009536743,,23.649210453067433,
density_0_nback_2_id_21,21,density_0_nback_2,0,2,31.7500324249,33.0500526428,1.3000202178999984,56.15000009536743,34.40000009536743,,34.40000009536743,34.40000009536743,75.95000004768372,34.5,34.5,53.0,71.25,,39.15000009536743,1.3000202178999984,2.649967670467433,2.649967670467433,1.3499474525674344,0.09999990463256836,18.5,36.75,21.2499675751,39.4999675751
density_10_nback_0_id_21,21,density_10_nback_0,10,0,21.1998977661,23.5508308411,2.3509330750000004,21.90000009536743,21.34999990463257,21.200000047683716,21.34999990463257,21.200000047683716,21.200000047683716,21.25,21.200000047683716,41.950000047683716,,,29.200000047683716,2.3509330750000004,0.15010213853256715,0.00010228158371461404,-2.200830936467433,-0.14999985694885254,20.75,,20.750102281583715,
density_10_nback_1_id_21,21,density_10_nback_1,10,1,26.0499992371,28.5499572754,2.499958038300001,27.34999990463257,29.799999952316284,27.25,27.34999990463257,27.25,27.40000009536743,29.90000009536743,27.40000009536743,49.0,50.049999952316284,,34.700000047683716,2.499958038300001,1.3000006675325686,1.2000007629000002,-1.1999573707674323,0.05000019073486328,21.59999990463257,22.649999856948853,22.9500007629,24.000000715216284
density_10_nback_2_id_21,21,density_10_nback_2,10,2,26.9007053375,29.1002025604,2.1994972229,28.15000009536743,30.65000009536743,26.950000047683716,28.15000009536743,26.950000047683716,27.34999990463257,30.75,27.34999990463257,27.65000009536743,88.0,,35.200000047683716,2.1994972229,1.2492947578674318,0.049294710183716006,-0.950202465032568,-0.8000001907348633,0.3000001907348633,60.65000009536743,0.7492947578674318,61.0992946625
density_20_nback_0_id_21,21,density_20_nback_0,20,0,48.6494750977,49.8495330811,1.2000579834000007,51.799999952316284,49.0,49.700000047683716,49.0,49.0,49.700000047683716,49.15000009536743,49.15000009536743,74.59999990463257,52.90000009536743,,56.700000047683716,1.2000579834000007,0.3505249023000019,0.3505249023000019,-0.8495330810999988,0.15000009536743164,25.449999809265137,3.75,25.95052480693257,4.2505249976674335
density_20_nback_1_id_21,21,density_20_nback_1,20,1,24.0991611481,25.7493419647,1.6501808166000025,24.950000047683716,27.40000009536743,24.200000047683716,24.950000047683716,24.200000047683716,24.200000047683716,29.200000047683716,24.200000047683716,50.65000009536743,41.450000047683716,,33.200000047683716,1.6501808166000025,0.8508388995837173,0.10083889958371728,-0.7993419170162852,-0.75,26.450000047683716,17.25,26.550838947267433,17.350838899583717
density_20_nback_2_id_21,21,density_20_nback_2,20,2,49.1503982544,51.3996772766,2.2492790221999996,49.34999990463257,53.0,49.200000047683716,49.34999990463257,49.200000047683716,49.200000047683716,53.200000047683716,49.200000047683716,73.04999995231628,73.90000009536743,,56.40000009536743,2.2492790221999996,0.19960165023256593,0.04960179328371339,-2.0496773719674337,-0.14999985694885254,23.84999990463257,24.700000047683716,23.89960169791628,24.74960184096743
density_0_nback_0_id_22,22,density_0_nback_0,0,0,29.4501876831,29.9500217438,0.4998340606999996,46.549999952316284,32.40000009536743,30.5,32.40000009536743,30.5,30.84999990463257,32.450000047683716,30.84999990463257,47.549999952316284,,,36.84999990463257,0.4998340606999996,2.9498124122674305,1.0498123168999989,2.449978351567431,-1.5500001907348633,16.700000047683716,,18.099812269216283,
density_0_nback_1_id_22,22,density_0_nback_1,0,1,34.1999359131,35.8997383118,1.699802398700001,47.15000009536743,35.34999990463257,,35.34999990463257,35.34999990463257,47.15000009536743,36.200000047683716,36.200000047683716,54.65000009536743,,,45.700000047683716,1.699802398700001,1.1500639915325692,1.1500639915325692,-0.5497384071674318,0.8500001430511475,18.450000047683716,,20.450064182267432,
density_0_nback_2_id_22,22,density_0_nback_2,0,2,31.7495994568,33.7994766235,2.0498771667,33.84999990463257,35.0,,33.84999990463257,33.84999990463257,44.90000009536743,35.09999990463257,35.09999990463257,48.65000009536743,,,39.34999990463257,2.0498771667,2.1004004478325697,2.1004004478325697,0.050523281132569764,1.25,13.550000190734863,,16.900400638567433,
density_10_nback_0_id_22,22,density_10_nback_0,10,0,21.1496982574,21.6497306824,0.5000324250000006,21.549999952316284,21.299999952316284,21.15000009536743,21.299999952316284,21.15000009536743,21.15000009536743,21.200000047683716,21.15000009536743,42.450000047683716,,,28.65000009536743,0.5000324250000006,0.15030169491628342,0.00030183796743088465,-0.34973073008371713,-0.14999985694885254,21.299999952316284,,21.300301790283715,
density_10_nback_1_id_22,22,density_10_nback_1,10,1,26.1005687714,28.1001777649,1.9996089935000008,27.299999952316284,31.34999990463257,27.200000047683716,27.299999952316284,27.200000047683716,27.34999990463257,31.450000047683716,27.34999990463257,44.799999952316284,47.40000009536743,45.40000009536743,34.700000047683716,1.9996089935000008,1.1994311809162852,1.0994312762837168,-0.8001778125837156,0.04999995231628418,17.450000047683716,20.050000190734863,18.699431180916285,21.299431323967433
density_10_nback_2_id_22,22,density_10_nback_2,10,2,26.9492492676,29.19962883,2.2503795624000027,28.200000047683716,32.84999990463257,26.950000047683716,28.200000047683716,26.950000047683716,27.40000009536743,31.5,27.40000009536743,47.549999952316284,,,36.25,2.2503795624000027,1.2507507800837168,0.0007507800837167622,-0.9996287823162859,-0.7999999523162842,20.149999856948853,,20.600750684716285,
density_20_nback_0_id_22,22,density_20_nback_0,20,0,48.6504592896,49.900604248,1.2501449584,53.049999952316284,49.049999952316284,49.700000047683716,49.049999952316284,49.049999952316284,49.700000047683716,49.15000009536743,49.15000009536743,66.65000009536743,77.09999990463257,,56.5,1.2501449584,0.39954066271628363,0.39954066271628363,-0.8506042956837163,0.10000014305114746,17.5,27.949999809265137,17.99954080576743,28.449540615032568
density_20_nback_1_id_22,22,density_20_nback_1,20,1,24.0502147675,24.6502094269,0.5999946593999965,24.90000009536743,28.0,24.200000047683716,24.90000009536743,24.200000047683716,24.200000047683716,28.5,24.200000047683716,45.34999990463257,46.0,,33.40000009536743,0.5999946593999965,0.8497853278674299,0.14978528018371406,0.24979066846743336,-0.7000000476837158,21.149999856948853,21.799999952316284,21.299785137132567,21.9497852325
density_20_nback_2_id_22,22,density_20_nback_2,20,2,49.1496543884,51.1996803284,2.0500259399999976,49.40000009536743,54.450000047683716,49.15000009536743,49.40000009536743,49.15000009536743,49.200000047683716,54.549999952316284,49.200000047683716,63.700000047683716,71.75,,56.5,2.0500259399999976,0.25034570696742975,0.0003457069674297486,-1.7996802330325679,-0.20000004768371582,14.5,22.549999952316284,14.550345659283714,22.600345611599998
density_0_nback_0_id_23,23,density_0_nback_0,0,0,29.450220108,31.7503376007,2.3001174927,30.65000009536743,33.700000047683716,30.5,30.65000009536743,30.5,30.700000047683716,33.799999952316284,30.700000047683716,46.75,,,37.299999952316284,2.3001174927,1.1997799873674317,1.049779892,-1.1003375053325684,0.04999995231628418,16.049999952316284,,17.299779892,
