cell,n,consistent,road_id,station_median_m,station_sd_across_trials_m,resid_p95_median_m,dD_per_ds_median,hazard_distance_at_tor_median_m
d0_n0,56,1.0,15.0,79.69096374499998,0.39260157205469626,0.7352567674240066,0.9955040057602581,196.50245892146464
d0_n1,57,0.0,37.0,788.87158203,0.36326312454034454,99.074560545046,0.7785361293498698,135.74462228001747
d0_n2,54,1.0,23.0,205.0887314382175,0.36101265163062235,0.1977580071625013,1.0004339371031978,172.61897537927126
d10_n0,53,1.0,24.0,1189.3192443849998,0.40595603177369455,0.664910890900137,0.9943422260995125,189.90602973953625
d10_n1,57,1.0,31.0,74.3551483155,0.42492116212792985,0.3198695184249587,1.0000000000000426,196.56113702917688
d10_n2,57,1.0,15.0,79.42684936500001,0.33184752900491743,0.8067413329999837,0.9969807835065216,176.05901322770708
d20_n0,50,1.0,24.0,93.64900207575002,0.3380361499484084,0.4404003144374894,0.9986762168567052,177.94231160338117
d20_n1,51,1.0,24.0,1189.657470703,1.655070896791194,0.3531799321999188,0.9976322951506696,176.5913736572028
d20_n2,57,1.0,15.0,1200.803710937,0.37111968735782047,0.492888923880173,1.0002363582864038,157.87019463052857
