trial_id,participant_id,cell,t_tor,t_ms,t_lane_crossing,lane_crossing_state,t_manual_stop,manual_stop_state,onset_angle_rise_0.02_s5_rel_ms_s,onset_angle_rise_0.05_s5_rel_ms_s,onset_angle_rise_0.10_s5_rel_ms_s,onset_angle_signed_0.05_s5_rel_ms_s,onset_angle_abs_0.05_s1_rel_ms_s,onset_rate_signed_0.10_s3_rel_ms_s,t_steer_onset,t_excursion_start,primary_rule_met_tor_to_ms,indicator_left_before_tor,indicator_left_tor_to_ms,t_indicator_left,indicator_right_after_lc_rel_lc_s,tor_to_ms_s,ms_to_steer_onset_s,steer_onset_to_indicator_s,steer_onset_to_lane_crossing_s,ms_to_lane_crossing_s,lane_crossing_to_manual_stop_s,ms_to_manual_stop_s,ms_to_indicator_s,indicator_to_lane_crossing_s,ms_to_excursion_start_s,tor_to_steer_onset_s,order_ms_le_onset,order_onset_before_lc,order_lc_before_stop,torque_sd_pre_tor,torque_sd_manual,torque_angle_corr_manual,torque_leads_angle_samples,brake_channel_active_at_steer_onset,hazard_station_state,hazard_road_id,hazard_direction,hazard_station_m,hazard_resid_p95_m,hazard_resid_max_m,hazard_dD_per_ds,hazard_distance_at_steer_onset_m,hazard_distance_at_lane_crossing_m,hazard_distance_at_tor_m,d_follow_at_steer_onset_m,d_follow_at_steer_onset_tag,d_follow_at_pre_lane_crossing_m,d_follow_at_pre_lane_crossing_tag,d_follow_tagcount_missing,d_follow_tagcount_zero_from_recording_start,d_lead_next_at_steer_onset_m,d_lead_next_at_steer_onset_tag,d_lead_next_at_pre_lane_crossing_m,d_lead_next_at_pre_lane_crossing_tag,d_lead_next_tagcount_missing,d_lead_next_tagcount_value,d_lead_next_tagcount_zero_after_lane_crossing,d_lead_next_tagcount_zero_handoff,d_follow_next_at_steer_onset_m,d_follow_next_at_steer_onset_tag,d_follow_next_at_pre_lane_crossing_m,d_follow_next_at_pre_lane_crossing_tag,d_follow_next_tagcount_missing,d_follow_next_tagcount_value,d_follow_next_tagcount_zero_from_recording_start,d_follow_tagcount_value,d_follow_tagcount_zero_after_far_value,d_follow_next_tagcount_zero_after_far_value,d_follow_tagcount_zero_after_lane_crossing,d_lead_next_tagcount_zero_after_far_value,d_follow_next_tagcount_zero_after_mid_value,d_lead_next_tagcount_zero_after_near_value,d_lead_next_tagcount_zero_after_mid_value,d_follow_next_tagcount_zero_after_near_value,d_follow_next_tagcount_zero_handoff,d_follow_next_tagcount_zero_after_lane_crossing,d_follow_tagcount_zero_after_mid_value,d_follow_tagcount_negative,d_follow_tagcount_zero_after_near_value,d_follow_next_tagcount_negative,exposure
density_0_nback_0_id_20,20,d0_n0,29.4504070282,31.3003387451,34.9002723694,VALIDATED,43.3002891541,SINGLE,0.9496612549000005,1.0496611595325689,1.2996611595325689,1.0496611595325689,1.0496611595325689,0.9496612549000005,32.34999990463257,31.700000047683716,False,False,False,,,1.8499317168999987,1.0496611595325689,,2.5502724647674313,3.5999336243,8.4000167847,11.999950409,,,0.39966130258371635,2.8995928764325676,True,True,True,0.007047839867983688,0.40266136436073885,-0.9977191396629396,1,False,CONSISTENT,15.0,-1.0,79.761352539,0.731576919694999,0.9322513341700045,0.9944282780304868,118.050415039,53.949041395330134,196.22295306377416,,zero_from_recording_start,,zero_from_recording_start,4,1465.0,92.7666015625,value,80.2658691406,value,4,1254,104.0,107.0,,zero_from_recording_start,,zero_from_recording_start,4,107.0,1358.0,,,,,,,,,,,,,,,,7
density_0_nback_0_id_21,21,d0_n0,29.450220108,30.9003314972,34.000087738,VALIDATED,46.1498985291,SINGLE,0.7496685981674318,0.8996684551162843,1.1496684551162843,0.9496684074325685,0.9496684074325685,0.9996685981674318,31.799999952316284,31.200000047683716,False,False,False,33.25,6.099912166632571,1.4501113892,0.8996684551162843,1.4500000476837158,2.2000877856837135,3.099756240799998,12.149810791100002,15.2495670319,2.3496685028,0.7500877379999977,0.299668550483716,2.3497798443162843,True,True,True,0.007228296132409109,0.33879988577009035,-0.994996618624774,1,False,CONSISTENT,15.0,-1.0,79.08486938499996,0.773231506110001,0.9370799067252591,0.9964280112685697,132.76953125,76.0992022350626,196.99548273884167,,zero_from_recording_start,,zero_from_recording_start,4,1522.0,97.8636474609,value,83.7406005859,value,4,1129,175.0,218.0,,zero_from_recording_start,,zero_from_recording_start,4,218.0,1304.0,,,,,,,,,,,,,,,,5
density_0_nback_0_id_22,22,d0_n0,29.4501876831,29.9500217438,33.9502906799,VALIDATED,40.0501098633,SINGLE,1.8999781608325677,2.449978351567431,7.499978303883715,2.449978351567431,2.449978351567431,2.3999781608325677,32.40000009536743,30.59999990463257,False,False,False,30.59999990463257,7.649709224732568,0.4998340606999996,2.449978351567431,-1.8000001907348633,1.5502905845325685,4.0002689360999995,6.099819183400001,10.1000881195,0.6499781608325677,3.350290775267432,0.6499781608325677,2.9498124122674305,True,True,True,0.007498950146345081,0.36659276655482215,-0.9979044264416672,1,False,CONSISTENT,15.0,-1.0,79.53048705999998,0.7572563166599905,0.9498829836599896,0.9941395261386909,115.547973633,74.42908045613463,196.43569547144557,,zero_from_recording_start,,zero_from_recording_start,4,1400.0,91.1478271484,value,80.4932861328,value,4,1097,209.0,94.0,,zero_from_recording_start,,zero_from_recording_start,4,94.0,1306.0,,,,,,,,,,,,,,,,7
density_0_nback_0_id_23,23,d0_n0,29.450220108,31.7503376007,35.6000366211,VALIDATED,41.7999725342,SINGLE,1.6996624469837158,1.8496623039325684,1.9996623993,1.8996624946674316,1.8996624946674316,1.6496624946674316,33.59999990463257,32.450000047683716,False,False,False,33.200000047683716,2.299963474267429,2.3001174927,1.8496623039325684,-0.39999985694885254,2.0000367164674344,3.849699020400003,6.199935913099999,10.049634933500002,1.4496624469837158,2.400036573416287,0.6996624469837158,4.1497797966325685,True,True,True,0.007307441085413185,0.4133073191793461,-0.9981838517081505,2,False,CONSISTENT,15.0,-1.0,79.74555969250002,0.7327880857499736,0.8627476693700231,0.9958105140934165,87.7424316406,40.16834962089504,196.1660151363332,,zero_from_recording_start,,zero_from_recording_start,4,804.0,87.9873046875,value,84.3029785156,value,4,1292,96.0,48.0,,zero_from_recording_start,,zero_from_recording_start,4,48.0,1388.0,2.0,630.0,,,,,,,,,,,,,,2
density_0_nback_0_id_24,24,d0_n0,29.4498767853,30.5498561859,33.1999397278,VALIDATED,43.0003623962,SINGLE,0.9001438617837145,1.0001437664162829,1.1001439094674303,1.050143718732567,1.050143718732567,0.8501439094674303,31.549999952316284,31.09999990463257,False,False,False,,,1.0999794006000023,1.0001437664162829,,1.6499397754837162,2.650083541899999,9.800422668400003,12.450506210300002,,,0.5501437187325671,2.100123167016285,True,True,True,0.007387358873822081,0.496680886307468,-0.9969687184362129,1,False,CONSISTENT,15.0,-1.0,79.174804688,0.7019070630299977,0.7971339231299908,0.9946739240211995,139.133422852,95.98172598098431,196.89256481333567,,zero_from_recording_start,,zero_from_recording_start,4,1460.0,99.8785400391,value,87.7730712891,value,4,1156,143.0,161.0,,zero_from_recording_start,,zero_from_recording_start,4,161.0,1299.0,,,,,,,,,,,,,,,,6
density_0_nback_0_id_25,25,d0_n0,29.4498462677,30.699546814,34.2500152588,VALIDATED,45.7998580933,SINGLE,1.0004532336837144,1.5004532336837144,11.400453090632567,1.6004531383162828,1.6004531383162828,3.3004531859999986,32.200000047683716,31.25,False,False,False,32.15000009536743,5.049984693516286,1.2497005463000015,1.5004532336837144,-0.04999995231628418,2.050015211116282,3.5504684447999963,11.549842834500005,15.100311279300001,1.4504532813674302,2.100015163432566,0.5504531859999986,2.750153779983716,True,True,True,0.007558270316479106,0.32604682720110073,-0.9966845175506096,1,False,CONSISTENT,15.0,-1.0,79.17868041950001,0.7138626094560124,0.9252471924999952,0.9955097061193543,122.194946289,69.64758138302149,196.8883726410243,,zero_from_recording_start,,zero_from_recording_start,4,1516.0,94.1948242188,value,82.0056152344,value,4,1202,158.0,156.0,,zero_from_recording_start,,zero_from_recording_start,4,156.0,1360.0,,,,,,,,,,,,,,,,4
density_0_nback_0_id_26,26,d0_n0,29.4503383636,31.7503471375,35.0504837036,VALIDATED,42.1004104614,SINGLE,1.099652767132568,1.2996528148162838,1.5496528148162838,1.349652767132568,1.349652767132568,1.2996528148162838,33.049999952316284,32.5,False,False,False,37.450000047683716,0.04951620103256715,2.3000087739,1.2996528148162838,4.400000095367432,2.000483751283717,3.300136566100001,7.0499267578000016,10.350063323900002,5.6996529101837154,-2.3995163440837146,0.7496528624999996,3.599661588716284,True,True,True,0.007263972421961483,0.38030955442971204,-0.9959105535567823,1,False,CONSISTENT,15.0,-1.0,80.10394287149998,0.7846527095000226,0.9111785892899888,0.9971348722884614,100.868286133,52.55678793218587,195.93684942715672,,zero_from_recording_start,,zero_from_recording_start,4,1441.0,89.6765136719,value,83.3015136719,value,4,1174,126.0,141.0,,zero_from_recording_start,,zero_from_recording_start,4,141.0,1300.0,,,,,,,,,,,,,,,,3
density_0_nback_0_id_27,27,d0_n0,29.4503288269,30.3997402191,33.6000366211,VALIDATED,55.7997436523,SINGLE,0.9002597332162843,1.0002598762674317,1.4002597332162843,1.0002598762674317,1.0002598762674317,0.8502597809000001,31.40000009536743,30.700000047683716,False,False,False,,,0.9494113921999983,1.0002598762674317,,2.200036525732571,3.200296402000003,22.1997070312,25.400003433200002,,,0.3002598285837159,1.94967126846743,True,True,True,0.007452628420989485,0.3338459613881226,-0.9964948738473779,1,False,CONSISTENT,15.0,-1.0,80.030715942,0.6646465778420022,0.9321594239999911,0.9942123201899108,142.299194336,84.60931292860776,196.0099838099039,,zero_from_recording_start,,zero_from_recording_start,4,905.0,101.323242188,value,85.2708740234,value,4,682,235.0,798.0,,zero_from_recording_start,,zero_from_recording_start,4,182.0,917.0,208.0,602.0,616.0,,,,,,,,,,,,,8
density_0_nback_0_id_28,28,d0_n0,29.4491634369,33.7991104126,36.449546814,VALIDATED,44.5996589661,SINGLE,0.4008896350837148,0.7508895397162831,1.0508894920325673,0.7508895397162831,0.7508895397162831,1.1508896350837148,34.549999952316284,33.90000009536743,False,False,False,,3.3504531383162828,4.3499469757,0.7508895397162831,,1.8995468616837172,2.6504364014000004,8.1501121521,10.8005485535,,,0.1008896827674306,5.100836515416283,True,True,True,0.007518588689397598,0.3801705224631518,-0.9842789184330116,1,True,CONSISTENT,15.0,-1.0,79.56883239749996,0.7078712461000393,0.7144012455000279,0.9986398942077747,69.3254394531,32.48032514558175,196.53131288838446,,zero_from_recording_start,,zero_from_recording_start,4,1490.0,88.9626464844,value,95.2492675781,value,4,1380,112.0,,,zero_from_recording_start,,zero_from_recording_start,4,,1492.0,2.0,,,,,,,,,,,,,,,4
density_0_nback_0_id_29,29,d0_n0,29.4509487152,31.7009849548,34.2009773254,VALIDATED,44.1002082825,SINGLE,0.4490151405674325,0.5990149975162851,0.9490151405674325,0.5990149975162851,0.5990149975162851,1.099014997516285,32.299999952316284,31.799999952316284,False,False,False,,0.04902267460000331,2.2500362396,0.5990149975162851,,1.9009773730837125,2.4999923705999976,9.899230957100002,12.3992233277,,,0.09901499751628506,2.849051237116285,True,True,True,0.007444297625295838,0.3966632877998148,-0.9932035635261596,1,True,CONSISTENT,15.0,-1.0,78.97756958100001,0.6966125484999892,0.841857908999998,0.9984012630886536,120.287597656,74.22792572443791,196.98182085485914,,zero_from_recording_start,,zero_from_recording_start,4,1481.0,94.0926513672,value,85.4583740234,value,4,1333,148.0,,,zero_from_recording_start,,zero_from_recording_start,4,,1481.0,,,,,,,,,,,,,,,,3
density_0_nback_0_id_2,2,d0_n0,29.4496879578,31.3002529144,35.3997192383,VALIDATED,36.7997779846,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,1.799746990232567,1.9497470855999985,2.299746990232567,1.9997470379162827,1.9997470379162827,1.799746990232567,33.25,31.90000009536743,False,False,False,32.75,4.600280761699999,1.850564956600003,1.9497470855999985,-0.5,2.1497192383000012,4.0994663239,1.4000587462999974,5.499525070199997,1.4497470855999985,2.6497192383000012,0.5997471809674302,3.8003120422000016,True,True,True,0.007544951177846891,0.30821284145811084,-0.9923222016194309,2,False,CONSISTENT,15.0,-1.0,79.7383117675,0.7360092167999938,0.7520139663970014,0.993699728242581,97.0037841797,50.14120552797758,196.2513532217334,,zero_from_recording_start,,zero_from_recording_start,4,1336.0,89.7198486328,value,88.3713378906,value,4,1189,147.0,,,zero_from_recording_start,,zero_from_recording_start,4,,1336.0,,,,,,,,,,,,,,,,2
density_0_nback_0_id_30,30,d0_n0,29.450044632,30.7505912781,35.5508613586,VALIDATED,43.5505218506,SINGLE,2.1494088172674317,2.2494087219,3.1494088172674317,2.4994087219,2.4994087219,2.0994086265325684,33.0,32.450000047683716,False,False,False,32.65000009536743,3.3491387367674292,1.300546646099999,2.2494087219,-0.34999990463256836,2.5508613586000024,4.8002700805000025,7.999660491999997,12.7999305725,1.8994088172674317,2.9008612632325708,1.699408769583716,3.549955367999999,True,True,True,0.007370186072225963,0.3587404242737257,-0.9972323816139576,1,False,CONSISTENT,15.0,-1.0,79.74790954599999,0.7243301385000279,0.8652801519999969,0.9970755523936774,100.850830078,36.48996663637407,196.22769462505929,,zero_from_recording_start,,zero_from_recording_start,4,1470.0,89.1120605469,value,79.3640136719,value,4,1184,119.0,167.0,,zero_from_recording_start,,zero_from_recording_start,4,167.0,1303.0,,,,,,,,,,,,,,,,2
density_0_nback_0_id_31,31,d0_n0,29.4500331879,30.3501281738,35.4002494812,VALIDATED,48.9005203247,SINGLE,1.7498717308325666,2.4998717308325666,2.6998717785162825,2.7498717308325666,1.1998717785162825,2.4998717308325666,32.84999990463257,31.59999990463257,False,False,False,32.40000009536743,6.249750614167432,0.9000949859000009,2.4998717308325666,-0.4499998092651367,2.550249576567431,5.050121307399998,13.500270843499997,18.550392150899995,2.04987192156743,3.000249385832568,1.2498717308325666,3.3999667167325676,True,True,True,0.007409504189422821,0.3372250699112977,-0.9892967385561904,2,True,CONSISTENT,15.0,-1.0,79.33251953099997,0.8084182740850316,0.9167785639999693,0.9963386832480822,106.916137695,52.60589656863982,196.66440073062788,,zero_from_recording_start,,zero_from_recording_start,4,1578.0,90.9547119141,value,89.6204833984,value,4,1170,164.0,244.0,,zero_from_recording_start,,zero_from_recording_start,4,244.0,1334.0,,,,,,,,,,,,,,,,2
density_0_nback_0_id_32,32,d0_n0,29.3999462128,30.4002075195,33.0502853394,VALIDATED,38.0501785278,SINGLE,0.44979238513256803,0.8497924804999997,1.0997924804999997,0.8997924328162838,0.8997924328162838,1.1497924328162838,31.25,30.5,False,False,False,,6.999714612916286,1.0002613067000006,0.8497924804999997,,1.8002853393999985,2.650077819899998,4.9998931884000015,7.6499710083,,,0.09979248049999967,1.8500537872000002,True,True,True,0.007305125925320062,0.3892661194142825,-0.9965428571907504,1,True,CONSISTENT,15.0,-1.0,80.18728637699999,0.8301605224899856,1.0599443913199877,0.9946207143885293,146.078735352,97.41193883164247,197.26351989460247,,zero_from_recording_start,,zero_from_recording_start,4,1360.0,102.576293945,value,87.4014892578,value,4,1110,195.0,55.0,,zero_from_recording_start,,zero_from_recording_start,4,55.0,1305.0,,,,,,,,,,,,,,,,7
density_0_nback_0_id_33,33,d0_n0,29.4507465363,31.000371933,35.6501808167,VALIDATED,46.550491333,SINGLE,1.7496280669999997,10.499628067,12.249628067,,4.899628162367431,,41.5,37.34999990463257,False,False,False,32.25,2.1498191356162835,1.5496253967000015,10.499628067,-9.25,-5.849819183299999,4.6498088837000005,10.900310516299996,15.550119399999996,1.2496280669999997,3.4001808167000007,6.349627971632568,12.049253463700001,True,False,True,0.007320857757343341,0.2860374562596597,-0.9977810744402,1,False,CONSISTENT,15.0,-1.0,79.47906494149998,0.7606203318064928,0.7884979245000068,0.9967992265583867,-120.061767578,34.22899996903683,196.51904704525984,,zero_from_recording_start,,zero_from_recording_start,4,1531.0,,zero_after_lane_crossing,76.3420410156,value,4,1184,125.0,222.0,,zero_from_recording_start,,zero_from_recording_start,4,222.0,1309.0,,,,,,,,,,,,,,,,8
