trial_id,participant_id,cell,t_tor,t_ms,t_lane_crossing,lane_crossing_state,t_manual_stop,manual_stop_state,onset_angle_rise_0.02_s5_rel_ms_s,onset_angle_rise_0.05_s5_rel_ms_s,onset_angle_rise_0.10_s5_rel_ms_s,onset_angle_signed_0.05_s5_rel_ms_s,onset_angle_abs_0.05_s1_rel_ms_s,onset_rate_signed_0.10_s3_rel_ms_s,t_steer_onset,t_excursion_start,primary_rule_met_tor_to_ms,indicator_left_before_tor,indicator_left_tor_to_ms,t_indicator_left,indicator_right_after_lc_rel_lc_s,tor_to_ms_s,ms_to_steer_onset_s,steer_onset_to_indicator_s,steer_onset_to_lane_crossing_s,ms_to_lane_crossing_s,lane_crossing_to_manual_stop_s,ms_to_manual_stop_s,ms_to_indicator_s,indicator_to_lane_crossing_s,ms_to_excursion_start_s,tor_to_steer_onset_s,order_ms_le_onset,order_onset_before_lc,order_lc_before_stop,torque_sd_pre_tor,torque_sd_manual,torque_angle_corr_manual,torque_leads_angle_samples,brake_channel_active_at_steer_onset,hazard_station_state,hazard_road_id,hazard_direction,hazard_station_m,hazard_resid_p95_m,hazard_resid_max_m,hazard_dD_per_ds,hazard_distance_at_steer_onset_m,hazard_distance_at_lane_crossing_m,hazard_distance_at_tor_m,d_follow_at_steer_onset_m,d_follow_at_steer_onset_tag,d_follow_at_pre_lane_crossing_m,d_follow_at_pre_lane_crossing_tag,d_follow_tagcount_missing,d_follow_tagcount_zero_from_recording_start,d_lead_next_at_steer_onset_m,d_lead_next_at_steer_onset_tag,d_lead_next_at_pre_lane_crossing_m,d_lead_next_at_pre_lane_crossing_tag,d_lead_next_tagcount_missing,d_lead_next_tagcount_value,d_lead_next_tagcount_zero_after_lane_crossing,d_lead_next_tagcount_zero_handoff,d_follow_next_at_steer_onset_m,d_follow_next_at_steer_onset_tag,d_follow_next_at_pre_lane_crossing_m,d_follow_next_at_pre_lane_crossing_tag,d_follow_next_tagcount_missing,d_follow_next_tagcount_value,d_follow_next_tagcount_zero_from_recording_start,d_follow_tagcount_value,d_follow_tagcount_zero_after_far_value,d_follow_next_tagcount_zero_after_far_value,d_follow_tagcount_zero_after_lane_crossing,d_lead_next_tagcount_zero_after_far_value,d_follow_next_tagcount_zero_after_mid_value,d_lead_next_tagcount_zero_after_near_value,d_lead_next_tagcount_zero_after_mid_value,d_follow_next_tagcount_zero_after_near_value,d_follow_next_tagcount_zero_handoff,d_follow_next_tagcount_zero_after_lane_crossing,d_follow_tagcount_zero_after_mid_value,d_follow_tagcount_negative,d_follow_tagcount_zero_after_near_value,d_follow_next_tagcount_negative,exposure
density_0_nback_0_id_10,10,d0_n0,29.4496212006,30.350107193,34.749420166,VALIDATED,41.6502990723,SINGLE,1.7498927116325689,1.8998928070000005,2.3998928070000005,2.049892902367432,2.049892902367432,1.7998929023674322,32.25,31.799999952316284,False,False,False,31.90000009536743,7.600579738632568,0.9004859924000002,1.8998928070000005,-0.34999990463256836,2.499420166,4.399312973000001,6.900878906300001,11.300191879300002,1.5498929023674322,2.8494200706325685,1.4498927593162847,2.8003787994000007,True,True,True,0.007480550649709573,0.30279446558517104,-0.9969170606164977,1,False,CONSISTENT,15.0,-1.0,78.972015381,0.6558624270660004,0.8246917719999942,0.994485061411336,120.487792969,54.89266544508966,196.900441488621,,zero_from_recording_start,,zero_from_recording_start,4,1432.0,93.6361083984,value,78.9140625,value,4,1092,207.0,133.0,,zero_from_recording_start,,zero_from_recording_start,4,133.0,1299.0,,,,,,,,,,,,,,,,7
density_0_nback_0_id_11,11,d0_n0,29.4492549896,30.949426651,34.6493492126,VALIDATED,43.8493270874,SINGLE,1.9005732536325688,2.0505733490000004,2.200573444367432,2.150573253632569,2.150573253632569,1.8005733490000004,33.0,32.65000009536743,False,False,False,32.34999990463257,2.6506507397162835,1.5001716613999996,2.0505733490000004,-0.6500000953674316,1.6493492126000007,3.699922561600001,9.199977874799998,12.8999004364,1.4005732536325688,2.2993493079674323,1.700573444367432,3.5507450104,True,True,True,0.007441185021867249,0.44054218502075787,-0.9934463165086167,2,False,CONSISTENT,15.0,-1.0,79.98414611800001,0.7149291999999887,0.9037631748300186,0.9978747953073389,103.42590332,67.1917201589755,195.9729739459859,,zero_from_recording_start,,zero_from_recording_start,4,803.0,91.6842041016,value,89.5727539062,value,4,1310,125.0,41.0,,zero_from_recording_start,,zero_from_recording_start,4,41.0,1435.0,13.0,660.0,,,,,,,,,,,,,,1
density_0_nback_0_id_12,12,d0_n0,29.4500656128,30.0508518219,33.8002815247,VALIDATED,41.8500213623,SINGLE,1.1491482257837156,1.1991481780999997,2.5991482734674314,2.3991482257837156,2.3991482257837156,1.0991482734674314,31.25,30.75,False,False,False,31.200000047683716,3.749718427616287,0.6007862091000007,1.1991481780999997,-0.04999995231628418,2.5502815246999972,3.749429702799997,8.0497398376,11.799169540399998,1.1491482257837156,2.6002814770162814,0.6991481780999997,1.7999343872000004,True,True,True,0.0073648342505226215,0.6890865447354877,-0.9983257252905552,1,False,CONSISTENT,15.0,-1.0,79.0415039065,0.8260162355199896,0.9726253750470022,0.9921922365708828,147.051513672,77.77245693971398,196.82916847189344,,zero_from_recording_start,,zero_from_recording_start,4,1436.0,102.697631836,value,81.4388427734,value,4,1193,113.0,130.0,,zero_from_recording_start,,zero_from_recording_start,4,130.0,1306.0,,,,,,,,,,,,,,,,5
density_0_nback_0_id_13,13,d0_n0,29.4501628876,30.900182724,34.9001693726,VALIDATED,45.1006660461,SINGLE,1.8498172759999996,2.0498173236837154,2.499817371367431,2.249817371367431,2.249817371367431,1.699817180632568,32.950000047683716,32.450000047683716,False,False,False,32.049999952316284,4.499830722767435,1.4500198363999992,2.0498173236837154,-0.9000000953674316,1.9501693249162813,3.9999866485999966,10.200496673500005,14.200483322100002,1.1498172283162837,2.850169420283713,1.5498173236837154,3.4998371600837146,True,True,True,0.007372331388415318,0.38707239158070156,-0.997812375573156,1,False,CONSISTENT,15.0,-1.0,80.07632446300002,0.7545280456200203,0.8955912591000157,0.9980002297636288,102.303222656,53.118859364120674,195.94369369767264,,zero_from_recording_start,,zero_from_recording_start,4,1502.0,89.580078125,value,81.1805419922,value,4,1189,149.0,164.0,,zero_from_recording_start,,zero_from_recording_start,4,164.0,1338.0,,,,,,,,,,,,,,,,3
density_0_nback_0_id_15,15,d0_n0,29.4498729706,30.9498062134,36.649772644,VALIDATED,45.6501655579,SINGLE,1.8501937389162855,2.4001936912325696,3.1001937389162855,3.0501937866000013,3.0501937866000013,2.9001936912325696,33.34999990463257,32.299999952316284,False,False,False,32.75,3.7502274513674294,1.4999332427999974,2.4001936912325696,-0.5999999046325684,3.299772739367434,5.6999664306000035,9.0003929139,14.700359344500004,1.8001937866000013,3.8997726440000022,1.3501937389162855,3.900126934032567,True,True,True,0.007577543089628788,0.1933500838390543,-0.8955801256687254,4,True,CONSISTENT,15.0,-1.0,79.88456726150002,0.6999130240999776,0.8288269034999587,0.9953484086235189,101.967041016,57.37911576364812,196.13436530992794,,zero_from_recording_start,,zero_from_recording_start,4,1512.0,97.1851806641,value,125.82409668,value,4,1347,165.0,,,zero_from_recording_start,,zero_from_recording_start,4,,1512.0,,,,,,,,,,,,,,,,9
density_0_nback_0_id_16,16,d0_n0,29.4497737885,30.649274826,35.3991279602,VALIDATED,48.9492797852,SINGLE,2.150725126316285,3.2507252693674324,3.5007252693674324,3.350725174000001,3.350725174000001,3.200725078632569,33.90000009536743,32.5,False,False,False,33.549999952316284,5.650871992116286,1.1995010374999993,3.2507252693674324,-0.35000014305114746,1.499127864832566,4.7498531341999986,13.550151825,18.3000049592,2.900725126316285,1.8491280078837136,1.8507251740000008,4.450226306867432,True,True,True,0.007589412006645156,0.5021568469258221,-0.9978846146283434,1,False,CONSISTENT,15.0,-1.0,79.99978637699999,0.6816246033150037,0.8893587589559928,0.997536094949522,77.3348388672,39.874641793892856,195.92625059566285,,zero_from_recording_start,,zero_from_recording_start,4,1578.0,83.7493896484,value,79.2595214844,value,4,1231,157.0,190.0,,zero_from_recording_start,,zero_from_recording_start,4,190.0,1388.0,,,,,,,,,,,,,,,,7
density_0_nback_0_id_17,17,d0_n0,29.450553894,30.6995410919,33.2495613098,VALIDATED,41.8502578735,SINGLE,0.6504588127325697,0.7504589557837171,1.0004589557837171,0.8004589081000013,0.8004589081000013,0.6004588604162855,31.450000047683716,31.049999952316284,False,False,False,31.25,4.750438690199999,1.2489871979,0.7504589557837171,-0.20000004768371582,1.7995612621162849,2.550020217900002,8.600696563699998,11.1507167816,0.5504589081000013,1.9995613098000007,0.3504588604162855,1.9994461536837171,True,True,True,0.007501602877227127,0.45085662610169536,-0.9925295140593929,1,True,CONSISTENT,15.0,-1.0,79.76107788050001,0.8725586173275046,1.1421585077000032,0.9958042378333112,141.758178711,94.10646313618702,196.64394334073955,,zero_from_recording_start,,zero_from_recording_start,4,1437.0,101.542114258,value,87.7381591797,value,4,1171,137.0,129.0,,zero_from_recording_start,,zero_from_recording_start,4,129.0,1308.0,,,,,,,,,,,,,,,,1
density_0_nback_0_id_18,18,d0_n0,29.4499092102,30.4500293732,34.0000190735,VALIDATED,45.1002540588,SINGLE,1.449970722167432,1.5999705791162846,2.0999705791162846,1.6499705314325688,1.6499705314325688,1.449970722167432,32.049999952316284,31.09999990463257,False,False,False,,0.04998087881628521,1.0001201629999983,1.5999705791162846,,1.9500191211837148,3.5499897002999994,11.100234985299998,14.650224685599998,,,0.6499705314325688,2.600090742116283,True,True,True,0.00731263681746159,0.4030537009156165,-0.9900637070043927,2,True,CONSISTENT,15.0,-1.0,78.94984436000001,0.6769027714999893,0.942016601000006,0.9957382796070443,126.098754883,78.63263856919791,196.94459450221814,,zero_from_recording_start,,zero_from_recording_start,4,1501.0,95.4177246094,value,85.5375976562,value,4,1336,165.0,,,zero_from_recording_start,,zero_from_recording_start,4,,1501.0,,,,,,,,,,,,,,,,8
density_0_nback_0_id_19,19,d0_n0,29.4502487183,30.4502735138,33.8002853394,VALIDATED,47.0003662109,SINGLE,1.0497264862000009,1.349726438516285,1.6997265815674325,1.349726438516285,1.349726438516285,1.1997265815674325,31.799999952316284,31.25,False,False,False,31.049999952316284,4.1997146606000015,1.0000247955,1.349726438516285,-0.75,2.0002853870837143,3.3500118255999993,13.200080871499999,16.5500926971,0.599726438516285,2.7502853870837143,0.7997264862000009,2.349751234016285,True,True,True,0.007664022657948823,0.3182692637751725,-0.9962251989919241,1,False,CONSISTENT,15.0,-1.0,79.81634521550001,0.720621872133995,0.9854351288720125,0.9956716106349235,131.931396484,79.93765219151585,196.12753416868532,,zero_from_recording_start,,zero_from_recording_start,4,1539.0,97.7377929688,value,83.9345703125,value,4,1185,181.0,173.0,,zero_from_recording_start,,zero_from_recording_start,4,173.0,1366.0,,,,,,,,,,,,,,,,6
density_0_nback_0_id_1,1,d0_n0,29.4505939484,30.7497577667,34.4999809265,VALIDATED,44.30078125,SINGLE,0.800242185616284,1.9002423286674315,11.450242280983716,,1.9002423286674315,1.800242185616284,32.65000009536743,31.34999990463257,False,False,False,33.59999990463257,5.150019168867431,1.2991638182999985,1.9002423286674315,0.9499998092651367,1.8499808311325694,3.750223159800001,9.800800323499999,13.5510234833,2.850242137932568,0.8999810218674327,0.6002421379325682,3.19940614696743,True,True,True,0.007646515883143105,0.26837747016742786,-0.9741002338957374,2,False,CONSISTENT,15.0,-1.0,79.25138854949998,0.8093475343200227,0.9293518065000228,0.9951825035677445,113.339477539,74.51051083825486,196.67600103420114,,zero_from_recording_start,,zero_from_recording_start,4,1486.0,94.5037841797,value,92.6295166016,value,4,1317,138.0,31.0,,zero_from_recording_start,,zero_from_recording_start,4,31.0,1455.0,,,,,,,,,,,,,,,,9
