trial_id,participant_id,density,nback,cell,record_start_epoch,record_end_epoch,tor_state,n_raw_tor_values,TOR_ANCHORED,OWNER_WINDOW_ELIGIBLE,LANE_CHANGE_ANCHORED,MANUAL_WINDOW_ELIGIBLE,lane_change_state,lane_change_vs_handback,handback_state,t_button_s,tor_to_lane_change_s,min_ttc_s,vehicle_max_decel_mps2,vehicle_max_accel_mps2,tor_to_handback_s,manual_start_to_handback_s,lane_change_to_handback_s,exposure,gap_from_previous_trial_min
density_20_nback_1_id_10,10,20,1,d20_n1,1699708930.0,1699709019.4,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3000965117999996,12.199356079099996,1.13923299313,9.29467201233,1.74640583992,30.550125122,29.2500286102,18.350769042900005,8,3.0541666666666667
density_20_nback_2_id_10,10,20,2,d20_n2,1699709182.0,1699709281.9,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.6991462706999982,10.749988555899996,0.425467014313,8.25148963928,1.40434753895,26.24927139279999,24.550125122099992,15.499282836899994,9,2.709999998410543
density_0_nback_0_id_11,11,0,0,d0_n0,1697567415.0,1697567488.95,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5001716613999996,5.200094223000001,3.08807110786,3.01875329018,0.11984679848,14.400072097799999,12.8999004364,9.199977874799998,1,
density_0_nback_1_id_11,11,0,1,d0_n1,1697567799.0,1697567888.05,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5992088317999986,6.950115203899998,2.71602511406,1.26684617996,1.03137433529,24.700134277400004,23.100925445600005,17.750019073500006,2,5.167499999205272
density_20_nback_2_id_11,11,20,2,d20_n2,1697568086.0,1697568184.45,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5995368958,6.699672698999997,1.12340700626,3.37350463867,3.0355360508,19.1495933533,17.5500564575,12.449920654300001,3,3.299166667461395
density_0_nback_2_id_11,11,0,2,d0_n2,1697568357.0,1697568439.2,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.350120544500001,5.299842834499998,2.2550868988,1.429718256,0.74654507637,20.249988555900003,18.899868011400002,14.950145721400006,4,2.8758333325386047
density_20_nback_1_id_11,11,20,1,d20_n1,1697568616.0,1697568686.55,MULTI_RESOLVED_BY_PROTOCOL_TTC,2,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.849168777500001,6.299100875899999,2.65579605103,10.3931789398,4.54306077957,16.2494621277,14.400293350199998,9.9503612518,5,2.946666665871938
density_10_nback_0_id_11,11,10,0,d10_n0,1697568830.0,1697568898.25,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.750570297200003,6.450119018500001,1.47202503681,1.81938946247,1.60336947441,17.000043869000002,15.2494735718,10.549924850500002,6,2.390833334128062
density_20_nback_0_id_11,11,20,0,d20_n0,1697569043.0,1697569140.7,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,19.549957275399997,,7,2.4125
density_10_nback_1_id_11,11,10,1,d10_n1,1697569279.0,1697569351.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.400054931699998,7.299966812199997,1.22121596336,3.35099959373,1.89803552628,16.100580215500003,14.700525283800005,8.800613403300005,8,2.3049999992052714
density_10_nback_2_id_11,11,10,2,d10_n2,1697569497.0,1697569569.4,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.7501735686999993,6.100061416599999,2.40799689293,2.08881878853,1.05954098701,15.400186538699998,13.650012969999999,9.300125122099999,9,2.428333334128062
density_0_nback_2_id_12,12,0,2,d0_n2,1697614593.0,1697614668.7,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.6999588012999993,4.9500541686999995,2.36382198334,0.667201459408,0.0786345675588,13.800022125300003,13.100063324000004,8.849967956600004,1,
density_10_nback_0_id_12,12,10,0,d10_n0,1697615046.0,1697615116.75,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.5997924804000014,4.799539566,2.81544303894,0.998590528965,0.0438756532967,19.5495872497,18.9497947693,14.7500476837,2,6.288333332538604
density_0_nback_1_id_12,12,0,1,d0_n1,1697615452.0,1697615544.65,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.350097656300001,5.850044250499998,3.61847996712,0.550329327583,0.256557136774,28.350505828899998,27.000408172599997,22.5004615784,3,5.5875
density_10_nback_1_id_12,12,10,1,d10_n1,1697615929.0,1697616009.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.0998592376999987,8.0499172211,0.276980996132,8.85144710541,0.251148790121,23.950666427700003,22.850807190000005,15.900749206600004,4,6.405833331743876
density_0_nback_0_id_12,12,0,0,d0_n0,1697616284.0,1697616355.95,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.6007862091000007,4.350215911899998,2.80736804008,0.888283073902,0.223355665803,12.399955749499998,11.799169540399998,8.0497398376,5,4.581666668256124
density_10_nback_2_id_12,12,10,2,d10_n2,1697616586.0,1697616659.65,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.4009017943999993,4.8001308441,3.36311793327,2.21697902679,-0.374089568853,16.550493240300003,16.149591445900004,11.750362396200003,6,3.834166665871938
density_20_nback_2_id_12,12,20,2,d20_n2,1697616951.0,1697617044.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.5000648498999993,5.100101470999995,1.99005997181,2.46805596352,1.66705977917,14.5498924256,14.0498275757,9.449790954600005,7,4.855833331743876
density_20_nback_0_id_12,12,20,0,d20_n0,1697617202.0,1697617299.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.5502014160000002,5.449996948200003,2.56019496918,2.32594466209,0.0843437239528,18.500827789300004,17.950626373300004,13.050830841100002,8,2.6200000007947284
density_20_nback_1_id_12,12,20,1,d20_n1,1697617475.0,1697617543.55,MULTI_RESOLVED_BY_PROTOCOL_TTC,2,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3002223967999988,5.000242233199998,4.02562999725,9.22047996521,2.33113145828,14.350130081099998,13.049907684299999,9.3498878479,9,2.928333334128062
density_0_nback_1_id_13,13,0,1,d0_n1,1697620226.0,1697620311.45,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.800029754599997,7.599552154499996,2.7480700016,0.542761683464,0.101040065289,21.1496505737,19.349620819100004,13.550098419200005,1,
density_0_nback_2_id_13,13,0,2,d0_n2,1697620616.0,1697620693.0,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.8998985290999997,5.8499794007000006,1.73520100117,1.00383901596,-0.108601905406,15.050140380900004,13.150241851800004,9.200160980200003,2,5.075833332538605
density_0_nback_0_id_13,13,0,0,d0_n0,1697620920.0,1697620995.25,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.4500198363999992,5.450006484999996,2.08988690376,2.18849253654,0.0968660563231,15.650503158500001,14.200483322100002,10.200496673500005,3,3.783333333333333
density_10_nback_0_id_13,13,10,0,d10_n0,1697621244.0,1697621310.7,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.8004627228000025,5.9506626129,1.91169905663,1.37137079239,0.204356133938,15.400716781600003,13.600254058800001,9.450054168700003,4,4.145833333333333
density_20_nback_2_id_13,13,20,2,d20_n2,1697621542.0,1697621635.65,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,3.600982666,7.100177764900003,0.612591981888,2.26706504822,3.04459643364,14.350391387900004,10.749408721900004,7.2502136230000005,5,3.8549999992052713
density_10_nback_1_id_13,13,10,1,d10_n1,1697621804.0,1697621876.75,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.9499588012999993,7.099901199399998,1.80106794834,8.97631549835,0.908571600914,16.599966049199995,13.650007247899996,9.500064849799998,6,2.805833331743876
density_20_nback_1_id_13,13,20,1,d20_n1,1697622104.0,1697622175.2,MULTI_UNRESOLVED,3,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,13.9506816864,,7,3.7875
density_10_nback_2_id_13,13,10,2,d10_n2,1697622356.0,1697622428.9,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.4493598938000005,7.349401474000004,1.36919796467,2.77347278595,-0.108503073454,15.899358749400001,13.4499988556,8.549957275399997,8,3.013333332538605
density_20_nback_0_id_13,13,20,0,d20_n0,1697622602.0,1697622700.7,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.849365234400004,7.049602508600003,0.975921988487,3.37344026566,1.72503364086,19.8994407654,17.050075530999997,12.849838256799998,9,2.8849999984105428
density_0_nback_2_id_14,14,0,2,d0_n2,1697632351.0,1697632420.85,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.7508983612000009,3.3501682281999976,3.95763897896,0.414272904396,-0.166235566139,8.000177383500002,7.249279022300001,4.650009155300005,1,
density_10_nback_0_id_14,14,10,0,d10_n0,1697633005.0,1697633064.45,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,8.6500053406,,2,9.735833334922791
density_0_nback_1_id_14,14,0,1,d0_n1,1697633544.0,1697633619.35,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.400146484399997,5.350147247300001,4.15416002274,0.545668005943,-0.293693512678,11.050094604499996,8.6499481201,5.699947357199996,3,7.992499999205271
density_10_nback_1_id_14,14,10,1,d10_n1,1697633983.0,1697634047.95,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.9500808715999973,5.200010299699997,3.27039408684,6.64606523514,0.157541036606,8.750288009599998,6.800207138000001,3.5502777099000014,4,6.0608333349227905
density_0_nback_0_id_14,14,0,0,d0_n0,1697634398.0,1697634464.4,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,7.050109863299998,,5,5.834166665871938
density_10_nback_2_id_14,14,10,2,d10_n2,1697634689.0,1697634754.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.9498119353999996,3.4000549315999997,4.16366004944,0.895996689796,-0.309672504663,8.2502002716,7.300388336200001,4.850145340000001,6,3.743333331743876
density_20_nback_2_id_14,14,20,2,d20_n2,1697635050.0,1697635136.9,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.2501945496000033,3.749980926600003,3.29495501518,1.5023702383,3.0834839344,7.649879455600001,6.399684905999997,3.899898528999998,7,4.9283333341280615
density_20_nback_0_id_14,14,20,0,d20_n0,1697635372.0,1697635458.8,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,8.949905395599998,,8,3.918333331743876
density_20_nback_1_id_14,14,20,1,d20_n1,1697635633.0,1697635696.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.5492839812999968,5.949146270699998,3.65649795532,6.08715391159,2.30042290688,9.599590301499997,9.0503063202,3.6504440307999992,9,2.903333334128062
density_10_nback_2_id_15,15,10,2,d10_n2,1697639284.0,1697639358.45,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,3.6499576568000016,10.0000133514,1.60139405727,7.1754450798,6.744805336,17.400808334300002,13.7508506775,7.400794982900003,1,
density_10_nback_1_id_15,15,10,1,d10_n1,1697639861.0,1697639935.05,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.850713729799999,9.099754333500002,1.0999699831,7.51102828979,0.948940098286,17.8000602722,15.9493465424,8.700305938699998,2,8.375833332538605
density_20_nback_0_id_15,15,20,0,d20_n0,1697640315.0,1697640415.45,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,22.6500473022,,3,6.332500000794728
density_10_nback_0_id_15,15,10,0,d10_n0,1697640658.0,1697640725.9,MISSING_TOR_COLUMN,0,False,False,False,False,VALIDATED,NO_TOR_ANCHOR,SINGLE,,,,,,,17.049615859899998,,4,4.042499999205272
density_20_nback_1_id_15,15,20,1,d20_n1,1697641326.0,1697641414.45,MULTI_RESOLVED_BY_PROTOCOL_TTC,2,True,False,False,True,ABSENT_COLUMN,LANE_CHANGE_ABSENT_COLUMN,SINGLE,1.7000064849999994,,,,,34.199851989699994,32.4998455047,,5,10.00166666507721
density_0_nback_2_id_15,15,0,2,d0_n2,1697641612.0,1697641690.2,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.6995887755999988,6.249488830499999,3.63831710815,4.44313907623,1.20588779449,16.249523162800003,15.549934387200004,10.000034332300004,6,3.2924999992052713
density_20_nback_2_id_15,15,20,2,d20_n2,1697641909.0,1697642022.3,SINGLE,1,True,False,False,True,ABSENT_COLUMN,LANE_CHANGE_ABSENT_COLUMN,SINGLE,1.3496932983000036,,,,,34.0497436523,32.700050354,,7,3.646666665871938
density_0_nback_1_id_15,15,0,1,d0_n1,1697642199.0,1697642280.7,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.799823760999999,8.400238037100003,2.41052889824,2.53450345993,1.80707120895,17.3498840332,14.5500602722,8.949645996099996,8,2.9450000007947286
density_0_nback_0_id_15,15,0,0,d0_n0,1697642440.0,1697642515.75,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.4999332427999974,7.199899673400001,3.83249497414,7.85020065308,2.43854808807,16.2002925873,14.700359344500004,9.0003929139,9,2.6549999992052715
density_10_nback_0_id_16,16,10,0,d10_n0,1697646117.0,1697646197.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3001041413000003,6.1505374909,1.40664303303,1.21532917023,0.829348564148,28.8005867005,27.500482559199998,22.6500492096,1,
density_10_nback_1_id_16,16,10,1,d10_n1,1697646472.0,1697646554.25,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.1498546600000026,7.949611663799999,0.945827007294,7.35764217377,0.236512511969,26.099853515600003,23.9499988556,18.150241851800004,2,4.581666668256124
density_0_nback_2_id_16,16,0,2,d0_n2,1697646726.0,1697646806.2,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.1999645233000003,5.799913406399998,1.54896605015,0.662938594818,-0.0435940101743,18.250749588,17.0507850647,12.450836181600003,3,2.8625
density_10_nback_2_id_16,16,10,2,d10_n2,1697647023.0,1697647098.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.6506404877000023,6.250738143900001,2.31667208672,5.05309009552,0.358047634363,18.250860214200003,16.6002197265,12.000122070300002,4,3.6133333325386046
density_0_nback_1_id_16,16,0,1,d0_n1,1697647236.0,1697647321.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3501892089999998,5.850128173800002,3.49585008621,0.54129076004,0.220270931721,20.9507331848,19.6005439758,15.100605010999999,5,2.2950000007947287
density_20_nback_0_id_16,16,20,0,d20_n0,1697647478.0,1697647579.25,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.1502685546999984,6.7508811951,1.26118695736,4.46191167831,1.21518170834,22.450637817399993,21.300369262699995,15.699756622299994,6,2.611666667461395
density_0_nback_0_id_16,16,0,0,d0_n0,1697647720.0,1697647799.05,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.1995010374999993,5.949354171699998,1.62408804893,1.9903857708,0.0777526795864,19.499505996699998,18.3000049592,13.550151825,7,2.345833333333333
density_20_nback_1_id_16,16,20,1,d20_n1,1697647960.0,1697648032.15,MULTI_RESOLVED_BY_PROTOCOL_TTC,2,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.7495212554999995,7.499523162800003,1.42165994644,10.3329458237,2.31651186943,17.949218750000004,16.199697494500004,10.4496955872,8,2.6825000007947284
density_20_nback_2_id_16,16,20,2,d20_n2,1697648178.0,1697648276.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.899322509800001,5.6500663757,1.46444499493,2.06782627106,3.03276157379,18.8000564575,16.900733947699997,13.149990081799999,9,2.430833331743876
density_0_nback_0_id_17,17,0,0,d0_n0,1697700169.0,1697700241.0,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.2489871979,3.799007415800002,3.50588393211,2.61270904541,1.89063489437,12.3997039795,11.1507167816,8.600696563699998,1,
density_20_nback_2_id_17,17,20,2,d20_n2,1697700504.0,1697700599.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.8494071960000014,5.249588012700002,1.55302095413,2.74387121201,3.09157466888,15.7997398376,13.9503326416,10.550151824899999,2,4.383333333333334
density_0_nback_1_id_17,17,0,1,d0_n1,1697700853.0,1697700932.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5000991821000014,5.8502120972,2.92452192307,1.23708403111,1.90242362022,15.450092315700005,13.949993133600003,9.599880218500005,3,4.231666668256124
density_20_nback_1_id_17,17,20,1,d20_n1,1697701216.0,1697701285.3,MULTI_RESOLVED_BY_PROTOCOL_TTC,2,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3502063750999973,6.100015640199999,2.24233007431,9.46909713745,5.38588619232,15.050094604499996,13.699888229399999,8.950078964299998,4,4.7200000007947285
density_0_nback_2_id_17,17,0,2,d0_n2,1697701511.0,1697701585.65,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.7001018523999996,4.850027084400001,2.25652098656,1.60264968872,2.9085586071,12.700204849299997,11.000102996899997,7.850177764899996,5,3.7616666674613954
density_20_nback_0_id_17,17,20,0,d20_n0,1697701763.0,1697701857.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.1505775452000009,6.449390411399996,2.34225797653,6.28174352646,2.23631954193,16.099735259999996,14.949157714799995,9.6503448486,6,2.955833331743876
density_10_nback_0_id_17,17,10,0,d10_n0,1697702015.0,1697702081.45,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.5500144959000011,3.5997085571000014,3.54017996788,2.35376143456,2.34028911591,15.2001457215,14.6501312256,11.600437164399999,7,2.6200000007947284
density_10_nback_2_id_17,17,10,2,d10_n2,1697702192.0,1697702263.15,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.1001319884999994,5.399999618500001,3.26880288124,10.0054626465,4.48577785492,14.099977493299999,12.9998455048,8.699977874799998,8,1.8424999992052713
density_10_nback_1_id_17,17,10,1,d10_n1,1697702404.0,1697702475.05,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.2998638153000002,6.2998867035,2.46407008171,4.41473436356,2.06091117859,14.8497867584,13.5499229431,8.5499000549,9,2.3474999984105427
density_10_nback_2_id_18,18,10,2,d10_n2,1697708752.0,1697708845.35,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.4499454498000013,7.299949645999998,5.12375497818,7.26976013184,6.50444412231,36.3000335693,34.8500881195,29.000083923300004,1,
density_20_nback_0_id_18,18,20,0,d20_n0,1697709120.0,1697709224.45,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.799785614000001,11.8498687744,3.2271490097,10.6859531403,6.48314571381,25.699886322000005,24.900100708000004,13.850017547600004,2,4.577500001589457
density_10_nback_1_id_18,18,10,1,d10_n1,1697709473.0,1697709550.4,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5501022338999988,7.800172805799999,4.70418977737,4.99025774002,0.271565854549,21.2000751496,19.6499729157,13.399902343800001,3,4.142499999205271
density_20_nback_1_id_18,18,20,1,d20_n1,1697709752.0,1697709825.6,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.0500049591000007,5.499835968100001,3.65384507179,7.73795127869,2.29147267342,19.449962616,18.3999576569,13.9501266479,4,3.359999998410543
density_10_nback_0_id_18,18,10,0,d10_n0,1697710013.0,1697710078.95,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.8996677398000017,4.449970245300001,3.21837592125,1.01761054993,-0.304231435061,14.699586868300003,13.799919128500001,10.249616623000001,5,3.1233333349227905
density_20_nback_2_id_18,18,20,2,d20_n2,1697710222.0,1697710340.5,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.8498191832999993,26.1500473022,1.68034696579,9.95471858978,2.93519973755,39.200088501,38.350269317700004,13.050041198800002,6,2.384166665871938
density_0_nback_2_id_18,18,0,2,d0_n2,1697710528.0,1697710604.35,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.9997596741000017,4.8498268128,2.47981405258,0.436098217964,-0.159219920635,14.449558258100001,13.449798584,9.599731445300002,7,3.125
density_0_nback_0_id_18,18,0,0,d0_n0,1697710787.0,1697710862.2,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.0001201629999983,4.550109863299998,3.44821691513,2.05339026451,0.24215619266,15.650344848599996,14.650224685599998,11.100234985299998,8,3.044166668256124
density_0_nback_1_id_18,18,0,1,d0_n1,1697711002.0,1697711085.5,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.6498336792000003,6.5002784729,3.09189009666,0.546002209187,0.134006559849,19.200016021799996,17.550182342599996,12.699737548899996,9,2.3299999992052713
density_10_nback_0_id_19,19,10,0,d10_n0,1697715023.0,1697715093.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.9998435974000017,7.2004718781,1.05631804466,1.76370084286,0.730587542057,19.450363159200002,16.4505195618,12.249891281100002,1,
density_0_nback_2_id_19,19,0,2,d0_n2,1697715376.0,1697715453.05,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,1.750553131100002,5.6998748778999975,1.84424197674,0.925813615322,-0.00605236319825,15.200092315700001,13.449539184599999,9.500217437800003,2,4.703333334128062
density_10_nback_1_id_19,19,10,1,d10_n1,1697715621.0,1697715697.85,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.6507415770999998,7.450187683099998,1.93758499622,6.12543535233,1.68757259846,20.650333404500003,18.999591827400003,13.200145721400006,3,2.799166667461395
density_0_nback_1_id_19,19,0,1,d0_n1,1697715864.0,1697715946.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.4999160766999964,7.000015258799998,2.37813711166,1.27046704292,1.16935014725,17.9506149292,16.450698852500004,10.950599670400003,4,2.769166668256124
density_10_nback_2_id_19,19,10,2,d10_n2,1697716138.0,1697716214.95,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.400083541899999,7.749942779599998,0.639356970787,4.91601657867,1.06552541256,19.900588989299997,18.5005054474,12.1506462097,5,3.1950000007947286
density_0_nback_0_id_19,19,0,0,d0_n0,1697716487.0,1697716564.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.0000247955,4.350036621099999,3.07640099525,1.78127563,0.17556527257,17.5501174926,16.5500926971,13.200080871499999,6,4.534166665871938
density_20_nback_0_id_19,19,20,0,d20_n0,1697716724.0,1697716821.5,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.8499946593999965,6.500251769999998,1.39081299305,3.72268724442,0.651356756687,18.749759674100005,17.89976501470001,12.249507904100007,7,2.665000001589457
density_20_nback_2_id_19,19,20,2,d20_n2,1697717000.0,1697717099.3,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.6502914428999986,5.499889373799995,1.5712120533,1.32868266106,2.36043548584,19.9005279541,18.2502365112,14.400638580300004,8,2.975
density_20_nback_1_id_19,19,20,1,d20_n1,1697717226.0,1697717297.8,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,0.9498500824000011,5.9999618529999985,2.94470000267,7.22370481491,2.24084854126,17.649913787800003,16.7000637054,11.649951934800004,9,2.111666667461395
density_10_nback_0_id_20,20,10,0,d10_n0,1699259397.0,1699259469.0,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.3501071929999995,5.949970245399999,1.56570696831,1.58029258251,1.00542747974,20.7000904083,19.3499832153,14.7501201629,1,
density_10_nback_1_id_20,20,10,1,d10_n1,1699259943.0,1699260026.25,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.349870681799999,5.000061035200002,3.43875694275,6.61390113831,0.731514215469,27.0499477387,24.7000770569,22.049886703499997,2,7.9
density_0_nback_2_id_20,20,0,2,d0_n2,1699260778.0,1699260872.75,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.9000320434999978,5.150062560999999,2.37672805786,1.28651666641,0.617746949196,32.850162506100006,30.950130462600008,27.700099945100007,3,12.529166666666667
density_10_nback_2_id_20,20,10,2,d10_n2,1699262275.0,1699262357.1,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.600473403999999,5.500761032100002,2.82861089706,3.77053189278,0.46805664897,25.000436782899996,22.399963378899997,19.499675750799994,4,23.370833333333334
density_0_nback_1_id_20,20,0,1,d0_n1,1699262593.0,1699262682.85,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.8498573303000043,6.800121307400005,2.63913488388,1.32807075977,0.828359901905,25.500473022500003,23.6506156922,18.7003517151,5,3.9316666682561237
density_20_nback_0_id_20,20,20,0,d20_n0,1699262933.0,1699263032.2,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.5498695372999975,7.1001663208,0.804405987263,6.78159618378,1.70125353336,20.4002342224,18.850364685100004,13.300067901600002,6,4.169166668256124
density_0_nback_0_id_20,20,0,0,d0_n0,1699263277.0,1699263350.4,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,1.8499317168999987,5.449865341199999,2.12152600288,2.18620228767,0.2159216851,13.849882125899999,11.999950409,8.4000167847,7,4.079999999205271
density_20_nback_1_id_20,20,20,1,d20_n1,1699263573.0,1699263657.7,SINGLE,1,True,True,True,True,VALIDATED,BEFORE_HANDBACK,SINGLE,2.0500926972,9.1000881195,2.54050302505,10.8359155655,3.93764448166,25.900243759200002,23.850151062000002,16.8001556397,8,3.709999998410543
density_20_nback_2_id_20,20,20,2,d20_n2,1699263964.0,1699264079.25,SINGLE,1,True,False,False,True,ABSENT_COLUMN,LANE_CHANGE_ABSENT_COLUMN,SINGLE,1.6995201111,,,,,41.599819183300006,39.900299072200006,,9,5.104999999205272
